name,Type,Region,Zone
Abercrombie Point_1,Biomass,NBSO,NBSO
Agrilectric Power Partners Ltd_1,Biomass,MISO-9,MISO
Alexandria Energy Center_1,Biomass,ISO-NE,ISO-NE
Androscoggin Mill_1,Biomass,ISO-NE,ISO-NE
Androscoggin Mill_1A,Biomass,ISO-NE,ISO-NE
Androscoggin Mill_2,Biomass,ISO-NE,ISO-NE
Androscoggin Mill_3,Biomass,ISO-NE,ISO-NE
Androscoggin Mill_4,Biomass,ISO-NE,ISO-NE
Androscoggin Mill_5,Biomass,ISO-NE,ISO-NE
Androscoggin Mill_6,Biomass,ISO-NE,ISO-NE
Androscoggin Mill_7,Biomass,ISO-NE,ISO-NE
Androscoggin Mill_8,Biomass,ISO-NE,ISO-NE
Bay Front_1,Biomass,MISO-1,MISO
Bay Front_1A,Biomass,MISO-1,MISO
Bay Front_2,Biomass,MISO-1,MISO
Beaver Wood Joint Venture_1,Biomass,ISO-NE,ISO-NE
Boralex Ashland_1,Biomass,NBSO,NBSO
Boralex Beaver Livermore Falls_1,Biomass,ISO-NE,ISO-NE
Boralex Chateaugay Power Station_1,Biomass,NYISO A-F,NYISO
Boralex Fort Fairfield_1,Biomass,NBSO,NBSO
Boralex Sherman LLC_1,Biomass,ISO-NE,ISO-NE
Boralex Stratton Energy_1,Biomass,ISO-NE,ISO-NE
Boralex Thunder Bay_1,Biomass,IESO,IESO
Boralex Thunder Bay_1A,Biomass,IESO,IESO
Boralex Thunder Bay_2,Biomass,IESO,IESO
Bridgewater Power LP_1,Biomass,ISO-NE,ISO-NE
Brompton Mill_1,Biomass,HQ,HQ
Brompton Mill_2,Biomass,HQ,HQ
BROOKLYN ENERGY CENTRE_1,Biomass,NBSO,NBSO
BROOKLYN ENERGY CENTRE_2,Biomass,NBSO,NBSO
BROOKLYN ENERGY CENTRE_3,Biomass,NBSO,NBSO
BROOKLYN ENERGY CENTRE_4,Biomass,NBSO,NBSO
Cadillac Renewable Energy_1,Biomass,MISO-7,MISO
Calstock Power_1,Biomass,IESO,IESO
Chapais Energy Centre_1,Biomass,HQ,HQ
Covington Facility_1,Biomass,PJM-ROR,PJM
Cowee_1,Biomass,NYISO A-F,NYISO
Craven County Wood Energy LP_1,Biomass,SERC-Duke,SERC
DG Whitefield LLC_1,Biomass,ISO-NE,ISO-NE
Dolbeau_1,Biomass,HQ,HQ
Dolbeau_1A,Biomass,HQ,HQ
DOM_1,Biomass,IESO,IESO
DOM_1A,Biomass,IESO,IESO
DOM_2,Biomass,IESO,IESO
DOMTAR_1,Biomass,IESO,IESO
Fibrominn Biomass Power Plant_1,Biomass,MISO-1,MISO
Finch Paper_3,Biomass,NYISO A-F,NYISO
Flambeau River Papers_1,Biomass,MISO-1,MISO
French Island_1A,Biomass,MISO-1,MISO
French Island_2A,Biomass,MISO-1,MISO
Gatineau_1,Biomass,HQ,HQ
Genesee Power Station LP_1,Biomass,MISO-7,MISO
Georgia Pacific Port Hudson_1,Biomass,MISO-9,MISO
Grand-Mere_1,Biomass,HQ,HQ
Grand-Mere_2,Biomass,HQ,HQ
Grand-Mere_3,Biomass,HQ,HQ
Grayling Generating Station_1,Biomass,MISO-7,MISO
Greenville Steam_1,Biomass,ISO-NE,ISO-NE
Harden Furniture_1,Biomass,NYISO A-F,NYISO
Hillman Power LLC_1,Biomass,MISO-7,MISO
Indeck Jonesboro Energy Center_1,Biomass,ISO-NE,ISO-NE
Indeck Jonesboro Energy Center_1A,Biomass,ISO-NE,ISO-NE
Indeck Jonesboro Energy Center_2,Biomass,ISO-NE,ISO-NE
Indeck West Enfield Energy Center_1,Biomass,ISO-NE,ISO-NE
Inland Paperboard Packaging Rome_1,Biomass,SERC-SOCO_GA,SERC
International Paper Eastover Facility_1,Biomass,SERC-Duke,SERC
International Paper Eastover Facility_2,Biomass,SERC-Duke,SERC
International Paper Franklin Mill_1,Biomass,PJM-ROR,PJM
International Paper Kaukauna Mill_1,Biomass,MISO-2,MISO
International Paper Kaukauna Mill_2,Biomass,MISO-2,MISO
International Paper Kaukauna Mill_3,Biomass,MISO-2,MISO
International Paper Kaukauna Mill_4,Biomass,MISO-2,MISO
International Paper Pensacola_1,Biomass,SERC-SOCO_FL,SERC
J C McNeil_1,Biomass,ISO-NE,ISO-NE
J-Massachusetts Division_1,Biomass,ISO-NE,ISO-NE
John H Warden_1,Biomass,MISO-2,MISO
Johnsonburg Mill_1,Biomass,PJM-MAAC,PJM
Koda Energy_1,Biomass,MISO-1,MISO
Koppers Susquehanna Plant_1,Biomass,PJM-MAAC,PJM
Lavalley Lumber LLC_1,Biomass,ISO-NE,ISO-NE
Lincoln Paper & Tissue_1,Biomass,ISO-NE,ISO-NE
Lyonsdale Biomass LLC_1,Biomass,NYISO A-F,NYISO
M L Hibbard_1,Biomass,MISO-1,MISO
M L Hibbard_2,Biomass,MISO-1,MISO
Madison Plant (PERPET)_1,Biomass,FRCC,FRCC
Multitrade of Pittsylvania LP_1,Biomass,PJM-ROR,PJM
Multitrade of Pittsylvania LP_2,Biomass,PJM-ROR,PJM
Norkraft_1,Biomass,HQ,HQ
Okeelanta Cogeneration_1,Biomass,FRCC,FRCC
Osceola Cogeneration Plant_1,Biomass,FRCC,FRCC
Pinetree Power Tamworth_1,Biomass,ISO-NE,ISO-NE
Pinetree Power_1,Biomass,ISO-NE,ISO-NE
Plainfield Renewable Energy LLC_1,Biomass,ISO-NE,ISO-NE
Rabun Gap Cogen Facility_1,Biomass,SERC-SOCO_GA,SERC
Red Shield Environmental Old Town Facili_1,Biomass,ISO-NE,ISO-NE
Rumford Cogeneration_1,Biomass,ISO-NE,ISO-NE
Ryegate Power Station_1,Biomass,ISO-NE,ISO-NE
S D Warren Westbrook_3,Biomass,ISO-NE,ISO-NE
S D Warren Westbrook_4,Biomass,ISO-NE,ISO-NE
Sappi Cloquet Mill_1,Biomass,MISO-1,MISO
Senneterre_1,Biomass,HQ,HQ
Snider Industries_1,Biomass,SPP-S,SPP
Somerset Plant_1,Biomass,ISO-NE,ISO-NE
Somerset Plant_2,Biomass,ISO-NE,ISO-NE
South Point_1,Biomass,PJM-ROR,PJM
Springfield Power LLC_1,Biomass,ISO-NE,ISO-NE
St. Felicien_1,Biomass,HQ,HQ
St. George Paper (NB)_1,Biomass,NBSO,NBSO
St. George Paper (NB)_2,Biomass,NBSO,NBSO
Stone Container Hodge_1,Biomass,MISO-9,MISO
Stone Container Hopewell Mill_1,Biomass,PJM-ROR,PJM
Stone Container Panama City Mill_1,Biomass,SERC-SOCO_FL,SERC
Telogia Power_1,Biomass,FRCC,FRCC
TER_1,Biomass,IESO,IESO
TER_2,Biomass,IESO,IESO
TMC LLC_1,Biomass,FRCC,FRCC
United Corrstack Paper_1,Biomass,PJM-MAAC,PJM
Viking Energy of Lincoln_1,Biomass,MISO-7,MISO
Viking Energy of McBain_1,Biomass,MISO-7,MISO
Viking Energy of Northumberland_1,Biomass,PJM-MAAC,PJM
Ware Energy_1,Biomass,ISO-NE,ISO-NE
West Point Mill_1,Biomass,PJM-ROR,PJM
Weyerhaeuser New Bern NC_1,Biomass,SERC-Duke,SERC
Wheelabrator Ridge Energy_1,Biomass,FRCC,FRCC
Windsor (DOMTAR)_1,Biomass,HQ,HQ
Wisconsin Rapids Pulp Mill_1,Biomass,MISO-2,MISO
Wisconsin Rapids Pulp Mill_2,Biomass,MISO-2,MISO
McIntosh_1,CAES,SERC-SOCO_AL,SERC
1CLSUCOG1_1,CC,MISO-9,MISO
500MW CC_1,CC,NYISO J-K,NYISO
500MW CC_2,CC,NYISO J-K,NYISO
500MW CC_3,CC,NYISO J-K,NYISO
8DB GEN1_1,CC,PJM-ROR,PJM
Acadia Energy Center_1,CC,MISO-9,MISO
Acadia Energy Center_2,CC,MISO-9,MISO
Acadia Energy Center_3,CC,MISO-9,MISO
Acadia Energy Center_4,CC,MISO-9,MISO
Acadia Energy Center_5,CC,MISO-9,MISO
Acadia Energy Center_6,CC,MISO-9,MISO
Ada Cogeneration LP_1,CC,MISO-7,MISO
AEP Waterford Facility_1,CC,PJM-ROR,PJM
AEP Waterford Facility_2,CC,PJM-ROR,PJM
AEP Waterford Facility_3,CC,PJM-ROR,PJM
AEP Waterford Facility_4,CC,PJM-ROR,PJM
AES Ironwood LLC_1,CC,PJM-MAAC,PJM
AES Ironwood LLC_2,CC,PJM-MAAC,PJM
AES Ironwood LLC_3,CC,PJM-MAAC,PJM
AES Red Oak LLC_1,CC,PJM-EMAAC,PJM
AES Red Oak LLC_2,CC,PJM-EMAAC,PJM
AES Red Oak LLC_3,CC,PJM-EMAAC,PJM
AES Red Oak LLC_4,CC,PJM-EMAAC,PJM
Algoma Steel - St. Mary's Cogen Plant_1,CC,IESO,IESO
Algoma Steel - St. Mary's Cogen Plant_1A,CC,IESO,IESO
Algoma Steel - St. Mary's Cogen Plant_2,CC,IESO,IESO
Algonquin Windsor Locks_1,CC,ISO-NE,ISO-NE
Algonquin Windsor Locks_2,CC,ISO-NE,ISO-NE
Allegany Cogen_1,CC,NYISO A-F,NYISO
Allegany Cogen_2,CC,NYISO A-F,NYISO
Allegheny Energy Units 3 4 & 5_1,CC,PJM-ROR,PJM
Allegheny Energy Units 3 4 & 5_2,CC,PJM-ROR,PJM
Allegheny Energy Units 3 4 & 5_3,CC,PJM-ROR,PJM
Anadarko Plant_4,CC,SPP-S,SPP
Anadarko Plant_5,CC,SPP-S,SPP
Anadarko Plant_6,CC,SPP-S,SPP
ANP Bellingham Energy Project_1,CC,ISO-NE,ISO-NE
ANP Bellingham Energy Project_2,CC,ISO-NE,ISO-NE
ANP Blackstone Energy Project_1,CC,ISO-NE,ISO-NE
ANP Blackstone Energy Project_2,CC,ISO-NE,ISO-NE
Arbor Hills_1,CC,MISO-7,MISO
Arsenal Hill_2,CC,SPP-S,SPP
Arsenal Hill_3,CC,SPP-S,SPP
Arsenal Hill_4,CC,SPP-S,SPP
Arvah B Hopkins_2,CC,FRCC,FRCC
Arvah B Hopkins_3A,CC,FRCC,FRCC
Astoria Energy_1,CC,NYISO J-K,NYISO
Astoria Energy_1A,CC,NYISO J-K,NYISO
Astoria Energy_2,CC,NYISO J-K,NYISO
Astoria Energy_2A,CC,NYISO J-K,NYISO
Astoria Energy_3,CC,NYISO J-K,NYISO
Astoria Energy_3A,CC,NYISO J-K,NYISO
Athens Generating Plant_1,CC,NYISO G-I,NYISO
Athens Generating Plant_2,CC,NYISO G-I,NYISO
Athens Generating Plant_3,CC,NYISO G-I,NYISO
Athens Generating Plant_4,CC,NYISO G-I,NYISO
Athens Generating Plant_5,CC,NYISO G-I,NYISO
Athens Generating Plant_6,CC,NYISO G-I,NYISO
Attala_1,CC,SERC-TVA,SERC
Attala_2,CC,SERC-TVA,SERC
Attala_3,CC,SERC-TVA,SERC
Auburndale Power Partners_1,CC,FRCC,FRCC
Auburndale Power Partners_2,CC,FRCC,FRCC
Barry_10,CC,SERC-SOCO_AL,SERC
Barry_11,CC,SERC-SOCO_AL,SERC
Barry_12,CC,SERC-SOCO_AL,SERC
Barry_7,CC,SERC-SOCO_AL,SERC
Barry_8,CC,SERC-SOCO_AL,SERC
Barry_9,CC,SERC-SOCO_AL,SERC
Batavia Power Plant_1,CC,NYISO A-F,NYISO
Batavia Power Plant_2,CC,NYISO A-F,NYISO
Batesville Generation Facility_1,CC,SERC-TVA,SERC
Batesville Generation Facility_1A,CC,SERC-TVA,SERC
Batesville Generation Facility_2,CC,SERC-TVA,SERC
Batesville Generation Facility_2A,CC,SERC-TVA,SERC
Batesville Generation Facility_3,CC,SERC-TVA,SERC
Batesville Generation Facility_4,CC,SERC-TVA,SERC
Bayonne Cogen Plant_1,CC,PJM-EMAAC,PJM
Bayside Power Generation Project_1,CC,NBSO,NBSO
Bear Garden_1,CC,PJM-ROR,PJM
Bear Garden_2,CC,PJM-ROR,PJM
Bear Garden_3,CC,PJM-ROR,PJM
Beatrice_1,CC,SPP-NE,SPP
Beatrice_2,CC,SPP-NE,SPP
Beatrice_3,CC,SPP-NE,SPP
Becancour (TRNCANEN)_1,CC,HQ,HQ
Becancour (TRNCANEN)_2,CC,HQ,HQ
Becancour (TRNCANEN)_3,CC,HQ,HQ
Bellingham Cogeneration Facility_1,CC,ISO-NE,ISO-NE
Bellingham Cogeneration Facility_2,CC,ISO-NE,ISO-NE
Bellingham Cogeneration Facility_3,CC,ISO-NE,ISO-NE
Bellmeade Power Station_1,CC,PJM-ROR,PJM
Bellmeade Power Station_2,CC,PJM-ROR,PJM
Bellmeade Power Station_3,CC,PJM-ROR,PJM
Bergen Generating Station_1A,CC,PJM-EMAAC,PJM
Bergen Generating Station_1B,CC,PJM-EMAAC,PJM
Bergen Generating Station_2,CC,PJM-EMAAC,PJM
Bergen Generating Station_3,CC,PJM-EMAAC,PJM
Bergen Generating Station_4,CC,PJM-EMAAC,PJM
Berkshire Power_1,CC,ISO-NE,ISO-NE
Bethlehem Energy Center_1,CC,NYISO A-F,NYISO
Bethlehem Energy Center_2,CC,NYISO A-F,NYISO
Bethlehem Energy Center_3,CC,NYISO A-F,NYISO
Bethlehem Energy Center_4,CC,NYISO A-F,NYISO
Bethlehem Power Plant_1,CC,PJM-EMAAC,PJM
Bethlehem Power Plant_1A,CC,PJM-EMAAC,PJM
Bethlehem Power Plant_2,CC,PJM-EMAAC,PJM
Bethlehem Power Plant_3,CC,PJM-EMAAC,PJM
Bethlehem Power Plant_4,CC,PJM-EMAAC,PJM
Bethlehem Power Plant_5,CC,PJM-EMAAC,PJM
Bethlehem Power Plant_6,CC,PJM-EMAAC,PJM
Bethlehem Power Plant_7,CC,PJM-EMAAC,PJM
Bethpage Power Plant_1,CC,NYISO J-K,NYISO
Bethpage Power Plant_2,CC,NYISO J-K,NYISO
Bethpage Power Plant_3,CC,NYISO J-K,NYISO
Bethpage Power Plant_4,CC,NYISO J-K,NYISO
Bethpage Power Plant_5,CC,NYISO J-K,NYISO
Binghamton Cogen_1,CC,NYISO A-F,NYISO
Black Dog_1,CC,MISO-1,MISO
Black Dog_2,CC,MISO-1,MISO
Borden_1,CC,NBSO,NBSO
Borden_1A,CC,NBSO,NBSO
Bowline Point_2,CC,NYISO G-I,NYISO
Brandy Branch_2,CC,FRCC,FRCC
Brandy Branch_3,CC,FRCC,FRCC
Brandy Branch_4,CC,FRCC,FRCC
Bridgeport Energy Project_1,CC,ISO-NE,ISO-NE
Bridgeport Energy Project_1A,CC,ISO-NE,ISO-NE
Bridgeport Energy Project_2,CC,ISO-NE,ISO-NE
Brighton Beach_1,CC,IESO,IESO
Brighton Beach_2,CC,IESO,IESO
Brighton Beach_3,CC,IESO,IESO
Brooklyn Navy Yard Cogeneration_1,CC,NYISO J-K,NYISO
Brooklyn Navy Yard Cogeneration_2,CC,NYISO J-K,NYISO
Brooklyn Navy Yard Cogeneration_3,CC,NYISO J-K,NYISO
Brooklyn Navy Yard Cogeneration_4,CC,NYISO J-K,NYISO
Brunot Island_4,CC,PJM-ROR,PJM
Brunot Island_5,CC,PJM-ROR,PJM
Brunot Island_6,CC,PJM-ROR,PJM
Brunot Island_7,CC,PJM-ROR,PJM
Buck_1,CC,SERC-Duke,SERC
Buck_2,CC,SERC-Duke,SERC
Buck_3A,CC,SERC-Duke,SERC
BUROWS P_1,CC,NYISO A-F,NYISO
Butler-Warner Generation Plant_1,CC,SERC-Duke,SERC
Butler-Warner Generation Plant_2,CC,SERC-Duke,SERC
Butler-Warner Generation Plant_3,CC,SERC-Duke,SERC
Butler-Warner Generation Plant_6,CC,SERC-Duke,SERC
Butler-Warner Generation Plant_7,CC,SERC-Duke,SERC
Butler-Warner Generation Plant_8,CC,SERC-Duke,SERC
Butler-Warner Generation Plant_9,CC,SERC-Duke,SERC
C D McIntosh Jr_3A,CC,FRCC,FRCC
C D McIntosh Jr_4,CC,FRCC,FRCC
Caithness Long Island Energy Center_1,CC,NYISO J-K,NYISO
Caithness Long Island Energy Center_2,CC,NYISO J-K,NYISO
Caledonia_1,CC,SERC-TVA,SERC
Caledonia_2,CC,SERC-TVA,SERC
Caledonia_3,CC,SERC-TVA,SERC
Caledonia_4,CC,SERC-TVA,SERC
Caledonia_5,CC,SERC-TVA,SERC
Caledonia_6,CC,SERC-TVA,SERC
Camden Cogen LP_1,CC,PJM-EMAAC,PJM
Camden Cogen LP_2,CC,PJM-EMAAC,PJM
Cane Island_2,CC,FRCC,FRCC
Cane Island_3,CC,FRCC,FRCC
Cane Island_4,CC,FRCC,FRCC
Cane Island_5,CC,FRCC,FRCC
Cane Island_6,CC,FRCC,FRCC
Cane Island_7,CC,FRCC,FRCC
Cape Fear_1A,CC,SERC-Duke,SERC
Cape Fear_2,CC,SERC-Duke,SERC
Cape Fear_3A,CC,SERC-Duke,SERC
Cape Fear_4,CC,SERC-Duke,SERC
Cape Fear_5,CC,SERC-Duke,SERC
Cape Fear_6,CC,SERC-Duke,SERC
Capital District Energy Center_1,CC,ISO-NE,ISO-NE
Capital District Energy Center_2,CC,ISO-NE,ISO-NE
Cardinal Power (Sithe)_1,CC,IESO,IESO
Cardinal Power (Sithe)_2,CC,IESO,IESO
Carr Street Generating Station_1,CC,NYISO A-F,NYISO
Carr Street Generating Station_2,CC,NYISO A-F,NYISO
Carr Street Generating Station_3,CC,NYISO A-F,NYISO
Carthage Energy LLC_1,CC,NYISO A-F,NYISO
Carthage Energy LLC_2,CC,NYISO A-F,NYISO
Carville Energy LLC_1,CC,MISO-9,MISO
Carville Energy LLC_2,CC,MISO-9,MISO
Carville Energy LLC_3,CC,MISO-9,MISO
Castleton Energy Center_1,CC,NYISO A-F,NYISO
Castleton Energy Center_2,CC,NYISO A-F,NYISO
Central Energy Plant_1,CC,FRCC,FRCC
CH Resources Beaver Falls_1,CC,NYISO A-F,NYISO
CH Resources Beaver Falls_2,CC,NYISO A-F,NYISO
CH Resources Syracuse_1,CC,NYISO A-F,NYISO
Chattahoochee Energy Facility_1,CC,SERC-SOCO_GA,SERC
Chattahoochee Energy Facility_2,CC,SERC-SOCO_GA,SERC
Chattahoochee Energy Facility_3,CC,SERC-SOCO_GA,SERC
Cherokee County Cogen_1,CC,SERC-Duke,SERC
Cherokee County Cogen_2,CC,SERC-Duke,SERC
Chesterfield_4,CC,PJM-ROR,PJM
Chesterfield_5,CC,PJM-ROR,PJM
Chesterfield_6,CC,PJM-ROR,PJM
Chesterfield_7,CC,PJM-ROR,PJM
Choctaw County_1,CC,SERC-TVA,SERC
Choctaw County_2,CC,SERC-TVA,SERC
Choctaw County_3,CC,SERC-TVA,SERC
Choctaw County_4,CC,SERC-TVA,SERC
Choctaw Gas Generation Project_1,CC,SERC-TVA,SERC
Choctaw Gas Generation Project_2,CC,SERC-TVA,SERC
Choctaw Gas Generation Project_3,CC,SERC-TVA,SERC
Chouteau_1,CC,SPP-S,SPP
Chouteau_1A,CC,SPP-S,SPP
Chouteau_1B,CC,SPP-S,SPP
Chouteau_2,CC,SPP-S,SPP
Chouteau_2A,CC,SPP-S,SPP
Chouteau_3,CC,SPP-S,SPP
Claude Vandyke_2,CC,MISO-7,MISO
Cleary Flood_2,CC,ISO-NE,ISO-NE
Cleary Flood_3,CC,ISO-NE,ISO-NE
Cochrane (NOPO)_1,CC,IESO,IESO
Cochrane (NOPO)_2,CC,IESO,IESO
Cochrane (NOPO)_3,CC,IESO,IESO
Cochrane (NOPO)_4,CC,IESO,IESO
Cochrane (NOPO)_5,CC,IESO,IESO
Cochrane (NOPO)_6,CC,IESO,IESO
Cochrane (NOPO)_7,CC,IESO,IESO
Cochrane (NOPO)_8,CC,IESO,IESO
Cogentrix Lawrence_1,CC,MISO-6,MISO
Cogentrix Lawrence_2,CC,MISO-6,MISO
Cogentrix Lawrence_3,CC,MISO-6,MISO
Cogentrix Lawrence_4,CC,MISO-6,MISO
Cogentrix Lawrence_5,CC,MISO-6,MISO
Cogentrix Lawrence_6,CC,MISO-6,MISO
Columbia Energy Center_1A,CC,SERC-Duke,SERC
Columbia Energy Center_2A,CC,SERC-Duke,SERC
Columbia Energy Center_3A,CC,SERC-Duke,SERC
Comanche_1,CC,SPP-S,SPP
Comanche_2,CC,SPP-S,SPP
Comanche_3,CC,SPP-S,SPP
Combined Locks Energy Center_1,CC,MISO-2,MISO
Combined Locks Energy Center_2,CC,MISO-2,MISO
Cordova Energy_1,CC,MISO-3,MISO
Cordova Energy_2,CC,MISO-3,MISO
Cordova Energy_3,CC,MISO-3,MISO
Cornell University Central Heat_1,CC,NYISO A-F,NYISO
Cory Cogeneration Station_1,CC,Saskatchewan,Saskatchewan
Cory Cogeneration Station_2,CC,Saskatchewan,Saskatchewan
Cory Cogeneration Station_3,CC,Saskatchewan,Saskatchewan
Cottonwood Energy Project_1,CC,MISO-9,MISO
Cottonwood Energy Project_1A,CC,MISO-9,MISO
Cottonwood Energy Project_2,CC,MISO-9,MISO
Cottonwood Energy Project_2A,CC,MISO-9,MISO
Cottonwood Energy Project_3,CC,MISO-9,MISO
Cottonwood Energy Project_3A,CC,MISO-9,MISO
Cottonwood Energy Project_4,CC,MISO-9,MISO
Cottonwood Energy Project_4A,CC,MISO-9,MISO
Crisfield_1,CC,PJM-EMAAC,PJM
CSL Gas Recovery_1,CC,FRCC,FRCC
Cumberland_2,CC,PJM-EMAAC,PJM
Curtis H Stanton Energy Center_1,CC,FRCC,FRCC
Curtis H Stanton Energy Center_2,CC,FRCC,FRCC
Curtis H Stanton Energy Center_3,CC,FRCC,FRCC
Curtis H Stanton Energy Center_4,CC,FRCC,FRCC
Curtis H Stanton Energy Center_5,CC,FRCC,FRCC
Dartmouth Power Associates_1,CC,ISO-NE,ISO-NE
Dartmouth Power Associates_3,CC,ISO-NE,ISO-NE
Dearborn Industrial Generation_1,CC,MISO-7,MISO
Dearborn Industrial Generation_2,CC,MISO-7,MISO
Dearborn Industrial Generation_4,CC,MISO-7,MISO
Decatur Energy Center_1,CC,SERC-TVA,SERC
Decatur Energy Center_2,CC,SERC-TVA,SERC
Decatur Energy Center_3,CC,SERC-TVA,SERC
Decatur Energy Center_4,CC,SERC-TVA,SERC
Dell Power Station_1,CC,MISO-8,MISO
Dell Power Station_2,CC,MISO-8,MISO
Dell Power Station_3,CC,MISO-8,MISO
Dighton Power Plant_1,CC,ISO-NE,ISO-NE
Dogwood Energy Facility_1,CC,SPP-N,SPP
Dogwood Energy Facility_2,CC,SPP-N,SPP
Dogwood Energy Facility_3,CC,SPP-N,SPP
Doswell Energy Center_1,CC,PJM-ROR,PJM
Doswell Energy Center_2,CC,PJM-ROR,PJM
Doswell Energy Center_3,CC,PJM-ROR,PJM
Doswell Energy Center_4,CC,PJM-ROR,PJM
Doswell Energy Center_5,CC,PJM-ROR,PJM
Doswell Energy Center_6,CC,PJM-ROR,PJM
Dow St Charles Operations_1,CC,MISO-9,MISO
Dow St Charles Operations_2,CC,MISO-9,MISO
Dow St Charles Operations_3,CC,MISO-9,MISO
Dow St Charles Operations_4,CC,MISO-9,MISO
E B Harris Electric Generating Plant_1,CC,SERC-SOCO_AL,SERC
E B Harris Electric Generating Plant_2,CC,SERC-SOCO_AL,SERC
E B Harris Electric Generating Plant_3,CC,SERC-SOCO_AL,SERC
E B Harris Electric Generating Plant_4,CC,SERC-SOCO_AL,SERC
E B Harris Electric Generating Plant_5,CC,SERC-SOCO_AL,SERC
E B Harris Electric Generating Plant_6,CC,SERC-SOCO_AL,SERC
Eagle Point Cogeneration_1,CC,PJM-EMAAC,PJM
Eastman Cogeneration Facility_1,CC,SPP-S,SPP
Eastman Cogeneration Facility_2,CC,SPP-S,SPP
Eastman Cogeneration Facility_3,CC,SPP-S,SPP
Edwardsport_1,CC,MISO-6,MISO
Edwardsport_2,CC,MISO-6,MISO
Edwardsport_3,CC,MISO-6,MISO
Effingham County Power Project_1,CC,SERC-SOCO_GA,SERC
Effingham County Power Project_2,CC,SERC-SOCO_GA,SERC
Effingham County Power Project_3,CC,SERC-SOCO_GA,SERC
Emery Station_1,CC,MISO-3,MISO
Emery Station_2,CC,MISO-3,MISO
Emery Station_3,CC,MISO-3,MISO
Empire Generating Co LLC_1,CC,NYISO A-F,NYISO
Empire Generating Co LLC_2,CC,NYISO A-F,NYISO
Empire Generating Co LLC_3,CC,NYISO A-F,NYISO
Evangeline Power Station_1,CC,MISO-9,MISO
Evangeline Power Station_2,CC,MISO-9,MISO
Evangeline Power Station_3,CC,MISO-9,MISO
Evangeline Power Station_4,CC,MISO-9,MISO
Evangeline Power Station_5,CC,MISO-9,MISO
ExxonMobil Baton Rouge Cogen_1,CC,MISO-9,MISO
ExxonMobil Baton Rouge Cogen_2,CC,MISO-9,MISO
Fairbault Energy Park_1,CC,MISO-1,MISO
Fairbault Energy Park_1A,CC,MISO-1,MISO
Fairless Energy Center_1,CC,PJM-EMAAC,PJM
Fairless Energy Center_2,CC,PJM-EMAAC,PJM
Fairless Energy Center_3,CC,PJM-EMAAC,PJM
Fairless Energy Center_4,CC,PJM-EMAAC,PJM
Fairless Energy Center_5,CC,PJM-EMAAC,PJM
Fairless Energy Center_6,CC,PJM-EMAAC,PJM
Fayette Energy Facility_1,CC,PJM-ROR,PJM
Fayette Energy Facility_2,CC,PJM-ROR,PJM
Fayette Energy Facility_3,CC,PJM-ROR,PJM
Fore River Generating Station_1,CC,ISO-NE,ISO-NE
Fore River Generating Station_1A,CC,ISO-NE,ISO-NE
Fore River Generating Station_2,CC,ISO-NE,ISO-NE
Fort Myers_1,CC,FRCC,FRCC
Fort Myers_1B,CC,FRCC,FRCC
Fort Myers_2,CC,FRCC,FRCC
Fort Myers_2B,CC,FRCC,FRCC
Fort Myers_3A,CC,FRCC,FRCC
Fort Myers_4A,CC,FRCC,FRCC
Fort Myers_5A,CC,FRCC,FRCC
Fort Myers_6A,CC,FRCC,FRCC
Fortistar North Tonawanda_1,CC,NYISO A-F,NYISO
Fox Energy Center_1,CC,MISO-2,MISO
Fox Energy Center_2,CC,MISO-2,MISO
Fox Energy Center_3,CC,MISO-2,MISO
FPL Energy Marcus Hook LP_1,CC,PJM-EMAAC,PJM
FPL Energy Marcus Hook LP_2,CC,PJM-EMAAC,PJM
FPL Energy Marcus Hook LP_3,CC,PJM-EMAAC,PJM
FPL Energy Marcus Hook LP_4,CC,PJM-EMAAC,PJM
Fraser_1,CC,NBSO,NBSO
Fremont Energy Center_1,CC,PJM-ROR,PJM
Fremont Energy Center_2,CC,PJM-ROR,PJM
Fremont Energy Center_3,CC,PJM-ROR,PJM
G1WKRAFT_1,CC,MISO-9,MISO
General Electric Plastic_1,CC,SERC-SOCO_AL,SERC
General Electric Plastic_2,CC,SERC-SOCO_AL,SERC
Gilbert_1A,CC,PJM-EMAAC,PJM
Gilbert_2,CC,PJM-EMAAC,PJM
Gilbert_3,CC,PJM-EMAAC,PJM
Gilbert_4,CC,PJM-EMAAC,PJM
Gilbert_5,CC,PJM-EMAAC,PJM
Gordonsville Energy LP_1,CC,PJM-ROR,PJM
Gordonsville Energy LP_2,CC,PJM-ROR,PJM
Gordonsville Energy LP_3,CC,PJM-ROR,PJM
Gordonsville Energy LP_4,CC,PJM-ROR,PJM
Goreway_1,CC,IESO,IESO
Goreway_1A,CC,IESO,IESO
Goreway_2,CC,IESO,IESO
Goreway_3,CC,IESO,IESO
Grand Tower_1,CC,MISO-4,MISO
Grand Tower_2,CC,MISO-4,MISO
Grand Tower_3,CC,MISO-4,MISO
Grand Tower_4,CC,MISO-4,MISO
Granite Ridge_1,CC,ISO-NE,ISO-NE
Granite Ridge_1A,CC,ISO-NE,ISO-NE
Granite Ridge_2,CC,ISO-NE,ISO-NE
Grays Ferry Cogeneration_1,CC,PJM-EMAAC,PJM
Grays Ferry Cogeneration_2,CC,PJM-EMAAC,PJM
