name,Type,Region,Zone
scenA_CT_344035_12,Gas_GT,MISO,MISO
scenA_CT_344089_21,Gas_GT,MISO,MISO
scenA_CT_344127_16,Gas_GT,MISO,MISO
scenA_CT_344137_30,Gas_GT,MISO,MISO
scenA_CT_344300_24,Gas_GT,MISO,MISO
scenA_CT_344317_22,Gas_GT,MISO,MISO
scenA_CT_344415_13,Gas_GT,MISO,MISO
scenA_CT_344593_14,Gas_GT,MISO,MISO
scenA_CT_344752_29,Gas_GT,MISO,MISO
scenA_CT_344939_28,Gas_GT,MISO,MISO
scenA_CT_344957_32,Gas_GT,MISO,MISO
scenA_CT_345007_17,Gas_GT,MISO,MISO
scenA_CT_345042_15,Gas_GT,MISO,MISO
scenA_CT_345123_1,Gas_GT,MISO,MISO
scenA_CT_345123_2,Gas_GT,MISO,MISO
scenA_CT_345123_3,Gas_GT,MISO,MISO
scenA_CT_345123_4,Gas_GT,MISO,MISO
scenA_CT_345123_5,Gas_GT,MISO,MISO
scenA_CT_345123_6,Gas_GT,MISO,MISO
scenA_CT_345123_7,Gas_GT,MISO,MISO
scenA_CT_345123_8,Gas_GT,MISO,MISO
scenA_CT_345426_20,Gas_GT,MISO,MISO
scenA_CT_345489_26,Gas_GT,MISO,MISO
scenA_CT_345679_27,Gas_GT,MISO,MISO
scenA_CT_345949_18,Gas_GT,MISO,MISO
scenA_CT_345959_25,Gas_GT,MISO,MISO
scenA_CT_347711_19,Gas_GT,MISO,MISO
scenA_CT_360037_23,Gas_GT,SERC,SERC
scenA_CT_360042_33,Gas_GT,SERC,SERC
scenA_CT_360052_58,Gas_GT,SERC,SERC
scenA_CT_360056_40,Gas_GT,SERC,SERC
scenA_CT_360065_50,Gas_GT,SERC,SERC
scenA_CT_360069_17,Gas_GT,SERC,SERC
scenA_CT_360084_69,Gas_GT,SERC,SERC
scenA_CT_360096_82,Gas_GT,SERC,SERC
scenA_CT_360097_36,Gas_GT,SERC,SERC
scenA_CT_360100_2,Gas_GT,SERC,SERC
scenA_CT_360100_3,Gas_GT,SERC,SERC
scenA_CT_360125_63,Gas_GT,SERC,SERC
scenA_CT_360138_57,Gas_GT,SERC,SERC
scenA_CT_360140_34,Gas_GT,SERC,SERC
scenA_CT_360152_56,Gas_GT,SERC,SERC
scenA_CT_360174_4,Gas_GT,SERC,SERC
scenA_CT_360174_5,Gas_GT,SERC,SERC
scenA_CT_360174_6,Gas_GT,SERC,SERC
scenA_CT_360216_62,Gas_GT,SERC,SERC
scenA_CT_360228_67,Gas_GT,SERC,SERC
scenA_CT_360263_65,Gas_GT,SERC,SERC
scenA_CT_360271_61,Gas_GT,SERC,SERC
scenA_CT_360273_12,Gas_GT,SERC,SERC
scenA_CT_360275_70,Gas_GT,SERC,SERC
scenA_CT_360276_52,Gas_GT,SERC,SERC
scenA_CT_360291_39,Gas_GT,SERC,SERC
scenA_CT_360294_11,Gas_GT,SERC,SERC
scenA_CT_360295_14,Gas_GT,SERC,SERC
scenA_CT_360322_43,Gas_GT,SERC,SERC
scenA_CT_360332_81,Gas_GT,SERC,SERC
scenA_CT_360344_76,Gas_GT,SERC,SERC
scenA_CT_360349_46,Gas_GT,SERC,SERC
scenA_CT_360351_29,Gas_GT,SERC,SERC
scenA_CT_360356_73,Gas_GT,SERC,SERC
scenA_CT_360362_64,Gas_GT,SERC,SERC
scenA_CT_360384_19,Gas_GT,SERC,SERC
scenA_CT_360385_7,Gas_GT,SERC,SERC
scenA_CT_360410_9,Gas_GT,SERC,SERC
scenA_CT_360411_13,Gas_GT,SERC,SERC
scenA_CT_360415_21,Gas_GT,SERC,SERC
scenA_CT_360419_47,Gas_GT,SERC,SERC
scenA_CT_360420_15,Gas_GT,SERC,SERC
scenA_CT_360425_72,Gas_GT,SERC,SERC
scenA_CT_360432_24,Gas_GT,SERC,SERC
scenA_CT_360457_55,Gas_GT,SERC,SERC
scenA_CT_360458_10,Gas_GT,SERC,SERC
scenA_CT_360459_8,Gas_GT,SERC,SERC
scenA_CT_360460_38,Gas_GT,SERC,SERC
scenA_CT_360462_27,Gas_GT,SERC,SERC
scenA_CT_360468_35,Gas_GT,SERC,SERC
scenA_CT_360469_80,Gas_GT,SERC,SERC
scenA_CT_360470_53,Gas_GT,SERC,SERC
scenA_CT_360472_48,Gas_GT,SERC,SERC
scenA_CT_360481_78,Gas_GT,SERC,SERC
scenA_CT_360482_25,Gas_GT,SERC,SERC
scenA_CT_360484_22,Gas_GT,SERC,SERC
scenA_CT_360485_74,Gas_GT,SERC,SERC
scenA_CT_360524_16,Gas_GT,SERC,SERC
scenA_CT_360546_77,Gas_GT,SERC,SERC
scenA_CT_360573_79,Gas_GT,SERC,SERC
scenA_CT_360616_68,Gas_GT,SERC,SERC
scenA_CT_360646_51,Gas_GT,SERC,SERC
scenA_CT_361076_71,Gas_GT,SERC,SERC
scenA_CT_361098_42,Gas_GT,SERC,SERC
scenA_CT_361125_37,Gas_GT,SERC,SERC
scenA_CT_361147_75,Gas_GT,SERC,SERC
scenA_CT_361215_31,Gas_GT,SERC,SERC
scenA_CT_361304_18,Gas_GT,SERC,SERC
scenA_CT_361468_41,Gas_GT,SERC,SERC
scenA_CT_361496_20,Gas_GT,SERC,SERC
scenA_CT_361505_30,Gas_GT,SERC,SERC
scenA_CT_361509_44,Gas_GT,SERC,SERC
scenA_CT_361551_66,Gas_GT,SERC,SERC
scenA_CT_365085_60,Gas_GT,SERC,SERC
scenA_CT_365090_59,Gas_GT,SERC,SERC
scenA_CT_365460_54,Gas_GT,SERC,SERC
scenA_CT_370204_82,Gas_GT,SERC,SERC
scenA_CT_370290_37,Gas_GT,SERC,SERC
scenA_CT_370290_38,Gas_GT,SERC,SERC
scenA_CT_370306_39,Gas_GT,SERC,SERC
scenA_CT_370306_40,Gas_GT,SERC,SERC
scenA_CT_370406_41,Gas_GT,SERC,SERC
scenA_CT_370406_42,Gas_GT,SERC,SERC
scenA_CT_370406_43,Gas_GT,SERC,SERC
scenA_CT_400035_1,Gas_GT,FRCC,FRCC
scenA_CT_400035_2,Gas_GT,FRCC,FRCC
scenA_CT_400112_32,Gas_GT,FRCC,FRCC
scenA_CT_400119_3,Gas_GT,FRCC,FRCC
scenA_CT_400119_4,Gas_GT,FRCC,FRCC
scenA_CT_400119_5,Gas_GT,FRCC,FRCC
scenA_CT_400119_6,Gas_GT,FRCC,FRCC
scenA_CT_400174_45,Gas_GT,FRCC,FRCC
scenA_CT_400183_35,Gas_GT,FRCC,FRCC
scenA_CT_400185_7,Gas_GT,FRCC,FRCC
scenA_CT_400244_43,Gas_GT,FRCC,FRCC
scenA_CT_400255_8,Gas_GT,FRCC,FRCC
scenA_CT_400318_40,Gas_GT,FRCC,FRCC
scenA_CT_400469_9,Gas_GT,FRCC,FRCC
scenA_CT_400532_29,Gas_GT,FRCC,FRCC
scenA_CT_400534_27,Gas_GT,FRCC,FRCC
scenA_CT_400695_41,Gas_GT,FRCC,FRCC
scenA_CT_400698_38,Gas_GT,FRCC,FRCC
scenA_CT_400964_10,Gas_GT,FRCC,FRCC
scenA_CT_401016_39,Gas_GT,FRCC,FRCC
scenA_CT_402026_42,Gas_GT,FRCC,FRCC
scenA_CT_402219_36,Gas_GT,FRCC,FRCC
scenA_CT_402243_37,Gas_GT,FRCC,FRCC
scenA_CT_403169_11,Gas_GT,FRCC,FRCC
scenA_CT_403555_12,Gas_GT,FRCC,FRCC
scenA_CT_403555_13,Gas_GT,FRCC,FRCC
scenA_CT_403555_14,Gas_GT,FRCC,FRCC
scenA_CT_403555_15,Gas_GT,FRCC,FRCC
scenA_CT_403555_16,Gas_GT,FRCC,FRCC
scenA_CT_403665_17,Gas_GT,FRCC,FRCC
scenA_CT_403665_18,Gas_GT,FRCC,FRCC
scenA_CT_403674_30,Gas_GT,FRCC,FRCC
scenA_CT_403678_44,Gas_GT,FRCC,FRCC
scenA_CT_404095_19,Gas_GT,FRCC,FRCC
scenA_CT_404845_28,Gas_GT,FRCC,FRCC
scenA_CT_405303_20,Gas_GT,FRCC,FRCC
scenA_CT_405571_33,Gas_GT,FRCC,FRCC
scenA_CT_405573_31,Gas_GT,FRCC,FRCC
scenA_CT_405700_34,Gas_GT,FRCC,FRCC
scenA_CT_405701_46,Gas_GT,FRCC,FRCC
scenA_CT_406101_21,Gas_GT,FRCC,FRCC
scenA_CT_406101_22,Gas_GT,FRCC,FRCC
scenA_CT_406104_23,Gas_GT,FRCC,FRCC
scenA_CT_407600_24,Gas_GT,FRCC,FRCC
scenA_CT_409000_25,Gas_GT,FRCC,FRCC
scenA_CT_409000_26,Gas_GT,FRCC,FRCC
scenA_CT_504010_48,Gas_GT,SPP,SPP
scenA_CT_504020_49,Gas_GT,SPP,SPP
scenA_CT_505410_23,Gas_GT,MISO,MISO
scenA_CT_505428_11,Gas_GT,MISO,MISO
scenA_CT_505438_10,Gas_GT,MISO,MISO
scenA_CT_506929_47,Gas_GT,SPP,SPP
scenA_CT_507711_1,Gas_GT,SPP,SPP
scenA_CT_508548_2,Gas_GT,SPP,SPP
scenA_CT_508561_46,Gas_GT,SPP,SPP
scenA_CT_508806_3,Gas_GT,SPP,SPP
scenA_CT_508806_4,Gas_GT,SPP,SPP
scenA_CT_509721_45,Gas_GT,SPP,SPP
scenA_CT_509788_5,Gas_GT,SPP,SPP
scenA_CT_509788_6,Gas_GT,SPP,SPP
scenA_CT_509788_7,Gas_GT,SPP,SPP
scenA_CT_509788_8,Gas_GT,SPP,SPP
scenA_CT_510406_10,Gas_GT,SPP,SPP
scenA_CT_510406_11,Gas_GT,SPP,SPP
scenA_CT_510406_12,Gas_GT,SPP,SPP
scenA_CT_510406_9,Gas_GT,SPP,SPP
scenA_CT_511477_13,Gas_GT,SPP,SPP
scenA_CT_511477_14,Gas_GT,SPP,SPP
scenA_CT_511477_15,Gas_GT,SPP,SPP
scenA_CT_511477_16,Gas_GT,SPP,SPP
scenA_CT_514861_17,Gas_GT,SPP,SPP
scenA_CT_514861_18,Gas_GT,SPP,SPP
scenA_CT_514861_19,Gas_GT,SPP,SPP
scenA_CT_514861_20,Gas_GT,SPP,SPP
scenA_CT_514943_21,Gas_GT,SPP,SPP
scenA_CT_514943_22,Gas_GT,SPP,SPP
scenA_CT_515262_23,Gas_GT,SPP,SPP
scenA_CT_515262_24,Gas_GT,SPP,SPP
scenA_CT_515262_25,Gas_GT,SPP,SPP
scenA_CT_520999_26,Gas_GT,SPP,SPP
scenA_CT_520999_27,Gas_GT,SPP,SPP
scenA_CT_520999_28,Gas_GT,SPP,SPP
scenA_CT_522870_29,Gas_GT,SPP,SPP
scenA_CT_523977_30,Gas_GT,SPP,SPP
scenA_CT_524044_31,Gas_GT,SPP,SPP
scenA_CT_524044_32,Gas_GT,SPP,SPP
scenA_CT_524044_33,Gas_GT,SPP,SPP
scenA_CT_524044_34,Gas_GT,SPP,SPP
scenA_CT_525481_35,Gas_GT,SPP,SPP
scenA_CT_525481_36,Gas_GT,SPP,SPP
scenA_CT_525481_37,Gas_GT,SPP,SPP
scenA_CT_525481_38,Gas_GT,SPP,SPP
scenA_CT_526337_39,Gas_GT,SPP,SPP
scenA_CT_526337_40,Gas_GT,SPP,SPP
scenA_CT_526460_44,Gas_GT,SPP,SPP
scenA_CT_527865_41,Gas_GT,SPP,SPP
scenA_CT_527865_42,Gas_GT,SPP,SPP
scenA_CT_528355_43,Gas_GT,SPP,SPP
scenA_CT_532796_1,Gas_GT,SPP,SPP
scenA_CT_532796_2,Gas_GT,SPP,SPP
scenA_CT_532796_3,Gas_GT,SPP,SPP
scenA_CT_532796_4,Gas_GT,SPP,SPP
scenA_CT_532796_5,Gas_GT,SPP,SPP
scenA_CT_533044_6,Gas_GT,SPP,SPP
scenA_CT_533044_7,Gas_GT,SPP,SPP
scenA_CT_533068_19,Gas_GT,SPP,SPP
scenA_CT_533072_21,Gas_GT,SPP,SPP
scenA_CT_533162_27,Gas_GT,SPP,SPP
scenA_CT_533419_8,Gas_GT,SPP,SPP
scenA_CT_539671_9,Gas_GT,SPP,SPP
scenA_CT_541205_26,Gas_GT,SPP,SPP
scenA_CT_541254_18,Gas_GT,SPP,SPP
scenA_CT_542985_15,Gas_GT,SPP,SPP
scenA_CT_542987_28,Gas_GT,SPP,SPP
scenA_CT_542990_16,Gas_GT,SPP,SPP
scenA_CT_542993_20,Gas_GT,SPP,SPP
scenA_CT_542996_17,Gas_GT,SPP,SPP
scenA_CT_543015_29,Gas_GT,SPP,SPP
scenA_CT_543033_22,Gas_GT,SPP,SPP
scenA_CT_543034_23,Gas_GT,SPP,SPP
scenA_CT_543036_30,Gas_GT,SPP,SPP
scenA_CT_543051_25,Gas_GT,SPP,SPP
scenA_CT_546652_10,Gas_GT,SPP,SPP
scenA_CT_546652_11,Gas_GT,SPP,SPP
scenA_CT_546678_12,Gas_GT,SPP,SPP
scenA_CT_547469_13,Gas_GT,SPP,SPP
scenA_CT_547470_14,Gas_GT,SPP,SPP
scenA_CT_547475_24,Gas_GT,SPP,SPP
scenA_CT_549962_31,Gas_GT,MISO,MISO
scenA_CT_603021_10,Gas_GT,MISO,MISO
scenA_CT_603061_1,Gas_GT,MISO,MISO
scenA_CT_603061_2,Gas_GT,MISO,MISO
scenA_CT_603073_15,Gas_GT,MISO,MISO
scenA_CT_603075_16,Gas_GT,MISO,MISO
scenA_CT_603079_14,Gas_GT,MISO,MISO
scenA_CT_603108_11,Gas_GT,MISO,MISO
scenA_CT_603111_12,Gas_GT,MISO,MISO
scenA_CT_603116_9,Gas_GT,MISO,MISO
scenA_CT_608623_13,Gas_GT,MISO,MISO
scenA_CT_608626_3,Gas_GT,MISO,MISO
scenA_CT_608696_4,Gas_GT,MISO,MISO
scenA_CT_608696_5,Gas_GT,MISO,MISO
scenA_CT_615600_17,Gas_GT,MISO,MISO
scenA_CT_635000_1,Gas_GT,MISO,MISO
scenA_CT_635202_2,Gas_GT,MISO,MISO
scenA_CT_635202_3,Gas_GT,MISO,MISO
scenA_CT_635202_4,Gas_GT,MISO,MISO
scenA_CT_659101_8,Gas_GT,MISO,MISO
scenA_CT_698356_26,Gas_GT,MISO,MISO
scenA_CT_698539_1,Gas_GT,MISO,MISO
scenA_CT_698539_2,Gas_GT,MISO,MISO
scenA_CT_698672_22,Gas_GT,MISO,MISO
scenA_CT_698690_14,Gas_GT,MISO,MISO
scenA_CT_698853_12,Gas_GT,MISO,MISO
scenA_CT_698870_13,Gas_GT,MISO,MISO
scenA_CT_698872_11,Gas_GT,MISO,MISO
scenA_CT_698889_24,Gas_GT,MISO,MISO
scenA_CT_698903_16,Gas_GT,MISO,MISO
scenA_CT_699010_6,Gas_GT,MISO,MISO
scenA_CT_699010_7,Gas_GT,MISO,MISO
scenA_CT_699047_3,Gas_GT,MISO,MISO
scenA_CT_699177_20,Gas_GT,MISO,MISO
scenA_CT_699214_4,Gas_GT,MISO,MISO
scenA_CT_699248_19,Gas_GT,MISO,MISO
scenA_CT_699251_28,Gas_GT,MISO,MISO
scenA_CT_699264_29,Gas_GT,MISO,MISO
scenA_CT_699265_25,Gas_GT,MISO,MISO
scenA_CT_699268_15,Gas_GT,MISO,MISO
scenA_CT_699313_33,Gas_GT,MISO,MISO
scenA_CT_699319_21,Gas_GT,MISO,MISO
scenA_CT_699345_10,Gas_GT,MISO,MISO
scenA_CT_699350_17,Gas_GT,MISO,MISO
scenA_CT_699355_27,Gas_GT,MISO,MISO
scenA_CT_699476_35,Gas_GT,MISO,MISO
scenA_CT_699481_30,Gas_GT,MISO,MISO
scenA_CT_699493_18,Gas_GT,MISO,MISO
scenA_CT_699517_9,Gas_GT,MISO,MISO
scenA_CT_699536_31,Gas_GT,MISO,MISO
scenA_CT_699537_23,Gas_GT,MISO,MISO
scenA_CT_699563_34,Gas_GT,MISO,MISO
scenA_CT_699611_32,Gas_GT,MISO,MISO
scenA_CT_699904_5,Gas_GT,MISO,MISO
scenA_CT_699904_6,Gas_GT,MISO,MISO
scenA_CT_699904_7,Gas_GT,MISO,MISO
scenA_CT_699904_8,Gas_GT,MISO,MISO
Seminole_1A,Gas_GT,FRCC,FRCC
Sewell Creek Energy_1,Gas_GT,SERC-SOCO_GA,SERC
Sewell Creek Energy_2,Gas_GT,SERC-SOCO_GA,SERC
Sewell Creek Energy_3,Gas_GT,SERC-SOCO_GA,SERC
Sewell Creek Energy_4,Gas_GT,SERC-SOCO_GA,SERC
Shady Hills Generating Station_1,Gas_GT,FRCC,FRCC
Shady Hills Generating Station_2,Gas_GT,FRCC,FRCC
Shady Hills Generating Station_3,Gas_GT,FRCC,FRCC
Sheboygan Falls_1,Gas_GT,MISO-2,MISO
Sheboygan Falls_2,Gas_GT,MISO-2,MISO
Sheepskin_1,Gas_GT,MISO-2,MISO
Sherman Avenue_1,Gas_GT,PJM-EMAAC,PJM
Silver Creek_1,Gas_GT,MISO-9,MISO
Silver Creek_2,Gas_GT,MISO-9,MISO
Silver Creek_3,Gas_GT,MISO-9,MISO
Smarr Energy Center_1,Gas_GT,SERC-SOCO_GA,SERC
Smarr Energy Center_2,Gas_GT,SERC-SOCO_GA,SERC
Solway CT_1,Gas_GT,MISO-1,MISO
Solway CT_2,Gas_GT,MISO-1,MISO
South Fond Du Lac_1,Gas_GT,MISO-2,MISO
South Fond Du Lac_2,Gas_GT,MISO-2,MISO
South Fond Du Lac_3,Gas_GT,MISO-2,MISO
South Fond Du Lac_4,Gas_GT,MISO-2,MISO
South Harper_1,Gas_GT,SPP-N,SPP
South Harper_2,Gas_GT,SPP-N,SPP
South Harper_3,Gas_GT,SPP-N,SPP
Southeast Chicago Energy Project_1,Gas_GT,PJM-Chicago,PJM
Southeast Chicago Energy Project_2,Gas_GT,PJM-Chicago,PJM
Southeast Chicago Energy Project_3,Gas_GT,PJM-Chicago,PJM
Southeast Chicago Energy Project_4,Gas_GT,PJM-Chicago,PJM
Southeast Chicago Energy Project_5,Gas_GT,PJM-Chicago,PJM
Southeast Chicago Energy Project_6,Gas_GT,PJM-Chicago,PJM
Southeast Chicago Energy Project_7,Gas_GT,PJM-Chicago,PJM
Southeast Chicago Energy Project_8,Gas_GT,PJM-Chicago,PJM
Southwest Power Station_2,Gas_GT,SPP-N,SPP
Southwest Power Station_3,Gas_GT,SPP-N,SPP
Southwestern_4,Gas_GT,SPP-S,SPP
Southwestern_5,Gas_GT,SPP-S,SPP
Sowega Power_1,Gas_GT,SERC-SOCO_GA,SERC
Sowega Power_2,Gas_GT,SERC-SOCO_GA,SERC
Spring Creek Power Plant_1,Gas_GT,SPP-S,SPP
Spring Creek Power Plant_2,Gas_GT,SPP-S,SPP
Spring Creek Power Plant_3,Gas_GT,SPP-S,SPP
Spring Creek Power Plant_4,Gas_GT,SPP-S,SPP
St Clair_1,Gas_GT,MISO-7,MISO
Stallings_1,Gas_GT,MISO-4,MISO
Stallings_2,Gas_GT,MISO-4,MISO
Stallings_3,Gas_GT,MISO-4,MISO
Stallings_4,Gas_GT,MISO-4,MISO
State Line Combined Cycle_1,Gas_GT,SPP-N,SPP
Station H_1,Gas_GT,SPP-N,SPP
Station H_2,Gas_GT,SPP-N,SPP
Ste Rose_1,Gas_GT,NBSO,NBSO
Stony Brook Cogen Plant_1,Gas_GT,NYISO J-K,NYISO
Stowe Power Production Plant_1,Gas_GT,PJM-EMAAC,PJM
Straits_1,Gas_GT,MISO-7,MISO
Success_1,Gas_GT,Saskatchewan,Saskatchewan
Sumpter_1,Gas_GT,MISO-7,MISO
Sumpter_2,Gas_GT,MISO-7,MISO
Sumpter_3,Gas_GT,MISO-7,MISO
Sumpter_4,Gas_GT,MISO-7,MISO
Superior Generation Energy Center_1,Gas_GT,MISO-1,MISO
Suwannee River_4,Gas_GT,FRCC,FRCC
Suwannee River_5,Gas_GT,FRCC,FRCC
Suwannee River_6,Gas_GT,FRCC,FRCC
Swanton Peaking Plant_1,Gas_GT,ISO-NE,ISO-NE
Swanton Peaking Plant_2,Gas_GT,ISO-NE,ISO-NE
Sweatt_1,Gas_GT,SERC-TVA,SERC
Sycamore_1,Gas_GT,MISO-3,MISO
Sycamore_1A,Gas_GT,MISO-2,MISO
Sycamore_2,Gas_GT,MISO-3,MISO
Sycamore_2A,Gas_GT,MISO-2,MISO
Sycamore_3,Gas_GT,MISO-2,MISO
Sylvarena_1,Gas_GT,MISO-9,MISO
Sylvarena_2,Gas_GT,MISO-9,MISO
Sylvarena_3,Gas_GT,MISO-9,MISO
Syracuse Power Co._1,Gas_GT,NYISO A-F,NYISO
T J Labbe Electric Generating_1,Gas_GT,MISO-9,MISO
T J Labbe Electric Generating_2,Gas_GT,MISO-9,MISO
Tait Electric Generating Station_1,Gas_GT,PJM-ROR,PJM
Tait Electric Generating Station_2,Gas_GT,PJM-ROR,PJM
Tait Electric Generating Station_3,Gas_GT,PJM-ROR,PJM
Tait Electric Generating Station_4,Gas_GT,PJM-ROR,PJM
Tait Electric Generating Station_5,Gas_GT,PJM-ROR,PJM
Tait Electric Generating Station_6,Gas_GT,PJM-ROR,PJM
Tait Electric Generating Station_7,Gas_GT,PJM-ROR,PJM
Tait Electric Generating Station_8,Gas_GT,PJM-ROR,PJM
Talbot County Energy_1,Gas_GT,SERC-SOCO_GA,SERC
Talbot County Energy_2,Gas_GT,SERC-SOCO_GA,SERC
Talbot County Energy_3,Gas_GT,SERC-SOCO_GA,SERC
Talbot County Energy_4,Gas_GT,SERC-SOCO_GA,SERC
Talbot County Energy_5,Gas_GT,SERC-SOCO_GA,SERC
Talbot County Energy_6,Gas_GT,SERC-SOCO_GA,SERC
Teche_4,Gas_GT,MISO-9,MISO
Tecumseh Energy Center_3,Gas_GT,SPP-N,SPP
Tecumseh Energy Center_4,Gas_GT,SPP-N,SPP
Tenaska Georgia Generation Facility_1,Gas_GT,SERC-SOCO_GA,SERC
Tenaska Georgia Generation Facility_2,Gas_GT,SERC-SOCO_GA,SERC
Tenaska Georgia Generation Facility_3,Gas_GT,SERC-SOCO_GA,SERC
Tenaska Georgia Generation Facility_4,Gas_GT,SERC-SOCO_GA,SERC
Tenaska Georgia Generation Facility_5,Gas_GT,SERC-SOCO_GA,SERC
Tenaska Georgia Generation Facility_6,Gas_GT,SERC-SOCO_GA,SERC
Thetford_1,Gas_GT,MISO-7,MISO
Thetford_2,Gas_GT,MISO-7,MISO
Thetford_3,Gas_GT,MISO-7,MISO
Thetford_4,Gas_GT,MISO-7,MISO
Thetford_5,Gas_GT,MISO-7,MISO
Thetford_6,Gas_GT,MISO-7,MISO
Thetford_7,Gas_GT,MISO-7,MISO
Thetford_8,Gas_GT,MISO-7,MISO
Thetford_9,Gas_GT,MISO-7,MISO
Tilton_1,Gas_GT,MISO-4,MISO
Tilton_2,Gas_GT,MISO-4,MISO
Tilton_3,Gas_GT,MISO-4,MISO
Tilton_4,Gas_GT,MISO-4,MISO
TINKER5G_1,Gas_GT,SPP-S,SPP
TINKER5G_2,Gas_GT,SPP-S,SPP
TNTLLN1X_1,Gas_GT,Saskatchewan,Saskatchewan
TNTLLN2X_1,Gas_GT,Saskatchewan,Saskatchewan
Trimble County_3,Gas_GT,PJM-ROR,PJM
Trimble County_4,Gas_GT,PJM-ROR,PJM
Trimble County_5,Gas_GT,PJM-ROR,PJM
Trimble County_6,Gas_GT,PJM-ROR,PJM
Trimble County_7,Gas_GT,PJM-ROR,PJM
Trimble County_8,Gas_GT,PJM-ROR,PJM
Tropicana Products Bradent_1,Gas_GT,FRCC,FRCC
Troy Energy LLC_1,Gas_GT,PJM-ROR,PJM
Troy Energy LLC_2,Gas_GT,PJM-ROR,PJM
Troy Energy LLC_3,Gas_GT,PJM-ROR,PJM
Troy Energy LLC_4,Gas_GT,PJM-ROR,PJM
Turnkey Landfill Gas Recovery_1,Gas_GT,ISO-NE,ISO-NE
Ty Cooke_3,Gas_GT,SPP-S,SPP
Ty Cooke_4,Gas_GT,SPP-S,SPP
Ty Cooke_5,Gas_GT,SPP-S,SPP
University of Florida_1,Gas_GT,FRCC,FRCC
University Park Energy LLC_1,Gas_GT,PJM-Chicago,PJM
University Park Energy LLC_2,Gas_GT,PJM-Chicago,PJM
University Park Energy LLC_3,Gas_GT,PJM-Chicago,PJM
University Park Energy LLC_4,Gas_GT,PJM-Chicago,PJM
University Park Energy LLC_5,Gas_GT,PJM-Chicago,PJM
University Park Energy LLC_6,Gas_GT,PJM-Chicago,PJM
Urquhart_1,Gas_GT,SERC-Duke,SERC
Urquhart_2,Gas_GT,SERC-Duke,SERC
Urquhart_3,Gas_GT,SERC-Duke,SERC
Urquhart_4,Gas_GT,SERC-Duke,SERC
US Gypsum Oakfield_1,Gas_GT,NYISO A-F,NYISO
Van Sant Station_1,Gas_GT,PJM-EMAAC,PJM
Vandolah Power Station_1,Gas_GT,FRCC,FRCC
Vandolah Power Station_2,Gas_GT,FRCC,FRCC
Vandolah Power Station_3,Gas_GT,FRCC,FRCC
Vandolah Power Station_4,Gas_GT,FRCC,FRCC
Venice_1,Gas_GT,MISO-4,MISO
Venice_2,Gas_GT,MISO-4,MISO
Venice_3,Gas_GT,MISO-4,MISO
Venice_4,Gas_GT,MISO-4,MISO
Venice_5,Gas_GT,MISO-4,MISO
Vermillion Energy Facility_1,Gas_GT,MISO-6,MISO
Vermillion Energy Facility_2,Gas_GT,MISO-6,MISO
Vermillion Energy Facility_3,Gas_GT,MISO-6,MISO
Vermillion Energy Facility_4,Gas_GT,MISO-6,MISO
Vermillion Energy Facility_5,Gas_GT,MISO-6,MISO
Vermillion Energy Facility_6,Gas_GT,MISO-6,MISO
Vermillion Energy Facility_7,Gas_GT,MISO-6,MISO
Vermillion Energy Facility_8,Gas_GT,MISO-6,MISO
Vernon Boulevard_1,Gas_GT,NYISO J-K,NYISO
Vernon Boulevard_2,Gas_GT,NYISO J-K,NYISO
Vestaburg_1,Gas_GT,MISO-7,MISO
Viaduct_1,Gas_GT,MISO-5,MISO
Victoria Junction_1,Gas_GT,NBSO,NBSO
Victoria Junction_2,Gas_GT,NBSO,NBSO
W S Lee_1A,Gas_GT,SERC-Duke,SERC
W S Lee_4,Gas_GT,SERC-Duke,SERC
Walton County Power LLC_1,Gas_GT,SERC-SOCO_GA,SERC
Walton County Power LLC_2,Gas_GT,SERC-SOCO_GA,SERC
Walton County Power LLC_3,Gas_GT,SERC-SOCO_GA,SERC
Warbasse Cogen Facility_2,Gas_GT,NYISO J-K,NYISO
Warren F Sam Beasley Generation Station_1,Gas_GT,PJM-EMAAC,PJM
Washington County_1,Gas_GT,SERC-SOCO_GA,SERC
Washington County_2,Gas_GT,SERC-SOCO_GA,SERC
Washington County_3,Gas_GT,SERC-SOCO_GA,SERC
Washington County_4,Gas_GT,SERC-SOCO_GA,SERC
Waterbury Generation_1,Gas_GT,ISO-NE,ISO-NE
Waters River_1,Gas_GT,ISO-NE,ISO-NE
Waters River_2,Gas_GT,ISO-NE,ISO-NE
Wayne County_1,Gas_GT,SERC-Duke,SERC
Wayne County_2,Gas_GT,SERC-Duke,SERC
Wayne County_3,Gas_GT,SERC-Duke,SERC
Wayne County_4,Gas_GT,SERC-Duke,SERC
Wayne County_5,Gas_GT,SERC-Duke,SERC
Weleetka_1,Gas_GT,SPP-S,SPP
Weleetka_2,Gas_GT,SPP-S,SPP
Weleetka_3,Gas_GT,SPP-S,SPP
Wellington 2_1,Gas_GT,SPP-N,SPP
West 14th Street_1,Gas_GT,SPP-N,SPP
West 41st Street_1,Gas_GT,PJM-ROR,PJM
West 41st Street_2,Gas_GT,PJM-ROR,PJM
West Coxsackie_1,Gas_GT,NYISO G-I,NYISO
West Gardner_1,Gas_GT,SPP-N,SPP
West Gardner_2,Gas_GT,SPP-N,SPP
West Gardner_3,Gas_GT,SPP-N,SPP
West Gardner_4,Gas_GT,SPP-N,SPP
