name,Type,Region,Zone
ChiefJoseph02,Hydro,BPAT,WECC
ChiefJoseph03,Hydro,BPAT,WECC
ChiefJoseph04,Hydro,BPAT,WECC
ChiefJoseph05,Hydro,BPAT,WECC
ChiefJoseph06,Hydro,BPAT,WECC
ChiefJoseph07,Hydro,BPAT,WECC
ChiefJoseph08,Hydro,BPAT,WECC
ChiefJoseph09,Hydro,BPAT,WECC
ChiefJoseph10,Hydro,BPAT,WECC
ChiefJoseph11,Hydro,BPAT,WECC
ChiefJoseph12,Hydro,BPAT,WECC
ChiefJoseph13,Hydro,BPAT,WECC
ChiefJoseph14,Hydro,BPAT,WECC
ChiefJoseph15,Hydro,BPAT,WECC
ChiefJoseph16,Hydro,BPAT,WECC
ChiefJoseph17,Hydro,BPAT,WECC
ChiefJoseph18,Hydro,BPAT,WECC
ChiefJoseph19,Hydro,BPAT,WECC
ChiefJoseph20,Hydro,BPAT,WECC
ChiefJoseph21,Hydro,BPAT,WECC
ChiefJoseph22,Hydro,BPAT,WECC
ChiefJoseph23,Hydro,BPAT,WECC
ChiefJoseph24,Hydro,BPAT,WECC
ChiefJoseph25,Hydro,BPAT,WECC
ChiefJoseph26,Hydro,BPAT,WECC
ChiefJoseph27,Hydro,BPAT,WECC
ChildrensHospital,Gas CT,CISD,WECC
Chili_Bar_1,Hydro,CIPV,WECC
China_Creek_1,Hydro,BCHA,WECC
China_Creek_2,Hydro,BCHA,WECC
ChinChute_Hydro,Hydro,AESO,WECC
ChinChute_Wind,Wind,AESO,WECC
Chino_Area_Agg,Biomass,CISC,WECC
ChinoMinesCC-Total,Gas CC,PNM,WECC
ChinoSolarValey,PV,AZPS,WECC
ChiquitaCanyon1,Biomass,CISC,WECC
ChiquitaCanyon2,Biomass,LDWP,WECC
Cholla_1,Coal,AZPS,WECC
Cholla_2,Coal,AZPS,WECC
Cholla_3,Coal,AZPS,WECC
Cholla_4,Coal,AZPS,WECC
Chowchilla2_01,Steam,CIPV,WECC
Chowchilla2_02,Steam,CIPV,WECC
Chowchilla2_03,Steam,CIPV,WECC
Chowchilla2_04,Steam,CIPV,WECC
Chowchilla2_05,Steam,CIPV,WECC
Chowchilla2_06,Steam,CIPV,WECC
Chowchilla2_07,Steam,CIPV,WECC
Chowchilla2_08,Steam,CIPV,WECC
Chowchilla2_09,Steam,CIPV,WECC
Chowchilla2_10,Steam,CIPV,WECC
Chowchilla2_11,Steam,CIPV,WECC
Chowchilla2_12,Steam,CIPV,WECC
Chowchilla2_13,Steam,CIPV,WECC
Chowchilla2_14,Steam,CIPV,WECC
Chowchilla2_15,Steam,CIPV,WECC
Chowchilla2_16,Steam,CIPV,WECC
ChristmasValley2,PV,BPAT,WECC
Chula_Vista,Gas CT,CISD,WECC
CicloCmbMxclCC-Total,Gas CC,CISD,WECC
Cimarron_Solar,PV,PNM,WECC
Cipres1,Other,CFE,WECC
CISC-OtherStorage01,Storage,CISC,WECC
CISC-OtherStorage02,Storage,CISC,WECC
CISC-OtherStorage03,Storage,CISC,WECC
CISC-OtherStorage04,Storage,CISC,WECC
CISC-OtherStorage05,Storage,CISC,WECC
CISD-OtherStorage01,Storage,CISD,WECC
CISD-OtherStorage02,Storage,CISD,WECC
CISD-OtherStorage03,Storage,CISD,WECC
CISD-OtherStorage04,Storage,CISD,WECC
CISD-OtherStorage05,Storage,CISD,WECC
CISD-OtherStorage06,Storage,CISD,WECC
CISD-OtherStorage07,Storage,CISD,WECC
CivicCenterCC-Total,CHP-QF,LDWP,WECC
Clark_Canyon,Hydro,IPTV,WECC
Clark11,Gas CT,NEVP,WECC
Clark12,Gas CT,NEVP,WECC
Clark13,Gas CT,NEVP,WECC
Clark14,Gas CT,NEVP,WECC
Clark15,Gas CT,NEVP,WECC
Clark16,Gas CT,NEVP,WECC
Clark17,Gas CT,NEVP,WECC
Clark18,Gas CT,NEVP,WECC
Clark19,Gas CT,NEVP,WECC
Clark20,Gas CT,NEVP,WECC
Clark21,Gas CT,NEVP,WECC
Clark22,Gas CT,NEVP,WECC
ClarkMtn3,Gas CT,SPPC,WECC
ClarkMtn4,Gas CT,SPPC,WECC
Clear_Lake_CA,Hydro,CIPV,WECC
Clear_Lake_ID,Hydro,IPMV,WECC
Clearwater1,Hydro,PACW,WECC
Clearwater2,Hydro,PACW,WECC
ClearwaterCC-Total,Gas CC,CISC,WECC
ClearwaterPaper3,Biomass,AVA,WECC
ClearwaterPaper4,Biomass,AVA,WECC
Cloverbar_GT1,Gas CT,AESO,WECC
Cloverbar_GT2,Gas CT,AESO,WECC
Cloverbar_GT3,Gas CT,AESO,WECC
Clowhom_1,Hydro,BCHA,WECC
ClprRedSprings,Wind,SPPC,WECC
ClrSpringsTrout,Hydro,IPMV,WECC
ClrwatrFishHtch,Hydro,BPAT,WECC
CMH_3_3,Other,AESO,WECC
Coachella_1,Gas CT,IID,WECC
Coachella_2,Gas CT,IID,WECC
Coachella_3,Gas CT,IID,WECC
Coachella_4,Gas CT,IID,WECC
Coalinga_25D1,CHP-QF,CIPV,WECC
Coalinga_25D2,Gas CT,CIPV,WECC
Coalinga_25D3,Gas CT,CIPV,WECC
Coalinga_25D4,Gas CT,CIPV,WECC
Coalinga_6C1,Gas CT,CIPV,WECC
Coalinga_6C2,Gas CT,CIPV,WECC
CoalingaCogen,CHP-QF,CIPV,WECC
Coastal_Energy,Wind,BPAT,WECC
Cochrane_COC1,Hydro,NWMT,WECC
Cochrane_COC2,Hydro,NWMT,WECC
Coffin_Butte_1,Biomass,BPAT,WECC
Coffin_Butte_2,Biomass,BPAT,WECC
Coffin_Butte_3,Biomass,BPAT,WECC
Coffin_Butte_4,Biomass,BPAT,WECC
Coffin_Butte_5,Biomass,BPAT,WECC
CoGen2DRJohnson,Biomass,PACW,WECC
CogntrixAlamosa,PV,PSCO,WECC
Cold_Springs,Wind,IPTV,WECC
ColdCanyon1W3998,Biomass,CIPV,WECC
Coleman_1,Hydro,CIPV,WECC
Colgate_1,Hydro,CIPV,WECC
Colgate_2,Hydro,CIPV,WECC
Collierville1,Hydro,CIPV,WECC
Collierville2,Hydro,CIPV,WECC
Collins_Pine,Biomass,CIPV,WECC
Colstrip_1,Coal,NWMT,WECC
Colstrip_2,Coal,NWMT,WECC
Colstrip_3,Coal,NWMT,WECC
Colstrip_4,Coal,NWMT,WECC
Colstrip_Energy,Coal,NWMT,WECC
Colton_Plant,Biomass,CISC,WECC
Columbia_Ridge1,Biomass,BPAT,WECC
Columbia_Ridge2,Biomass,BPAT,WECC
Columbia_Ridge3,Biomass,BPAT,WECC
Columbia_Ridge4,Biomass,BPAT,WECC
Columbia_Ridge5,Biomass,BPAT,WECC
Columbia_Ridge6,Biomass,BPAT,WECC
Columbia_Ridge7,Biomass,BPAT,WECC
Columbia_Ridge8,Biomass,BPAT,WECC
Columbia_Wind,Wind,BPAT,WECC
Columbia2,Nuclear,BPAT,WECC
ColusaCC-Total,Gas CC,CIPV,WECC
com_cool_iid,DR,IID,WECC
com_cool_ldwp,DR,LDWP,WECC
com_cool_pge_bay,DR,CIPB,WECC
com_cool_pge_vly,DR,CIPV,WECC
com_cool_sce,DR,CISC,WECC
com_cool_sdge,DR,CISD,WECC
com_cool_smud,DR,BANC,WECC
com_cool_tidc,DR,TIDC,WECC
com_heat_iid,DR,IID,WECC
com_heat_ldwp,DR,LDWP,WECC
com_heat_pge_bay,DR,CIPB,WECC
com_heat_pge_vly,DR,CIPV,WECC
com_heat_sce,DR,CISC,WECC
com_heat_sdge,DR,CISD,WECC
com_heat_smud,DR,BANC,WECC
com_heat_tidc,DR,TIDC,WECC
Comanche_1,Coal,PSCO,WECC
Comanche_2,Coal,PSCO,WECC
Comanche_3,Coal,PSCO,WECC
CombieNorth,Hydro,CIPV,WECC
CombieSouth1,Hydro,CIPV,WECC
CombieSouth2,Hydro,CIPV,WECC
CombieSouth3,Hydro,CIPV,WECC
Combine_Hills,Wind,PACW,WECC
Condon_Wind1,Wind,BPAT,WECC
Condon_Wind2,Wind,BPAT,WECC
Conifex_Green,Biomass,BCHA,WECC
Conklin,Gas CT,AESO,WECC
ControlGorge1,Hydro,LDWP,WECC
Coolidge01,Gas CT,SRP,WECC
Coolidge02,Gas CT,SRP,WECC
Coolidge03,Gas CT,SRP,WECC
Coolidge04,Gas CT,SRP,WECC
Coolidge05,Gas CT,SRP,WECC
Coolidge06,Gas CT,SRP,WECC
Coolidge07,Gas CT,SRP,WECC
Coolidge08,Gas CT,SRP,WECC
Coolidge09,Gas CT,SRP,WECC
Coolidge10,Gas CT,SRP,WECC
Coolidge11,Gas CT,SRP,WECC
Coolidge12,Gas CT,SRP,WECC
CoolwaterCC3-Total,Gas CC,CISC,WECC
CoolwaterCC4-Total,Gas CC,CISC,WECC
Copper_1,Gas CT,EPE,WECC
Copper_Crossing,PV,SRP,WECC
CopperMtnPV10,PV,CISC,WECC
CopperMtnPV2_1,PV,NEVP,WECC
CopperMtnPV2_2,PV,NEVP,WECC
CopperMtnPV2_3,PV,NEVP,WECC
CopperMtnPV2_4,PV,NEVP,WECC
CopperMtnPV2_5,PV,NEVP,WECC
CopperMtnPV48_2,PV,NEVP,WECC
CopperMtnPV48_3,PV,NEVP,WECC
CopperMtnPV48_4,PV,NEVP,WECC
CopperMtnPV48_5,PV,NEVP,WECC
CopperMtnPV48_6,PV,NEVP,WECC
CoramBrodie1,Wind,CISC,WECC
CoramBrodie2Brookfld,Wind,CISC,WECC
CorcoranSolarCSCA,PV,CIPV,WECC
Corona_1,Hydro,CISC,WECC
Corona_Cogen,CHP-QF,CISC,WECC
Coronado_CO1,Coal,SRP,WECC
Coronado_CO2,Coal,SRP,WECC
Coronado1-1,Coal,SRP,WECC
CoronadoIsland,Gas CT,CISD,WECC
Corra_Linn_1,Hydro,BCHA,WECC
Corra_Linn_2,Hydro,BCHA,WECC
Corra_Linn_3,Hydro,BCHA,WECC
Cosmo1,Biomass,BPAT,WECC
Cosmo2,Biomass,BPAT,WECC
Coso1_Navy1,Geothermal,CISC,WECC
Coso2_Navy1,Geothermal,CISC,WECC
Coso3_Navy1,Geothermal,CISC,WECC
Coso4_Navy2,Geothermal,CISC,WECC
Coso5_Navy2,Geothermal,CISC,WECC
Coso6_Navy2,Geothermal,CISC,WECC
Coso7_BLM,Geothermal,CISC,WECC
Coso8_BLM,Geothermal,CISC,WECC
Coso9_BLM,Geothermal,CISC,WECC
Costco_1,PV,TEPC,WECC
CosumnesCC-Total,Gas CC,BANC,WECC
Cotton_Center,PV,AZPS,WECC
Cottonwood_1,Hydro,CISC,WECC
Cottonwood_2,Hydro,CISC,WECC
Cougar_1,Hydro,BPAT,WECC
Cougar_2,Hydro,BPAT,WECC
CouleePump1-2,Other,BPAT,WECC
CouleePump3-4,Other,BPAT,WECC
CouleePump5-6,Other,BPAT,WECC
County_Line,Biomass,PSCO,WECC
CO-USAFA-Solar,PV,WACM,WECC
Cove_Fort,Geothermal,PAUT,WECC
CoveHydro1,Hydro,CIPV,WECC
Cow_Creek_1,Hydro,CIPV,WECC
Cow_Creek_2,Hydro,CIPV,WECC
Cowley_Ridge_1,Wind,AESO,WECC
Cowlitz_Falls1,Hydro,BPAT,WECC
Cowlitz_Falls2,Hydro,BPAT,WECC
Coyote_Creek_1,Hydro,CISC,WECC
Coyote_Crest,Wind,BPAT,WECC
CoyoteCanyon,Biomass,CISC,WECC
CoyoteSprgCC1-Total,Gas CC,PGE,WECC
CoyoteSprgCC2-Total,Gas CC,AVA,WECC
CPB_UASTP_1,PV,TEPC,WECC
CPeakPanochePkr,Gas CT,CIPV,WECC
CPUC-CentrlValleyBio,Biomass,CIPV,WECC
CPV-VacaStaCC-Total,Gas CC,CIPV,WECC
Craig_1,Coal,WACM,WECC
Craig_2,Coal,WACM,WECC
Craig_3,Coal,WACM,WECC
CranberryCreekPower1,Hydro,BCHA,WECC
CranberryCreekPower2,Hydro,BCHA,WECC
CranberryCreekPower3,Hydro,BCHA,WECC
CranberryCreekPower4,Hydro,BCHA,WECC
Crane_Valley,Hydro,CIPV,WECC
Creed_Energy,Gas CT,CIPB,WECC
Crescent_Dunes,CSP,SPPC,WECC
Cresta_1,Hydro,CIPV,WECC
Cresta_2,Hydro,CIPV,WECC
Crockett_Cogen,CHP-QF,CIPB,WECC
Crosscut_CC5,Hydro,SRP,WECC
Crowsnest_Pass,Other,BCHA,WECC
Crystal_1,Hydro,WACM,WECC
CrystalSprings,Hydro,IPMV,WECC
CSP_APS_14226_SM14,CSP-TES,AZPS,WECC
CSP_APS_14226_SM2,CSP-TES,AZPS,WECC
CSP_APS_14226_OOS1,CSP-TES,AZPS,WECC
CSP_APS_14226_OOS2,CSP-TES,AZPS,WECC
CSP_SC2_EPE_11080,CSP-TES,EPE,WECC
CSP_SC2_PNM_10294,CSP-TES,PNM,WECC
CSP_SC2_PSC_70375,CSP-TES,PSCO,WECC
CSP_IID_21045_SM14,CSP-TES,IID,WECC
CSP_IID_21045_SM14B,CSP-TES,IID,WECC
CSP_IID_21045_SM2,CSP-TES,IID,WECC
CSP_IID_21045_SM2B,CSP-TES,IID,WECC
CSP_NEVP_18905_SM14,CSP-TES,NEVP,WECC
CSP_NEVP_18905_SM14B,CSP-TES,NEVP,WECC
CSP_NEVP_18905_SM2,CSP-TES,NEVP,WECC
CSP_NEVP_18905_SM2B,CSP-TES,NEVP,WECC
CSP_SCE_24245_SM14,CSP-TES,CISC,WECC
CSP_SCE_24245_SM14B,CSP-TES,CISC,WECC
CSP_SCE_24245_SM2,CSP-TES,CISC,WECC
CSP_SCE_24245_SM2B,CSP-TES,CISC,WECC
CullitonCreek1,Hydro,BCHA,WECC
CullitonCreek2,Hydro,BCHA,WECC
Curis_QF,Hydro,CIPV,WECC
CurrantCreekCC-Total,Gas CC,PAUT,WECC
Curry_Cattle,Hydro,IPMV,WECC
Cushman_2_31,Hydro,TPWR,WECC
Cushman_2_32,Hydro,TPWR,WECC
Cushman_2_33,Hydro,TPWR,WECC
Cushman1-21,Hydro,TPWR,WECC
Cushman1-22,Hydro,TPWR,WECC
Cutler_1,Hydro,PAUT,WECC
Cutler_2,Hydro,PAUT,WECC
Cymric_31X1,Gas CT,CIPV,WECC
Cymric_31X2,Gas CT,CIPV,WECC
Cymric_36W1,Gas CT,CIPV,WECC
Cymric_36W2,Gas CT,CIPV,WECC
Cymric_36W3,Gas CT,CIPV,WECC
Cymric_36W4,Gas CT,CIPV,WECC
Cymric_6Z1,Gas CT,CIPV,WECC
Cymric_6Z2,Gas CT,CIPV,WECC
Cypress_Creek_1,Hydro,BCHA,WECC
Daishowa_G1_1,Gas CT,AESO,WECC
Daishowa_G2_2,Biomass,AESO,WECC
DallesDamNorthFshwy,Hydro,BPAT,WECC
Darrington_GEN1,Biomass,BPAT,WECC
Dasque_Middle1,Hydro,BCHA,WECC
Dasque_Middle2,Hydro,BCHA,WECC
Dave_Gates1,Gas CT,NWMT,WECC
Dave_Gates2,Gas CT,NWMT,WECC
Dave_Gates3,Gas CT,NWMT,WECC
Dave_Johnston_1,Coal,PAWY,WECC
Dave_Johnston_2,Coal,PAWY,WECC
Dave_Johnston_3,Coal,PAWY,WECC
Dave_Johnston_4,Coal,PAWY,WECC
Davis_Dam_1,Hydro,WALC,WECC
Davis_Dam_2,Hydro,WALC,WECC
Davis_Dam_3,Hydro,WALC,WECC
Davis_Dam_4,Hydro,WALC,WECC
Davis_Dam_5,Hydro,WALC,WECC
DCI_Artesia,Other,PNM,WECC
DCI_Blackwater,Other,PNM,WECC
DCI_Lamar,Other,PSCO,WECC
DCI_McNeill,Other,AESO,WECC
DCI_Miles_City,Other,WAUW,WECC
DCI_RapidCity,Other,WACM,WECC
DCI_Stegall,Other,WACM,WECC
DCI_VirginiaSmith,Other,WACM,WECC
De_Sabla_1,Hydro,CIPV,WECC
Deadwood_Creek,Hydro,CIPV,WECC
DeerCreek(CA)_1,Hydro,CIPV,WECC
Delano1,Biomass,CISC,WECC
Delano2,Biomass,CISC,WECC
DelRanchCompany,Geothermal,IID,WECC
DeltaEnergyCC-Total,Gas CC,CIPB,WECC
DeltaPerson,Gas CT,PNM,WECC
DeltaPumpA-1,Other,CIPV,WECC
DeltaPumpA-2,Other,CIPV,WECC
DeltaPumpA-3,Other,CIPV,WECC
DeltaPumpB-4,Other,CIPV,WECC
DeltaPumpB-5,Other,CIPV,WECC
DeltaPumpC-6,Other,CIPV,WECC
DeltaPumpC-7,Other,CIPV,WECC
DeltaPumpD-8,Other,CIPV,WECC
DeltaPumpD-9,Other,CIPV,WECC
DeltaPumpE-10,Other,CIPV,WECC
DeltaPumpE-11,Other,CIPV,WECC
Deming_Solar1,PV,PNM,WECC
Deming_Solar2,PV,PNM,WECC
Demoss_Petrie_1,Gas CT,TEPC,WECC
Desert_Claim,Wind,BPAT,WECC
Desert_Meadow,Wind,IPTV,WECC
Desert_Peak2,Geothermal,SPPC,WECC
Desert_Peak3,Geothermal,SPPC,WECC
Desert_View,Biomass,IID,WECC
DesertBasinCC-Total,Gas CC,SRP,WECC
DesertStarCC-Total,Gas CC,CISD,WECC
DesertSunlightDSL1,PV,CISC,WECC
DesertSunlightDSL2,PV,CISC,WECC
DesertSunlightDSL3,PV,CISC,WECC
DesertSunlightDSL4,PV,CISC,WECC
DesertSunlightDSL5,PV,CISC,WECC
Detroit_1,Hydro,BPAT,WECC
Detroit_2,Hydro,BPAT,WECC
Devers_Area_Agg,Wind,CISC,WECC
DevilCanyon1,Hydro,CISC,WECC
DevilCanyon2,Hydro,CISC,WECC
DevilCanyon3,Hydro,CISC,WECC
DevilCanyon4,Hydro,CISC,WECC
Dexter_1,Hydro,BPAT,WECC
DG-BTM-AVA-ID,RPV,AVA,WECC
DG-BTM-AVA-WA,RPV,AVA,WECC
DG-BTM-AZPS-AZ,RPV,AZPS,WECC
DG-BTM-BANC-CA,RPV,BANC,WECC
DG-BTM-BPAT-ID,RPV,PAID,WECC
DG-BTM-BPAT-MT,RPV,BPAT,WECC
DG-BTM-BPAT-OR,RPV,BPAT,WECC
DG-BTM-BPAT-WA,RPV,BPAT,WECC
DG-BTM-CHPD-WA,RPV,CHPD,WECC
DG-BTM-CIPB-CA,RPV,CIPB,WECC
DG-BTM-CIPV-CA,RPV,CIPV,WECC
DG-BTM-CISC-CA,RPV,CISC,WECC
DG-BTM-CISD-CA,RPV,CISD,WECC
DG-BTM-DOPD-WA,RPV,DOPD,WECC
DG-BTM-EPE-NM,RPV,EPE,WECC
DG-BTM-GCPD-WA,RPV,GCPD,WECC
DG-BTM-IID-CA,RPV,IID,WECC
DG-BTM-IPFE-ID,RPV,IPFE,WECC
DG-BTM-IPMV-ID,RPV,IPMV,WECC
DG-BTM-IPTV-ID,RPV,IPTV,WECC
DG-BTM-IPTV-OR,RPV,IPTV,WECC
DG-BTM-LDWP-CA,RPV,LDWP,WECC
DG-BTM-NEVP-NV,RPV,NEVP,WECC
DG-BTM-NWMT-MT,RPV,NWMT,WECC
DG-BTM-PACW-CA,RPV,PACW,WECC
DG-BTM-PACW-OR,RPV,PACW,WECC
DG-BTM-PACW-WA,RPV,PACW,WECC
DG-BTM-PAID-ID,RPV,PAID,WECC
DG-BTM-PAUT-UT,RPV,PAUT,WECC
DG-BTM-PAWY-WY,RPV,PAWY,WECC
DG-BTM-PGE-OR,RPV,PGE,WECC
DG-BTM-PNM-NM,RPV,PNM,WECC
DG-BTM-PSCO-CO,RPV,PSCO,WECC
DG-BTM-PSEI-WA,RPV,PSEI,WECC
DG-BTM-SCL-WA,RPV,SCL,WECC
DG-BTM-SPPC-NV,RPV,SPPC,WECC
DG-BTM-SRP-AZ,RPV,SRP,WECC
DG-BTM-TEPC-AZ,RPV,TEPC,WECC
DG-BTM-TIDC-CA,RPV,TIDC,WECC
DG-BTM-TPWR-WA,RPV,TPWR,WECC
DG-BTM-WACM-CO,RPV,WACM,WECC
DG-BTM-WACM-WY,RPV,WACM,WECC
DG-BTM-WALC-AZ,RPV,WALC,WECC
DG-BTM-WALC-NM,RPV,WALC,WECC
DG-BTM-WAUW-MT,RPV,WAUW,WECC
Diablo_Wind,Wind,CIPB,WECC
DiabloCanyon1,CHP-QF,CIPV,WECC
DiabloCanyon2,CHP-QF,CIPV,WECC
DiabloHydro_31,Hydro,SCL,WECC
DiabloHydro_32,Hydro,SCL,WECC
DiamondValleyLake02,Other,CISC,WECC
DiamondValleyLake03,Other,CISC,WECC
DiamondValleyLake04,Other,CISC,WECC
DiamondValleyLake06,Other,CISC,WECC
DiamondValleyLake07,Other,CISC,WECC
DiamondValleyLake08,Other,CISC,WECC
DiamondValleyLake10,Other,CISC,WECC
DiamondValleyLake11,Other,CISC,WECC
DiamondValleyLake12,Other,CISC,WECC
Dickson_Dam1,Hydro,AESO,WECC
Dickson_Dam2,Hydro,AESO,WECC
Dickson_Dam3,Hydro,AESO,WECC
Dietrich_Drop,Hydro,IPMV,WECC
DifwindFarmsLtdVII1,Wind,CIPV,WECC
DillardComplexGEN4,Biomass,BPAT,WECC
DillardComplexGEN5,Biomass,BPAT,WECC
Dillon_Hydro,Hydro,PSCO,WECC
Dillon_Wind,Wind,CISC,WECC
Dinosaur_Point,Wind,CIPV,WECC
Dinuba_1,Steam,CIPV,WECC
Dion_R_Holm_1,Hydro,CIPV,WECC
Dion_R_Holm_2,Hydro,CIPV,WECC
Dist_Renewables,PV,SRP,WECC
DivisionCreek,Hydro,LDWP,WECC
DivisnNavalCC-Total,Gas CC,CISD,WECC
Dixie Valley,Geothermal,SPPC,WECC
DM_AFB_GroundMt,PV,TEPC,WECC
DokieWind1,Wind,BCHA,WECC
DokieWind2,Wind,BCHA,WECC
DokieWind3,Wind,BCHA,WECC
DokieWind4,Wind,BCHA,WECC
DokieWind5,Wind,BCHA,WECC
DokieWind6,Wind,BCHA,WECC
Donnells,Hydro,CIPV,WECC
DonPedro1,Hydro,TIDC,WECC
DonPedro2,Hydro,TIDC,WECC
DonPedro3,Hydro,BANC,WECC
DonPedro4,Hydro,TIDC,WECC
DonVonRsfldCC-Total,Gas CC,CIPB,WECC
DoranTaylor1,Hydro,BCHA,WECC
DoranTaylor2,Hydro,BCHA,WECC
DosAmigosPump1-1,Other,CIPV,WECC
DosAmigosPump1-2,Other,CIPV,WECC
DosAmigosPump1-3,Other,CIPV,WECC
DosAmigosPump2-1,Other,CIPV,WECC
DosAmigosPump2-2,Other,CIPV,WECC
DosAmigosPump2-3,Other,CIPV,WECC
Double_Weir1,Hydro,IID,WECC
Double_Weir2,Hydro,IID,WECC
DoubleADigester1,Biomass,IPMV,WECC
DoubleADigester2,Biomass,IPMV,WECC
DoubleADigester3,Biomass,IPMV,WECC
DoubleC1,CHP-QF,CIPV,WECC
DoubleC2,Gas CT,CIPV,WECC
Douglas_1,Other,AZPS,WECC
Douglas_Kwalsa1,Hydro,BCHA,WECC
Douglas_Kwalsa2,Hydro,BCHA,WECC
DowCC-Total,Gas CC,AESO,WECC
DowG101_1,Gas CT,AESO,WECC
DowG201-2,Gas CT,AESO,WECC
DR-AVA,DR,AVA,WECC
DR-AZPS,DR,AZPS,WECC
DR-BANC,DR,CIPV,WECC
DR-BPAT,DR,BPAT,WECC
DR-CIPB,DR,CIPV,WECC
DR-CIPV,DR,CIPV,WECC
DR-CISC,DR,CISC,WECC
DR-CISD,DR,CISD,WECC
DR-EPE,DR,EPE,WECC
Drew3,PV,CISD,WECC
Drew3_Exp,PV,CISD,WECC
Drews1,Gas CT,CISC,WECC
Drews2,Gas CT,CISC,WECC
Drews3,Gas CT,CISC,WECC
Drews4,Gas CT,CISC,WECC
DrewsGenFacilityD1,Gas CT,CISC,WECC
DrewsGenFacilityD2,Gas CT,CISC,WECC
DrewsGenFacilityD3,Gas CT,CISC,WECC
DrewsGenFacilityD4,Gas CT,CISC,WECC
DR-IPFE,DR,IPFE,WECC
DR-IPMV,DR,IPMV,WECC
DR-IPTV,DR,IPTV,WECC
DR-NEVP,DR,NEVP,WECC
DR-PAID,DR,PAID,WECC
DR-PAUT,DR,PAUT,WECC
DR-PGE,DR,PGE,WECC
DR-PSCO,DR,PSCO,WECC
DR-PSEI,DR,PSEI,WECC
DR-SPPC,DR,SPPC,WECC
DR-SRP,DR,SRP,WECC
Drum_2_5,Hydro,CIPV,WECC
Drum1-1,Hydro,CIPV,WECC
Drum1-2,Hydro,CIPV,WECC
Drum1-3,Hydro,CIPV,WECC
Drum1-4,Hydro,CIPV,WECC
Dry_Fork_Sta,Coal,WACM,WECC
DryLake_Wind1_1,Wind,AZPS,WECC
DryLake_Wind2_1,Wind,SRP,WECC
DryLake_Wind2_2,Wind,SRP,WECC
DryLake_Wind2_3,Wind,SRP,WECC
DryLakeWind1-2,Wind,AZPS,WECC
DryLakeWind1-3,Wind,AZPS,WECC
Drywood_2_2,Gas CT,AESO,WECC
Drywood1-1,Gas CT,AESO,WECC
DSM_APS_1,DR,AZPS,WECC
DSM_CHPD_1,DR,CHPD,WECC
DSM_EPE_1,DR,EPE,WECC
DSM_EPE_2,DR,EPE,WECC
DSM_EPE_3,DR,EPE,WECC
DSM_PACE_UT_1,DR,PAUT,WECC
DSM_PACE_UT_2,DR,PAUT,WECC
DSM_PACE_UT_3,DR,PAID,WECC
DSM_PACE_UT_4,DR,PAUT,WECC
DSM_PACW_1,DR,PACW,WECC
DSM_PACW_2,DR,PACW,WECC
DSM_PG&E_BAY_1,DR,CIPB,WECC
DSM_PG&E_VLY_1,DR,CIPV,WECC
DSM_PG&E_VLY_2,DR,CIPV,WECC
DSM_PNM_1,DR,PNM,WECC
DSM_PNM_2,DR,PNM,WECC
DSM_PSC_1,DR,PSCO,WECC
DSM_PSC_2,DR,WACM,WECC
DSM_PSC_3,DR,PSCO,WECC
DSM_PSC_4,DR,PSCO,WECC
DSM_PSC_5,DR,PSCO,WECC
DSM_PSC_6,DR,PSCO,WECC
DSM_SCE_1,DR,CISC,WECC
DSM_SCE_2,DR,CISC,WECC
DSM_SDGE_1,DR,CISD,WECC
DSM_SDGE_2,DR,CISD,WECC
DSM_SDGE_3,DR,CISD,WECC
DSM_SMUD_1,DR,BANC,WECC
DSM_SRP_1,DR,SRP,WECC
DSM_SRP_2,DR,SRP,WECC
DSM_TEP_1,DR,TEPC,WECC
DSM_TEP_2,DR,TEPC,WECC
DSM_TEP_3,DR,TEPC,WECC
Dundurn_GT_1,Gas CT,AESO,WECC
Dunlap_1,Wind,PAWY,WECC
Dutch_Flat_1,Hydro,CIPV,WECC
Dutch_Flat_2_3P,Hydro,CIPV,WECC
DutchWind,Wind,CISC,WECC
DVPL_IPP13.8_1,Biomass,AESO,WECC
Dworshak_1,Hydro,BPAT,WECC
Dworshak_2,Hydro,BPAT,WECC
Dworshak_3,Hydro,BPAT,WECC
Eagle_Point_1,Hydro,PACW,WECC
EagleMountainPump1,Other,CISC,WECC
EagleMountainPump2,Other,CISC,WECC
EagleMountainPump3,Other,CISC,WECC
EagleMountainPump4,Other,CISC,WECC
EagleMountainPump5,Other,CISC,WECC
EagleMountainPump6,Other,CISC,WECC
EagleMountainPump7,Other,CISC,WECC
EagleMountainPump8,Other,CISC,WECC
East_AZ_Wind,Wind,AZPS,WECC
East_Bay_MUD,Biomass,CIPB,WECC
East_Highline_1,Hydro,IID,WECC
East_Toba1,Hydro,BCHA,WECC
East_Toba2,Hydro,BCHA,WECC
EastPortalGenerator1,Hydro,CISC,WECC
Eastridge1,Gas CT,CIPV,WECC
Eastridge2,Gas CT,CIPV,WECC
EastSide,Hydro,PACW,WECC
EastTwinCreek1,Hydro,BCHA,WECC
EastTwinCreek2,Hydro,BCHA,WECC
EastTwinCreek3,Hydro,BCHA,WECC
ECB_EnvirNorAm,Other,AESO,WECC
Echanis_Wind,Wind,BPAT,WECC
