name,Type,Region,Zone
EchoDam1,Hydro,PAUT,WECC
EchoDam2,Hydro,PAUT,WECC
EchoDam3,Hydro,PAUT,WECC
EDFRenewWindfarm5-2,Wind,CIPV,WECC
EdmonstonPump1,Other,CISC,WECC
EdmonstonPump2,Other,CISC,WECC
EdmonstonPump3-3,Other,CISC,WECC
EdmonstonPump3-4,Other,CISC,WECC
EdmonstonPump4-5,Other,CISC,WECC
EdmonstonPump4-6,Other,CISC,WECC
EdmonstonPump5-7,Other,CISC,WECC
EdmonstonPump5-8,Other,CISC,WECC
EdmonstonPump6-10,Other,CISC,WECC
EdmonstonPump6-9,Other,CISC,WECC
EdmonstonPump7-11,Other,CISC,WECC
EdmonstonPump7-12,Other,CISC,WECC
EdmonstonPump8-13,Other,CISC,WECC
EdmonstonPump8-14,Other,CISC,WECC
EdwardCHyatt1,Hydro,CIPV,WECC
EdwardCHyatt2,Storage,CIPV,WECC
EdwardCHyatt3,Hydro,CIPV,WECC
EdwardCHyatt4,Storage,CIPV,WECC
EdwardCHyatt5,Hydro,CIPV,WECC
EdwardCHyatt6,Storage,CIPV,WECC
EF_Oxnard,Gas CT,CISC,WECC
El_Cajon_EC,Gas CT,CISD,WECC
El_Cajon_GT,Gas CT,CISD,WECC
El_Centro_4,Steam,IID,WECC
El_Dorado_1,Hydro,CIPV,WECC
El_Dorado_2,Hydro,CIPV,WECC
El_Sobrante1,Biomass,CIPB,WECC
El_Sobrante2,Biomass,CIPB,WECC
El_Sobrante3,Biomass,CIPB,WECC
El_Vado_Dam_1,Hydro,PNM,WECC
ElCentroCC2-Total,Gas CC,IID,WECC
ElCentroCC3-Total,Gas CC,IID,WECC
EldoradoResrvr,Hydro,BCHA,WECC
Electra_1,Hydro,CIPV,WECC
Electra_2,Hydro,CIPV,WECC
Electra_3,Hydro,CIPV,WECC
Electron_1,Hydro,PSEI,WECC
Electron_2,Hydro,PSEI,WECC
Electron_3,Hydro,PSEI,WECC
Electron_4,Hydro,PSEI,WECC
Elk_Creek,Hydro,IPTV,WECC
ElkHillsCC-Total,Gas CC,CIPV,WECC
ElkHillsCogen1,Gas CT,CIPV,WECC
ElkHillsCogen2,Gas CT,CIPV,WECC
Elkhorn_Valley,Wind,IPTV,WECC
Elko_1,Hydro,BCHA,WECC
Elko_2,Hydro,BCHA,WECC
Ella_Butte,Wind,BPAT,WECC
Ellis_Area_Agg,Biomass,CISC,WECC
Ellwood_1,Gas CT,CISC,WECC
ElmoreCompany,Geothermal,IID,WECC
ElmworthG5_5,Gas CT,AESO,WECC
ElmworthG6_6,Gas CT,AESO,WECC
ElmworthG7_7,Gas CT,AESO,WECC
ElmworthG8_8,Gas CT,AESO,WECC
ElmworthG9_9,Gas CT,AESO,WECC
ElNidoFacility,Biomass,CIPV,WECC
ElSegndCogCC1-Total,Gas CC,CISC,WECC
ElSegndCogCC2-Total,Gas CC,CISC,WECC
ElSegndCogCC3-Total,Gas CC,CISC,WECC
ElSegndEnrgCC1-Total,Gas CC,CISC,WECC
ElSegndEnrgCC2-Total,Gas CC,CISC,WECC
Eltopia_Branch,Hydro,TPWR,WECC
EncanWind,Wind,CISC,WECC
EncogenCC-Total,Gas CC,PSEI,WECC
Energetics_PV,PV,BPAT,WECC
EnterprisePeakr,Gas CT,CISD,WECC
EON_Foresight_1,PV,TEPC,WECC
EON_Valencia_1,PV,TEPC,WECC
EPCC-1,PV,EPE,WECC
Equilon_LA_1,CHP-QF,LDWP,WECC
Equilon_LA_2,CHP-QF,LDWP,WECC
Equilon_LA_3,CHP-QF,LDWP,WECC
Escalante_1,Coal,PNM,WECC
ESJWind,Wind,CISD,WECC
EsquatzelCanal,Hydro,BPAT,WECC
Estes_1,Hydro,WACM,WECC
Estes_2,Hydro,WACM,WECC
Estes_3,Hydro,WACM,WECC
Etiwanda_Hydro,Hydro,CISC,WECC
EtiwandaAreaAgg,Gas CT,CISC,WECC
EurusCombinHill,Wind,BPAT,WECC
EvanderAndrews1,Gas CT,IPTV,WECC
EvanderAndrews2,Gas CT,IPTV,WECC
EvanderAndrews3,Gas CT,IPTV,WECC
Evergreen_Pulp,Biomass,CIPV,WECC
Exchequer,Hydro,CIPV,WECC
Fairfield_Wind,Wind,NWMT,WECC
Fairhaven_Pwr,Biomass,CIPV,WECC
Fall_Creek_1,Hydro,BPAT,WECC
Fall_Creek_2,Hydro,BPAT,WECC
Fall_Creek_3,Hydro,BPAT,WECC
FallsRiver_BC_1,Hydro,BCHA,WECC
FallsRiver_BC_2,Hydro,BCHA,WECC
FallsRiver_ID1,Hydro,IPFE,WECC
FallsRiver_ID2,Hydro,IPFE,WECC
Faraday_1,Hydro,PGE,WECC
Faraday_2,Hydro,PGE,WECC
Faraday_3,Hydro,PGE,WECC
Faraday_4,Hydro,PGE,WECC
Faraday_5,Hydro,PGE,WECC
Faraday_6,Hydro,PGE,WECC
FargoDrop,Hydro,IPTV,WECC
FarmPowerLynden,Biomass,PSEI,WECC
FarmPowerMistyMeadow,Biomass,BPAT,WECC
FarmPowerRexville,Biomass,PSEI,WECC
FarmPowerTillamook,Biomass,BPAT,WECC
Faulkner_1,Geothermal,SPPC,WECC
Faulkner_Ranch,Hydro,IPMV,WECC
Feather_River,Gas CT,CIPV,WECC
Fellow_QF,Coal,CIPV,WECC
FeltHydro1,Hydro,IPFE,WECC
FeltHydro2,Hydro,IPFE,WECC
FeltHydro3,Hydro,IPFE,WECC
FerndaleCC-Total,Gas CC,PSEI,WECC
Finley_Bio1,Biomass,BPAT,WECC
Finley_Bio2,Biomass,BPAT,WECC
Finley_Bio3,Biomass,BPAT,WECC
Fire_Kwalsa1,Hydro,BCHA,WECC
Fire_Kwalsa2,Hydro,BCHA,WECC
Firebag_7,Gas CT,AESO,WECC
Firebag3-1,Gas CT,AESO,WECC
Firebag3-2,Gas CT,AESO,WECC
Firebag4-1,Gas CT,AESO,WECC
Firebag4-2,Gas CT,AESO,WECC
Fiscalini_1,Biomass,CIPV,WECC
Fish_Creek_1,Hydro,PACW,WECC
Fisheries_Dev,Hydro,IPMV,WECC
FIT_1,PV,BANC,WECC
FitzsimonsCreek,Hydro,BCHA,WECC
FivePoints,PV,CIPV,WECC
FlamingGorge1,Hydro,WACM,WECC
FlamingGorge2,Hydro,WACM,WECC
FlamingGorge3,Hydro,WACM,WECC
Flatiron_1,Hydro,WACM,WECC
Flatiron_2,Hydro,WACM,WECC
Flatiron_3,Hydro,WACM,WECC
Fleish_1,Hydro,SPPC,WECC
FlintCreek,Hydro,NWMT,WECC
FloWind,Wind,CISC,WECC
Folsom_1,Hydro,BANC,WECC
Folsom_2,Hydro,BANC,WECC
Folsom_3,Hydro,BANC,WECC
Fontana_RT1,PV,CISC,WECC
Fontana_RT2,PV,CISC,WECC
Fontana1,Hydro,CISC,WECC
Fontana2,Hydro,CISC,WECC
Fontenelle_1,Hydro,WACM,WECC
Foote_Creek1,Wind,PAWY,WECC
Foote_Creek2,Wind,PAWY,WECC
Foote_Creek3,Wind,PAWY,WECC
Foote_Creek4,Wind,PAWY,WECC
Foothill_Feeder,Hydro,CISC,WECC
Foothill_LA,Hydro,CISC,WECC
FoothillFeeder1,Hydro,LDWP,WECC
FoothillFeeder2,Hydro,LDWP,WECC
Foothills_CO,Hydro,PSCO,WECC
Forbestown_1,Hydro,CIPV,WECC
Forks_Butte1,Hydro,CIPV,WECC
Forks_Butte2,Hydro,CIPV,WECC
Forrest_Kerr1,Hydro,BCHA,WECC
Forrest_Kerr2,Hydro,BCHA,WECC
Forrest_Kerr3,Hydro,BCHA,WECC
Forrest_Kerr4,Hydro,BCHA,WECC
Forrest_Kerr5,Hydro,BCHA,WECC
Forrest_Kerr6,Hydro,BCHA,WECC
Forrest_Kerr7,Hydro,BCHA,WECC
Forrest_Kerr8,Hydro,BCHA,WECC
Forrest_Kerr9,Hydro,BCHA,WECC
Fort_Peck_1,Hydro,WAUW,WECC
Fort_Peck_2,Hydro,WAUW,WECC
Fort_St_James,Biomass,BCHA,WECC
FortNelson1,Gas CT,AESO,WECC
FortNelson2,Gas CT,AESO,WECC
FortPeck3,Hydro,WAUW,WECC
FortSeward_QF,Hydro,CIPV,WECC
FortStVrainCC-Total,Gas CC,PSCO,WECC
FortStVrainGT5,Gas CT,PSCO,WECC
FortStVrainGT6,Gas CT,PSCO,WECC
Foster_1,Hydro,BPAT,WECC
Foster_2,Hydro,BPAT,WECC
FosterCreek1,Gas CT,AESO,WECC
FosterCreek2,Gas CT,AESO,WECC
FosterWhlrCC-Total,CHP-QF,CIPB,WECC
FountainValley1,Gas CT,PSCO,WECC
FountainValley2,Gas CT,PSCO,WECC
FountainValley3,Gas CT,PSCO,WECC
FountainValley4,Gas CT,PSCO,WECC
FountainValley5,Gas CT,PSCO,WECC
FountainValley6,Gas CT,PSCO,WECC
FourBrothers,PV,PAUT,WECC
FourCorners4-Total,Coal,AZPS,WECC
FourCorners5-Total,Coal,AZPS,WECC
Frank_Knutson1,Gas CT,PSCO,WECC
Frank_Knutson2,Gas CT,PSCO,WECC
Frankenheimer,Hydro,BANC,WECC
Franklin_1,Hydro,LDWP,WECC
FranklinGrays1,Gas CT,BPAT,WECC
FranklinGrays2,Gas CT,BPAT,WECC
FranklinGrays3,Gas CT,BPAT,WECC
FranklinGrays4,Gas CT,BPAT,WECC
FraserLake1,Biomass,BCHA,WECC
FraserLake2,Biomass,BCHA,WECC
FraserRichmond,Biomass,BCHA,WECC
FrazPark,Wind,CISC,WECC
FredericksonCC-Total,Gas CC,BPAT,WECC
Fredonia_1,Gas CT,PSEI,WECC
Fredonia_2,Gas CT,PSEI,WECC
Fredonia_3,Gas CT,PSEI,WECC
Fredonia_4,Gas CT,PSEI,WECC
FremontCanyon1,Hydro,WACM,WECC
FremontCanyon2,Hydro,WACM,WECC
French_Meadows,Hydro,CIPV,WECC
FresnoCogenCC-Total,Gas CC,CIPV,WECC
FresnoPeakr_CT,Gas CT,CIPV,WECC
FriantFR1,Hydro,CIPV,WECC
FriantM1,Hydro,CIPV,WECC
FriantRO1,Hydro,CIPV,WECC
FriantRO2,Hydro,CIPV,WECC
FrickWind1,Wind,CIPB,WECC
FrickWind2,Wind,CIPB,WECC
Fries_Creek_1,Hydro,BCHA,WECC
Frito_Lay_Cogen,Gas CT,CIPV,WECC
FrontRangeCC-Total,Gas CC,WACM,WECC
FRV-SunEdison,PV,TEPC,WECC
Ft_James_Cogen,Other,PACW,WECC
FtJames1,Biomass,PACW,WECC
Fulton_QF,Hydro,CIPV,WECC
Furry_Creek,Hydro,BCHA,WECC
Gadsby_4,Gas CT,PAUT,WECC
Gadsby_5,Gas CT,PAUT,WECC
Gadsby_6,Gas CT,PAUT,WECC
Galena2_1,Geothermal,SPPC,WECC
Galena3_1,Geothermal,SPPC,WECC
Galena3_2,Geothermal,SPPC,WECC
GAP_Cholla-2REPL,Gas CT,SRP,WECC
GAP_NavajoREPL,Gas CT,AZPS,WECC
GAP_ReidGardner1REPL,Gas CT,NEVP,WECC
GAP_ReidGardner2REPL,Gas CT,NEVP,WECC
GarnetWind-G3,Wind,CISC,WECC
GatesPeaker_CT,Gas CT,CIPV,WECC
GatesSolarStation1,PV,CIPV,WECC
GatewayCC-Total,Gas CC,CIPB,WECC
GaviotaOil1,Gas CT,CISC,WECC
GaviotaOil2,Gas CT,CISC,WECC
GaviotaOil3,Gas CT,CISC,WECC
GaviotaOil4,Gas CT,CISC,WECC
GaviotaOil5,Gas CT,CISC,WECC
Gem_State_1,Hydro,PAID,WECC
GenePump1,Other,CISC,WECC
GenePump2,Other,CISC,WECC
GenePump3,Other,CISC,WECC
GenePump4,Other,CISC,WECC
GenePump5,Other,CISC,WECC
GenePump6,Other,CISC,WECC
GenePump7,Other,CISC,WECC
GenePump8,Other,CISC,WECC
Genesee_2_2,Coal,AESO,WECC
Genesee_3_3,Coal,AESO,WECC
Genesee1-1,Coal,AESO,WECC
GenesisSolarEnergy1,CSP,CISC,WECC
GenesisSolarEnergy2,CSP,CISC,WECC
GeoEastMesa2-1,Geothermal,IID,WECC
GeoEastMesa3_1,Geothermal,IID,WECC
GeoEastMesa3_2,Geothermal,IID,WECC
GeoEnrgyPart,Geothermal,BANC,WECC
GeorgeBirdsall1,Other,WACM,WECC
GeorgeBirdsall2,Other,WACM,WECC
GeorgeBirdsall3,Other,WACM,WECC
Georgetown_1,Hydro,PSCO,WECC
Georgetown_2,Hydro,PSCO,WECC
Geothermal_2_3,Geothermal,CIPV,WECC
Geothermal_2_4,Geothermal,CIPV,WECC
Geothermal1-1,Geothermal,CIPV,WECC
Geothermal1-2,Geothermal,CIPV,WECC
Geysers05,Geothermal,CIPV,WECC
Geysers06,Geothermal,CIPV,WECC
Geysers07,Geothermal,CIPV,WECC
Geysers08,Geothermal,CIPV,WECC
Geysers11,Geothermal,CIPV,WECC
Geysers12,Geothermal,CIPV,WECC
Geysers13,Geothermal,CIPV,WECC
Geysers14,Geothermal,CIPV,WECC
Geysers16,Geothermal,CIPV,WECC
Geysers17,Geothermal,CIPV,WECC
Geysers18,Geothermal,CIPV,WECC
Geysers20,Geothermal,CIPV,WECC
Ghost_Pine_G1_1,Wind,AESO,WECC
Ghost_Pine_G2_2,Wind,AESO,WECC
Ghost_Pine_G3_3,Wind,AESO,WECC
Ghost_Pine_G4_4,Wind,AESO,WECC
Ghost_Pine_G5_5,Wind,AESO,WECC
GHOST1_1,Hydro,AESO,WECC
GHOST2_2,Hydro,AESO,WECC
GHOST3_3,Hydro,AESO,WECC
GHOST4_4,Hydro,AESO,WECC
Gianera_1,Gas CT,CIPB,WECC
Gianera_2,Gas CT,CIPB,WECC
Giffen_1,PV,CIPV,WECC
GilaBendCC-Total,Gas CC,AZPS,WECC
GilaRiverCC1-Total,Gas CC,AZPS,WECC
GilaRiverCC2-Total,Gas CC,AZPS,WECC
GilaRiverCC3-Total,Gas CC,AZPS,WECC
GilaRiverCC4-Total,Gas CC,AZPS,WECC
Gillespie_Solar,PV,AZPS,WECC
GilroyCC-Total,CHP-QF,CIPB,WECC
GilroyEnergyPeaking1,Gas CT,CIPB,WECC
GilroyEnergyPeaking2,Gas CT,CIPB,WECC
GilroyEnergyPeaking3,Gas CT,CIPB,WECC
GlacierWind1,Wind,NWMT,WECC
GlacierWind2,Wind,NWMT,WECC
Glen_Canyon1,Hydro,WALC,WECC
Glen_Canyon2,Hydro,WALC,WECC
Glen_Canyon3,Hydro,WALC,WECC
Glen_Canyon4,Hydro,WALC,WECC
Glen_Canyon5,Hydro,WALC,WECC
Glen_Canyon6,Hydro,WALC,WECC
Glen_Canyon7,Hydro,WALC,WECC
Glen_Canyon8,Hydro,WALC,WECC
Glen_Solar,PV,LDWP,WECC
Glenarm_GT1,Gas CT,CISC,WECC
Glenarm_GT2,Gas CT,CISC,WECC
Glenarm_GT3,Gas CT,CISC,WECC
Glenarm_GT4,Gas CT,CISC,WECC
Glendale_LF,Biomass,AZPS,WECC
Glendo_1,Hydro,WACM,WECC
Glendo_2,Hydro,WACM,WECC
Glenrock_1,Wind,PAWY,WECC
Glenrock_2,Wind,PAWY,WECC
GoalLineCC-Total,CHP-QF,CISD,WECC
Gold_Creek1-1,Gas CT,AESO,WECC
Golden_Biomass,Biomass,BCHA,WECC
Golden_Hills,Wind,BPAT,WECC
Golden_Valley,Wind,IPMV,WECC
GoldendaleCC-Total,Gas CC,PSEI,WECC
GoldenSpringsC,PV,CISC,WECC
GoldenSpringsD,PV,CISC,WECC
Goldtown,Wind,CISC,WECC
Goodnoe_Hills1,Wind,PACW,WECC
Goodnoe_Hills2,Wind,BPAT,WECC
Goose_Haven,Gas CT,CIPV,WECC
GordonButte,Wind,NWMT,WECC
GordonMShrum01,Hydro,BCHA,WECC
GordonMShrum02,Hydro,BCHA,WECC
GordonMShrum03,Hydro,BCHA,WECC
GordonMShrum04,Hydro,BCHA,WECC
GordonMShrum05,Hydro,BCHA,WECC
GordonMShrum06,Hydro,BCHA,WECC
GordonMShrum07,Hydro,BCHA,WECC
GordonMShrum08,Hydro,BCHA,WECC
GordonMShrum09,Hydro,BCHA,WECC
GordonMShrum10,Hydro,BCHA,WECC
Gorge21,Hydro,SCL,WECC
Gorge22,Hydro,SCL,WECC
Gorge23,Hydro,SCL,WECC
Gorge24,Hydro,SCL,WECC
Goshen_Phase2,Wind,PAID,WECC
GosselinHydroGEN1,Hydro,CIPV,WECC
GosselinHydroGEN2,Hydro,CIPV,WECC
GP_CHP1_1,Biomass,AESO,WECC
Grace_3,Hydro,PAID,WECC
Grace_4,Hydro,PAID,WECC
Grace_5,Hydro,PAID,WECC
Grand_Valley1,Hydro,PSCO,WECC
Grand_Valley2,Hydro,PSCO,WECC
GrandCoulee01,Hydro,BPAT,WECC
GrandCoulee02,Hydro,BPAT,WECC
GrandCoulee03,Hydro,BPAT,WECC
GrandCoulee04,Hydro,BPAT,WECC
GrandCoulee05,Hydro,BPAT,WECC
GrandCoulee06,Hydro,BPAT,WECC
GrandCoulee07,Hydro,BPAT,WECC
GrandCoulee08,Hydro,BPAT,WECC
GrandCoulee09,Hydro,BPAT,WECC
GrandCoulee10,Hydro,BPAT,WECC
GrandCoulee11,Hydro,BPAT,WECC
GrandCoulee12,Hydro,BPAT,WECC
GrandCoulee13,Hydro,BPAT,WECC
GrandCoulee14,Hydro,BPAT,WECC
GrandCoulee15,Hydro,BPAT,WECC
GrandCoulee16,Hydro,BPAT,WECC
GrandCoulee17,Hydro,BPAT,WECC
GrandCoulee18,Hydro,BPAT,WECC
GrandCoulee19,Hydro,BPAT,WECC
GrandCoulee20,Hydro,BPAT,WECC
GrandCoulee21,Hydro,BPAT,WECC
GrandCoulee22,Hydro,BPAT,WECC
GrandCoulee23,Hydro,BPAT,WECC
GrandCoulee24,Hydro,BPAT,WECC
GrandCouleePG07,Other,BPAT,WECC
GrandCouleePG08,Other,BPAT,WECC
GrandCouleePG09,Other,BPAT,WECC
GrandCouleePG10,Other,BPAT,WECC
GrandCouleePG11,Other,BPAT,WECC
GrandCouleePG12,Other,BPAT,WECC
GrandPrairie,Gas CT,AESO,WECC
GrapelandPeaker,Gas CT,CISC,WECC
GraysHarborCC-Total,Gas CC,BPAT,WECC
Grayson_3,Other,LDWP,WECC
Grayson_4,Other,LDWP,WECC
Grayson_5,Other,LDWP,WECC
Grayson_9,Gas CT,LDWP,WECC
GraysonCC-Total,Gas CC,LDWP,WECC
Great_Basin_1,Wind,SPPC,WECC
Greater_Nanaimo,Biomass,BCHA,WECC
GreaterSandhill1,PV,PSCO,WECC
GreaterSandhill2Alam,PV,PSCO,WECC
Green_Holdings1,Wind,PSCO,WECC
Green_Holdings2,Wind,PSCO,WECC
Green_Peter_1,Hydro,BPAT,WECC
Green_Peter_2,Hydro,BPAT,WECC
Green_Springs,Hydro,BPAT,WECC
Greenleaf2,CHP-QF,CIPV,WECC
GreenleafCC-Total,CHP-QF,CIPV,WECC
GreenMountain1,Hydro,WACM,WECC
GreenMountain2,Hydro,WACM,WECC
GreenPowerWind1,Wind,CISC,WECC
GreenPowerWind2,Wind,CISC,WECC
GreenPowerWind3,Wind,CISC,WECC
GregAvenue1,Hydro,CISC,WECC
GridleyMain2,PV,CIPV,WECC
GriffithCC-Total,Gas CC,WALC,WECC
Grizzly_NA1,Hydro,CIPV,WECC
Gross_Hydro,Hydro,PSCO,WECC
GrossmontHospital,Gas CT,CISD,WECC
Guadalupe1,Biomass,CIPB,WECC
Guadalupe2,Biomass,CIPB,WECC
Guadalupe3,Biomass,CIPB,WECC
Guadalupe4,Biomass,CIPB,WECC
Guernsey_1,Hydro,WACM,WECC
Guernsey_2,Hydro,WACM,WECC
H._Gonzales_G1,Gas CT,CISC,WECC
H._Gonzales_G2,Gas CT,CISC,WECC
H_M_Jackson_1,Hydro,BPAT,WECC
H_M_Jackson_2,Hydro,BPAT,WECC
H_M_Jackson_3,Hydro,BPAT,WECC
H_M_Jackson_4,Hydro,BPAT,WECC
Haas1,Hydro,CIPV,WECC
Haas2,Hydro,CIPV,WECC
Hailey_Cspp_1,Hydro,IPMV,WECC
Haiwee_1,Hydro,CISC,WECC
Haiwee_2,Hydro,CISC,WECC
Halkirk1,Wind,AESO,WECC
Halkirk2,Wind,AESO,WECC
Halsey_1,Hydro,CIPV,WECC
HamiltonBranch1,Hydro,CIPV,WECC
HamiltonBranch2,Hydro,CIPV,WECC
Hammett_Hill,Wind,IPTV,WECC
HanfordEnergy1,Gas CT,CIPV,WECC
HanfordEnergy2,Gas CT,CIPV,WECC
HappyJack,Wind,WACM,WECC
Harbor_GT10,Gas CT,LDWP,WECC
Harbor_GT11,Gas CT,LDWP,WECC
Harbor_GT12,Gas CT,LDWP,WECC
Harbor_GT13,Gas CT,LDWP,WECC
Harbor_GT14,Gas CT,LDWP,WECC
HarborCC-Total,Gas CC,LDWP,WECC
HarborCgnCC-Total,Gas CC,CISC,WECC
Hardin,Coal,NWMT,WECC
Harmac_Biomass,Biomass,BCHA,WECC
HarquahalaCC1-Total,Gas CC,SRP,WECC
HarquahalaCC2-Total,Gas CC,SRP,WECC
HarquahalaCC3-Total,Gas CC,SRP,WECC
Harry_Allen_GT1,Gas CT,NEVP,WECC
Harry_Allen_GT4,Gas CT,NEVP,WECC
HarryAllenCC-Total,Gas CC,NEVP,WECC
Hartland_LF_1,Biomass,BCHA,WECC
Hartzog_1,Gas CT,WACM,WECC
Hartzog_2,Gas CT,WACM,WECC
Hartzog_3,Gas CT,WACM,WECC
Harvest_Wind,Wind,BPAT,WECC
Hatch_Solar_EC,PV,EPE,WECC
Hatchet_Creek,Hydro,CIPV,WECC
Hatchet_Ridge,Wind,CIPV,WECC
HatCreek1,Hydro,CIPV,WECC
HatCreek2,Hydro,CIPV,WECC
HatCreekSmlAgg1,Hydro,CIPV,WECC
HatCreekSmlAgg2,Hydro,CIPV,WECC
HatCreekSmlAgg3,Hydro,CIPV,WECC
Hauer_Creek_1,Hydro,BCHA,WECC
Hauser_HAU1,Hydro,NWMT,WECC
Hauser_HAU2,Hydro,NWMT,WECC
Hauser_HAU3,Hydro,NWMT,WECC
Hauser_HAU4,Hydro,NWMT,WECC
Hauser_HAU5,Hydro,NWMT,WECC
Hauser_HAU6,Hydro,NWMT,WECC
Hay_Canyon,Wind,BPAT,WECC
Hayden_1,Coal,PSCO,WECC
Hayden_2,Coal,WACM,WECC
Haynes_11,Gas CT,LDWP,WECC
Haynes_12,Gas CT,LDWP,WECC
Haynes_13,Gas CT,LDWP,WECC
Haynes_14,Gas CT,LDWP,WECC
Haynes_15,Gas CT,LDWP,WECC
Haynes_16,Gas CT,LDWP,WECC
Haynes_2,Other,LDWP,WECC
HaynesCC-Total,Gas CC,LDWP,WECC
Haypress_LGEN,Hydro,CIPV,WECC
Haypress_UGEN,Hydro,CIPV,WECC
Hazelton_B1,Hydro,IPMV,WECC
Hazelton_B2,Hydro,IPMV,WECC
Headgate_Rock_1,Hydro,WALC,WECC
Headgate_Rock_2,Hydro,WALC,WECC
Headgate_Rock_3,Hydro,WALC,WECC
HeartMountain,Hydro,WACM,WECC
HeberGeo1,Geothermal,IID,WECC
HeberGeo2,Geothermal,IID,WECC
HeberGeo3,Geothermal,IID,WECC
Hell_Hole,Hydro,CIPV,WECC
Hellroaring1,Hydro,BPAT,WECC
Hellroaring2,Hydro,BPAT,WECC
Hells_Canyon_1,Hydro,IPTV,WECC
Hells_Canyon_2,Hydro,IPTV,WECC
Hells_Canyon_3,Hydro,IPTV,WECC
HelmsPS1,Storage,CIPV,WECC
HelmsPS2,Storage,CIPV,WECC
HelmsPS3,Storage,CIPV,WECC
Henrietta1,Gas CT,CIPV,WECC
Henrietta2,Gas CT,CIPV,WECC
HermistnCC-Total,Gas CC,BPAT,WECC
HermistnGenCC1-Total,Gas CC,PACW,WECC
HermistnGenCC2-Total,Gas CC,PACW,WECC
Hickman_1,Hydro,TIDC,WECC
Hickman_2,Hydro,BANC,WECC
HiddenHollow1,Biomass,IPTV,WECC
HiddenHollow2,Biomass,IPTV,WECC
HigginsCC-Total,Gas CC,NEVP,WECC
High_Mesa,Wind,IPTV,WECC
High_Plains,Wind,PAWY,WECC
HighDesertCC-Total,Gas CC,CISC,WECC
Highlands_Wind,Wind,WACM,WECC
HighLonesomMesa,Wind,PNM,WECC
HighSierra1,CHP-QF,CIPV,WECC
HighSierra2,Gas CT,CIPV,WECC
HighWinds1,Wind,CIPB,WECC
HighWinds2,Wind,CIPV,WECC
HighwoodGenStation,Gas CT,NWMT,WECC
Hillcrest_PS,Hydro,PSCO,WECC
HillsCreek1,Hydro,BPAT,WECC
HillsCreek2,Hydro,BPAT,WECC
HLPwrGEN1,Biomass,CIPV,WECC
Holter_HOL1,Hydro,NWMT,WECC
Holter_HOL2,Hydro,NWMT,WECC
Holter_HOL3,Hydro,NWMT,WECC
Holter_HOL4,Hydro,NWMT,WECC
HooleyDigester1,Biomass,BPAT,WECC
HooleyDigester2,Biomass,BPAT,WECC
Hoover_Dam_A1,Hydro,WALC,WECC
Hoover_Dam_A2,Hydro,WALC,WECC
Hoover_Dam_A3,Hydro,WALC,WECC
Hoover_Dam_A4,Hydro,WALC,WECC
Hoover_Dam_A5,Hydro,WALC,WECC
Hoover_Dam_A6,Hydro,WALC,WECC
Hoover_Dam_A7,Hydro,WALC,WECC
Hoover_Dam_A8,Hydro,WALC,WECC
Hoover_Dam_A9,Hydro,WALC,WECC
Hoover_Dam_N1,Hydro,NEVP,WECC
Hoover_Dam_N2,Hydro,NEVP,WECC
Hoover_Dam_N3,Hydro,NEVP,WECC
Hoover_Dam_N4,Hydro,NEVP,WECC
Hoover_Dam_N5,Hydro,NEVP,WECC
Hoover_Dam_N6,Hydro,NEVP,WECC
Hoover_Dam_N7,Hydro,NEVP,WECC
Hoover_Dam_N8,Hydro,NEVP,WECC
HopkinsRidge1,Wind,BPAT,WECC
HopkinsRidge2,Wind,BPAT,WECC
HorizonCC-Total,Gas CC,AESO,WECC
Horse_Mesa_HM1,Hydro,SRP,WECC
Horse_Mesa_HM2,Hydro,SRP,WECC
Horse_Mesa_HM3,Hydro,SRP,WECC
Horse_Mesa_HM4,Storage,SRP,WECC
HorseButteWind1,Wind,BPAT,WECC
HorseshoBendHY1,Hydro,IPTV,WECC
HorseshoBendHY2,Hydro,IPTV,WECC
HorseshoBendW1,Wind,BPAT,WECC
HorseshoBendW2,Wind,BPAT,WECC
HorseshoBendWP,Wind,NWMT,WECC
Horseshoe1_HY1,Hydro,AESO,WECC
Horseshoe2_HY2,Hydro,AESO,WECC
Horseshoe3_HY3,Hydro,AESO,WECC
Horseshoe4_HY4,Hydro,AESO,WECC
HotSpringsWind,Wind,IPTV,WECC
HudsonRanchPwr2,Geothermal,IID,WECC
Humboldt_QF,Hydro,CIPV,WECC
HumboldtBayIC01,Steam,CIPV,WECC
HumboldtBayIC02,Steam,CIPV,WECC
HumboldtBayIC03,Steam,CIPV,WECC
HumboldtBayIC04,Steam,CIPV,WECC
HumboldtBayIC05,Steam,CIPV,WECC
HumboldtBayIC06,Steam,CIPV,WECC
HumboldtBayIC07,Steam,CIPV,WECC
HumboldtBayIC08,Steam,CIPV,WECC
HumboldtBayIC09,Steam,CIPV,WECC
HumboldtBayIC10,Steam,CIPV,WECC
Hungry_Horse_1,Hydro,BPAT,WECC
Hungry_Horse_2,Hydro,BPAT,WECC
Hungry_Horse_3,Hydro,BPAT,WECC
Hungry_Horse_4,Hydro,BPAT,WECC
Hunter_1,Coal,PAUT,WECC
Hunter_2,Coal,PAUT,WECC
Hunter_3,Coal,PAUT,WECC
Huntington_1,Coal,PAUT,WECC
Huntington_2,Coal,PAUT,WECC
HuronSolar,PV,CIPV,WECC
HurricaneCityPwr1,Other,PAUT,WECC
