name,TypeSpecific,Type,Region,Zone
Lassen_QF,ST-Coal,Coal,CIPV,US
Lassen1,CT-NatGas-Industrial,CHP-QF,CIPV,US
LDWP_PVF_26041,Utility Scale PV,PV,LDWP,US
LDWP_PVR_26013,Distributed PV,RPV,LDWP,US
LDWP_PVR_26025,Distributed PV,RPV,LDWP,US
LDWP_PVR_26063,Distributed PV,RPV,LDWP,US
LDWP_PVR_26066,Distributed PV,RPV,LDWP,US
LDWP_PVR_26068,Distributed PV,RPV,LDWP,US
LDWP_PVR_26070,Distributed PV,RPV,LDWP,US
LDWP_PVR_26078,Distributed PV,RPV,LDWP,US
LDWP_PVR_26081,Distributed PV,RPV,LDWP,US
LDWP_PVR_26082,Distributed PV,RPV,LDWP,US
LDWP_PVR_26086,Distributed PV,RPV,LDWP,US
LDWP_PVR_26087,Distributed PV,RPV,LDWP,US
LDWP_PVR_26093,Distributed PV,RPV,LDWP,US
LDWP_PVR_26103,Distributed PV,RPV,LDWP,US
LDWP_PVR_27031,Distributed PV,RPV,LDWP,US
LDWP_PVT_26003,Utility Scale PV,PV,LDWP,US
LDWP_PVT_26104,Utility Scale PV,PV,LDWP,US
Lewiston_1,Hydro_FixedDispatch,Hydro,CIPV,US
LimeSaddle1,Hydro_ZeroK,Hydro,CIPV,US
LimeSaddle2,Hydro_ZeroK,Hydro,CIPV,US
Lincoln4,Bio-ST,Biomass,CIPV,US
LincolnLF1,Bio-ICE,Biomass,CIPV,US
LincolnLF2,Bio-ICE,Biomass,CIPV,US
LincolnLF3,Bio-ICE,Biomass,CIPV,US
LincolnLF4,Bio-ICE,Biomass,CIPV,US
LincolnLF5,Bio-ICE,Biomass,CIPV,US
LincolnLF6,Bio-ICE,Biomass,CIPV,US
LindeWilmingtn1,CT-NatGas-Aero,CHP-QF,LDWP,US
Lithehipe_Agg,CT-NatGas-Aero,Gas CT,CISC,US
LiveOakCogen,CT-NatGas-Aero,CHP-QF,CIPV,US
Lodi_1,CT-NatGas-Aero,Gas CT,CIPV,US
LodiEnergyCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPV,US
LodiSTIG,CT-NatGas-Aero,Gas CT,CIPV,US
LomaLindaCC-Total,CCWhole-NatGas-Aero,Gas CC,CISC,US
LongBeach_GT1,CT-NatGas-Aero,Gas CT,CISC,US
LongBeach_GT2,CT-NatGas-Aero,Gas CT,CISC,US
LongBeach_GT3,CT-NatGas-Aero,Gas CT,CISC,US
LongBeach_GT4,CT-NatGas-Aero,Gas CT,CISC,US
Loon_Lake_H1,Hydro,Hydro,BANC,US
Lopez_Canyon_1,Bio-ST,Biomass,LDWP,US
LOS_BANOS_QF,Hydro_FixedDispatch,Hydro,CIPV,US
LosEsterosCC-Total,CCWhole-NatGas-Aero,Gas CC,CIPB,US
LosMedanosCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPB,US
LostCreek_CA,Hydro_ZeroK,Hydro,CIPV,US
LostHillsCogen4,CT-NatGas-Aero,Gas CT,CIPV,US
LostHillsCogen5,CT-NatGas-Aero,Gas CT,CIPV,US
LostHillsCogen6,CT-NatGas-Aero,Gas CT,CIPV,US
LowGap_QF,Hydro_FixedDispatch,Hydro,CIPV,US
Lundy1,Hydro_ZeroK,Hydro,CISC,US
Lundy2,Hydro_ZeroK,Hydro,CISC,US
LytleCreek1,Hydro_FixedDispatch,Hydro,CISC,US
LytleCreek2,Hydro_FixedDispatch,Hydro,CISC,US
Madera_Pwr_1,Bio-ST,Biomass,CIPV,US
MagnoliaCC-Total,CCWhole-NatGas-Industrial,Gas CC,LDWP,US
MalburgCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,US
MammothPool1,Hydro,Hydro,CISC,US
MammothPool2,Hydro,Hydro,CISC,US
MamthPacfc1_1,Geo-BinaryCycle,Geothermal,CISC,US
MamthPacfc1-2,Geo-BinaryCycle,Geothermal,CISC,US
MamthPacfc2_1,Geo-BinaryCycle,Geothermal,CISC,US
MamthPacfc2_2,Geo-BinaryCycle,Geothermal,CISC,US
MamthPacfc2_3,Geo-BinaryCycle,Geothermal,CISC,US
MamthPacfc2_T1,Geo-BinaryCycle,Geothermal,CISC,US
MamthPacfc2_T2,Geo-BinaryCycle,Geothermal,CISC,US
MamthPacfc2_T3,Geo-BinaryCycle,Geothermal,CISC,US
MamthPoolFshwtr,Hydro_FixedDispatch,Hydro,CISC,US
ManzanaWind,WT-Onshore,Wind,CISC,US
MarianiPackingSolar,SolarPV-NonTracking,PV,CIPV,US
MarinaLandfillU1,Bio-ICE,Biomass,CIPV,US
MarinaLandfillU2,Bio-ICE,Biomass,CIPV,US
MarinaLandfillU3,Bio-ICE,Biomass,CIPV,US
MarinaLandfillU4,Bio-ICE,Biomass,CIPV,US
Mariposa1,CT-NatGas-Aero,Gas CT,CIPB,US
Mariposa2,CT-NatGas-Aero,Gas CT,CIPB,US
Mariposa3,CT-NatGas-Aero,Gas CT,CIPB,US
Mariposa4,CT-NatGas-Aero,Gas CT,CIPB,US
MarshLanding1,CT-NatGas-Industrial,Gas CT,CIPB,US
MarshLanding2,CT-NatGas-Industrial,Gas CT,CIPB,US
MarshLanding3,CT-NatGas-Industrial,Gas CT,CIPB,US
MarshLanding4,CT-NatGas-Industrial,Gas CT,CIPB,US
MartinezCC-Total,CCWhole-NatGas-Aero,Gas CC,CIPB,US
MartinezRegen,ST-Other,Steam,CIPB,US
McCall_QF,Hydro_FixedDispatch,Hydro,CIPV,US
McClellan_1,CT-NatGas-Aero,Gas CT,BANC,US
McClure_1,CT-OilDistillate,Gas CT,BANC,US
McClure_2,CT-OilDistillate,Gas CT,BANC,US
McGrathPeaker,CT-NatGas-Aero,Gas CT,CISC,US
McKittrick_Ltd,CT-NatGas-Industrial,CHP-QF,CIPV,US
McKittrick1_RP,CT-NatGas-Aero,Gas CT,CIPV,US
McKittrick2_RP,CT-NatGas-Aero,Gas CT,CIPV,US
McSwain_1,Hydro_FixedDispatch,Hydro,CIPV,US
Mecca_1,Bio-ST,Biomass,IID,US
Mendota,Bio-ST,Biomass,CIPV,US
MenloPark1,Bio-ICE,Biomass,CIPB,US
MenloPark2,Bio-ICE,Biomass,CIPB,US
MenloPark3,Bio-ICE,Biomass,CIPB,US
MenloPark4,Bio-ICE,Biomass,CIPB,US
Merced_Falls_1,HydroRPS_FixedDispatch,Hydro,CIPV,US
MESA_QF,Hydro_FixedDispatch,Hydro,CIPV,US
Mesa_South_Agg,Bio-ST,Biomass,CISC,US
MesquiteRecvry,Bio-ST,Biomass,IID,US
Metcalf_QF,Hydro_FixedDispatch,Hydro,CIPB,US
MetcalfEnrgyCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPB,US
Mid_Set_Cogen,CT-NatGas-Industrial,CHP-QF,CIPV,US
MIddleFork1,Hydro_FixedDispatch,Hydro,CIPV,US
MIddleFork2,Hydro_FixedDispatch,Hydro,CIPV,US
MiddleGorge1,HydroRPS,Hydro,LDWP,US
MidValley1,Bio-CT,Biomass,CISC,US
MidValley2,Bio-CT,Biomass,CISC,US
Midway_QF,Bio-ST,Biomass,CIPV,US
MidwaySunsetA,CT-NatGas-Industrial,CHP-QF,CIPV,US
MidwaySunsetB,CT-NatGas-Industrial,CHP-QF,CIPV,US
MidwaySunsetC,CT-NatGas-Industrial,CHP-QF,CIPV,US
MidWind,WT-Onshore,Wind,CISC,US
MilfordWind1,WT-Onshore,Wind,LDWP,US
MilfordWind2,WT-Onshore,Wind,LDWP,US
MillCreek1,Hydro_FixedDispatch,Hydro,CISC,US
MillCreek2_2,Hydro_FixedDispatch,Hydro,CISC,US
MillCreek2_3,Hydro_FixedDispatch,Hydro,CISC,US
MillCreek3_4,Hydro_FixedDispatch,Hydro,CISC,US
MillCreek3_5,Hydro_FixedDispatch,Hydro,CISC,US
Milliken1,Bio-ICE,Biomass,CISC,US
Milliken2,Bio-ICE,Biomass,CISC,US
MiraLomaPeaker,CT-NatGas-Aero,Gas CT,CISC,US
MiramarEnergy1,CT-NatGas-Industrial,Gas CT,CISD,US
MiramarEnergy2,CT-NatGas-Industrial,Gas CT,CISD,US
MM_LopezEnergy1,Bio-ICE,Biomass,CISC,US
MM_LopezEnergy2,Bio-ICE,Biomass,CISC,US
MM_SD_Miramar1,Bio-ICE,Biomass,CISD,US
MM_SD_Miramar2,Bio-ICE,Biomass,CISD,US
MM_SD_Miramar3,Bio-ICE,Biomass,CISD,US
MM_SD_Miramar4,Bio-ICE,Biomass,CISD,US
MM_SDNorthCity1,Bio-ICE,Biomass,CISD,US
MM_SDNorthCity2,Bio-ICE,Biomass,CISD,US
MM_SDNorthCity3,Bio-ICE,Biomass,CISD,US
MM_SDNorthCity4,Bio-ICE,Biomass,CISD,US
MM_WestCovina2,Bio-ST,Biomass,CISC,US
MM_WestCovina3,Bio-CT,Biomass,CISC,US
MMC-Escondido-Rpwr,CT-NatGas-Industrial,Gas CT,CISD,US
Moccasin_1,Hydro_FixedDispatch,Hydro,CIPV,US
Moccasin_2,Hydro_FixedDispatch,Hydro,CIPV,US
MoccasinLowHead,HydroRPS,Hydro,CIPV,US
Mojave_Siphon_1,Hydro_ZeroK,Hydro,CISC,US
Mojave_Siphon_2,Hydro_ZeroK,Hydro,CISC,US
Mojave_Siphon_3,Hydro_ZeroK,Hydro,CISC,US
MojaveCC-Total,CCWhole-NatGas-Aero,CHP-QF,CISC,US
MojaveSolarProject1,SolarThermal-CSP0,CSP,CISC,US
MojaveSolarProject2,SolarThermal-CSP0,CSP,CISC,US
MontezumaWind1,WT-Onshore,Wind,CIPV,US
MontezumaWind2,WT-Onshore,Wind,CIPV,US
MontgomeryCreekHydro,Hydro_ZeroK,Hydro,CIPV,US
Monticello_1,HydroRPS_FixedDispatch,Hydro,CIPV,US
Monticello_2,HydroRPS_FixedDispatch,Hydro,CIPV,US
Monticello_3,HydroRPS_FixedDispatch,Hydro,CIPV,US
MoorePark_Agg,CT-NatGas-Aero,Gas CT,CISC,US
MorWind,WT-Onshore,Wind,CISC,US
MossLanding_QF,Hydro_FixedDispatch,Hydro,CIPV,US
MountainView1,WT-Onshore,Wind,CISC,US
MountainView2,WT-Onshore,Wind,CISC,US
MountainView3,WT-Onshore,Wind,CISC,US
MountainView4,WT-Onshore,Wind,CISC,US
MtLassenPwr,Bio-ST,Biomass,CIPV,US
MtnviewCC3-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,US
MtnviewCC4-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,US
MtPosoCogen,ST-Coal,CHP-QF,CIPV,US
MuckValley,Hydro_FixedDispatch,Hydro,CIPV,US
muni_pump_iid,DR,DR,IID,US
muni_pump_ldwp,DR,DR,LDWP,US
muni_pump_pge_bay,DR,DR,CIPB,US
muni_pump_pge_vly,DR,DR,CIPV,US
muni_pump_sce,DR,DR,CISC,US
muni_pump_sdge,DR,DR,CISD,US
muni_pump_smud,DR,DR,BANC,US
muni_pump_tidc,DR,DR,TIDC,US
Murphys_1,HydroRPS,Hydro,CIPV,US
NacimientoHydro1,Hydro_ZeroK,Hydro,CIPV,US
NacimientoHydro2,Hydro_ZeroK,Hydro,CIPV,US
Narrows1,HydroRPS_FixedDispatch,Hydro,CIPV,US
Narrows2,Hydro_FixedDispatch,Hydro,CIPV,US
NelsonCreek1296,Hydro_ZeroK,Hydro,CIPV,US
Newark_QF,WT-Onshore,Wind,CIPB,US
Newby1_1,Bio-ICE,Biomass,CIPB,US
Newby1-2,Bio-ICE,Biomass,CIPB,US
Newby1-3,Bio-ICE,Biomass,CIPB,US
Newby1-4,Bio-ICE,Biomass,CIPB,US
Newby2_1,Bio-ICE,Biomass,CIPB,US
Newby2_2,Bio-ICE,Biomass,CIPB,US
Newby2_3,Bio-ICE,Biomass,CIPB,US
Newcastle_1,HydroRPS_FixedDispatch,Hydro,CIPV,US
NewHogan1,HydroRPS_FixedDispatch,Hydro,CIPV,US
NewHogan2,HydroRPS_FixedDispatch,Hydro,CIPV,US
NewMelones1,Hydro_FixedDispatch,Hydro,CIPV,US
NewMelones2,Hydro_FixedDispatch,Hydro,BANC,US
Nickel_1_Solar,SolarPV-NonTracking,PV,CIPV,US
Niland01,CT-NatGas-Aero,Gas CT,IID,US
Niland02,CT-NatGas-Aero,Gas CT,IID,US
Niland03,CT-NatGas-Aero,Gas CT,IID,US
Niland04,CT-NatGas-Aero,Gas CT,IID,US
Niland05,CT-NatGas-Aero,Gas CT,IID,US
Niland06,CT-NatGas-Aero,Gas CT,IID,US
Niland07,CT-NatGas-Aero,Gas CT,IID,US
Niland08,CT-NatGas-Aero,Gas CT,IID,US
Niland09,CT-NatGas-Aero,Gas CT,IID,US
Niland10,CT-NatGas-Aero,Gas CT,IID,US
Nimbus_1,HydroRPS_FixedDispatch,Hydro,CIPV,US
Nimbus_2,HydroRPS_FixedDispatch,Hydro,BANC,US
NorthHollywood1-1,Hydro_ZeroK,Hydro,LDWP,US
NorthHollywood1-2,Hydro_ZeroK,Hydro,LDWP,US
NorthHollywood1-3,Hydro_ZeroK,Hydro,LDWP,US
NorthIslandCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISD,US
NorthPalmSprngs,SolarPV-NonTracking,PV,CISC,US
NorthSkyRiver,WT-Onshore,Wind,CISC,US
NorthWind,WT-Onshore,Wind,CISC,US
NRGBorrego,SolarPV-NonTracking,PV,CISD,US
NRG-EC-SanDiego,CT-NatGas-Aero,Gas CT,CISD,US
NTC-MCRD-CC-Total,CCWhole-NatGas-Industrial,Gas CC,CISD,US
Oak_Flat_1,Hydro_ZeroK,Hydro,CIPV,US
OakCreek1,WT-Onshore,Wind,CISC,US
OakCreek2,WT-Onshore,Wind,CISC,US
OakCreek3,WT-Onshore,Wind,CISC,US
OakCreek4,WT-Onshore,Wind,CISC,US
Oakland_Pwr1,CT-OilDistillate,Gas CT,CIPB,US
Oakland_Pwr2,CT-OilDistillate,Gas CT,CIPB,US
Oakland_Pwr3,CT-OilDistillate,Gas CT,CIPB,US
OakleyCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPB,US
Oasis_Wind_1,WT-Onshore,Wind,CISC,US
OcotilloExpress1,WT-Onshore,Wind,CISD,US
OcotilloExpress2,WT-Onshore,Wind,CISD,US
OcotilloSolProject,SolarPV-NonTracking,PV,CISD,US
OgdenPwrPacific,Bio-ST,Biomass,CIPV,US
Oildale_Energy,CT-NatGas-Aero,Gas CT,CIPV,US
OilFields_QF,Hydro_FixedDispatch,Hydro,CIPV,US
Olinda_LF1,Bio-ICE,Biomass,CISC,US
Olinda_LF2,Bio-ICE,Biomass,CISC,US
Olinda_LF3,Bio-ICE,Biomass,CISC,US
Olive_O1,ST-NatGas,Other,LDWP,US
Olive_O2,ST-NatGas,Other,LDWP,US
OLSCamarilloCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,US
OLSChinoCC-Total,CCWhole-NatGas-Industrial,CHP-QF,CISC,US
Olsen_GEN1,Hydro_FixedDispatch,Hydro,CIPV,US
ONeill_1,PS-Hydro,Storage,CIPV,US
ONeill_2,PS-Hydro,Storage,CIPV,US
ONeill_3,PS-Hydro,Storage,CIPV,US
ONeill_4,PS-Hydro,Storage,CIPV,US
ONeill_5,PS-Hydro,Storage,CIPV,US
ONeill_6,PS-Hydro,Storage,CIPV,US
Ontario_RT,SolarPV-NonTracking,PV,CISC,US
Ontario1_1,Hydro_FixedDispatch,Hydro,CISC,US
Ontario1-2,Hydro_FixedDispatch,Hydro,CISC,US
Ontario1-3,Hydro_FixedDispatch,Hydro,CISC,US
Ontario2_1,Hydro_FixedDispatch,Hydro,CISC,US
OrangeGrove1,CT-NatGas-Industrial,Gas CT,CISD,US
OrangeGrove2,CT-NatGas-Industrial,Gas CT,CISD,US
Ormesa_I_ITLU1,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_ITLU2,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE11,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE12,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE14,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE15,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE21,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE22,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE24,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE25,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE31,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_I_OE32,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE11,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE12,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE13,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE14,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE15,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE16,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE21,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE22,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE23,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE24,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE25,Geo-BinaryCycle,Geothermal,IID,US
Ormesa_IH_OE26,Geo-BinaryCycle,Geothermal,IID,US
Ormesa2_21,Geo-BinaryCycle,Geothermal,IID,US
Ormesa2_22,Geo-BinaryCycle,Geothermal,IID,US
OrovilleCogen1,ICE-NatGas,Steam,CIPV,US
OrovilleCogen2,ICE-NatGas,Steam,CIPV,US
OrovilleCogen3,ICE-NatGas,Steam,CIPV,US
OrovilleCogen4,ICE-NatGas,Steam,CIPV,US
OrovilleCogen5,ICE-NatGas,Steam,CIPV,US
OrovilleCogen6,ICE-NatGas,Steam,CIPV,US
OrovilleCogen7,ICE-NatGas,Steam,CIPV,US
OsoPump1,MotorLoad,Other,CISC,US
OsoPump2,MotorLoad,Other,CISC,US
OsoPump3,MotorLoad,Other,CISC,US
OsoPump4,MotorLoad,Other,CISC,US
OsoPump5,MotorLoad,Other,CISC,US
OsoPump6,MotorLoad,Other,CISC,US
OsoPump7,MotorLoad,Other,CISC,US
OsoPump8,MotorLoad,Other,CISC,US
Ostrom_Road,Bio-ICE,Biomass,CIPV,US
OtayLF1,Bio-ICE,Biomass,CISD,US
OtayLF2,Bio-ICE,Biomass,CISD,US
OtayLF3,Bio-ICE,Biomass,CISD,US
OtayMesaCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISD,US
OTCR-CIPB-Stor01,ES-2HR-Generic,Storage,CIPB,US
OTCR-CIPB-Stor02,ES-4HR-Generic,Storage,CIPB,US
OTCR-CIPB-Stor03,ES-6HR-Generic,Storage,CIPV,US
OTCR-CIPB-Stor04,ES-2HR-Generic,Storage,CIPB,US
OTCR-CIPB-Stor05,ES-4HR-Generic,Storage,CIPB,US
OTCR-CIPB-Stor06,ES-6HR-Generic,Storage,CIPV,US
OTCR-CIPB-Stor07,ES-2HR-Generic,Storage,CIPB,US
OTCR-CIPB-Stor08,ES-4HR-Generic,Storage,CIPB,US
OTCR-CIPV-Stor01,ES-2HR-Generic,Storage,CIPV,US
OTCR-CIPV-Stor02,ES-4HR-Generic,Storage,CIPV,US
OTCR-CIPV-Stor03,ES-6HR-Generic,Storage,CIPV,US
OTCR-CIPV-Stor04,ES-2HR-Generic,Storage,CIPV,US
OTCR-CIPV-Stor05,ES-4HR-Generic,Storage,CIPV,US
OTCR-CIPV-Stor06,ES-6HR-Generic,Storage,CIPV,US
OTCR-CIPV-Stor07,ES-2HR-Generic,Storage,CIPV,US
OTCR-CIPV-Stor08,ES-4HR-Generic,Storage,CIPV,US
OTCR-T1-4CISC-EE1,EE,Other,CISC,US
OTCR-T1-4CISC-EE2,EE,Other,CISC,US
OTCR-T1-4CISC-EE3,EE,Other,CISC,US
OTCR-T1-4CISC-EE4,EE,Other,CISC,US
OTCR-T1-4CISC-EE5,EE,Other,CISC,US
OTCR-T1-4CISC-EE6,EE,Other,CISC,US
OTCR-T1CISC-CT01,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT02,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT03,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT04,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT05,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT06,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT07,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT08,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT09,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT10,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT11,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-CT12,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T1CISC-Stor01,ES-Generic,Storage,CISC,US
OTCR-T1CISC-Stor02,ES-Generic,Storage,CISC,US
OTCR-T1CISC-Stor03,ES-Generic,Storage,CISC,US
OTCR-T1CISC-Stor04,ES-Generic,Storage,CISC,US
OTCR-T1CISC-Stor05,ES-Generic,Storage,CISC,US
OTCR-T4CISC-CT1,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T4CISC-CT2,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T4CISC-CT3,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T4CISC-CT4,CT-NatGas-Aero,Gas CT,CISC,US
OTCR-T4CISC-DGPV1,SolarPV-NonTracking,PV,CISC,US
OTCR-T4CISC-DGPV2,SolarPV-NonTracking,PV,CISC,US
OTCR-T4CISC-DGPV3,SolarPV-NonTracking,PV,CISC,US
OTCR-T4CISC-DGPV4,SolarPV-NonTracking,PV,CISC,US
OTCR-T4CISC-DGPV5,SolarPV-NonTracking,PV,CISC,US
OTCR-T4CISC-DGPV6,SolarPV-NonTracking,PV,CISC,US
OTCR-T4CISD-DGPV01,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-DGPV02,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-DGPV03,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-DGPV04,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-DGPV05,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-DGPV06,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-DGPV07,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-DGPV08,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-DGPV09,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-DGPV10,SolarPV-NonTracking,PV,CISD,US
OTCR-T4CISD-EE01,EE,Other,CISD,US
OTCR-T4CISD-EE02,EE,Other,CISD,US
OTCR-T4CISD-EE03,EE,Other,CISD,US
OTCR-T4CISD-EE04,EE,Other,CISD,US
OTCR-T4CISD-EE05,EE,Other,CISD,US
OTCR-T4CISD-EE06,EE,Other,CISD,US
OTCR-T4CISD-EE07,EE,Other,CISD,US
OTCR-T4CISD-EE08,EE,Other,CISD,US
OTCR-T4CISD-EE09,EE,Other,CISD,US
OTCR-T4CISD-EE10,EE,Other,CISD,US
OTCR-T4CISD-Stor01,ES-6HR-Generic,Storage,CISD,US
OTCR-T4CISD-Stor02,ES-2HR-Generic,Storage,CISD,US
Ox_Mountain1,Bio-ICE,Biomass,CIPB,US
Ox_Mountain2,Bio-ICE,Biomass,CIPB,US
Ox_Mountain3,Bio-ICE,Biomass,CIPB,US
Ox_Mountain4,Bio-ICE,Biomass,CIPB,US
Ox_Mountain5,Bio-ICE,Biomass,CIPB,US
Ox_Mountain6,Bio-ICE,Biomass,CIPB,US
Ox_Mountain7,Bio-ICE,Biomass,CIPB,US
Oxbow_(CA)_1,Hydro_FixedDispatch,Hydro,CIPV,US
Oxnard_GEN2,CT-NatGas-Aero,CHP-QF,CISC,US
OxnardPaperMill,CT-NatGas-Aero,Gas CT,CISC,US
OxnardWWTreatment76,Bio-ICE,Biomass,CISC,US
PacificLumber1,Bio-ST,Biomass,CIPV,US
PacificLumber2,Bio-ST,Biomass,CIPV,US
PacificLumber3,Bio-ST,Biomass,CIPV,US
PacificUltrapwr,Bio-ST,Biomass,CIPV,US
PacificWind,WT-Onshore,Wind,CISC,US
Palmdale,WT-Onshore,Wind,CISC,US
PalomarCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISD,US
PalomarMC,CT-NatGas-Aero,Gas CT,CISD,US
PanocheEC1,CT-NatGas-Industrial,Gas CT,CIPV,US
PanocheEC2,CT-NatGas-Industrial,Gas CT,CIPV,US
PanocheEC3,CT-NatGas-Industrial,Gas CT,CIPV,US
PanocheEC4,CT-NatGas-Industrial,Gas CT,CIPV,US
PanochePeakerCT,CT-NatGas-Aero,Gas CT,CIPV,US
PanPacificWebFlat,HydroRPS_FixedDispatch,Hydro,CIPV,US
Pardee_1,Hydro_FixedDispatch,Hydro,CIPV,US
Pardee_2,Hydro_FixedDispatch,Hydro,CIPV,US
Pardee_3,Hydro_FixedDispatch,Hydro,CIPV,US
Parker_1,Hydro_ZeroK,Hydro,CIPV,US
ParnsusCntrlCC-Total,CCWhole-NatGas-Aero,Gas CC,CIPB,US
PastoriaCC1-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,US
PastoriaCC2-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,US
Patterson_Wind,WT-Onshore,Wind,CIPV,US
PattersonPass1,WT-Onshore,Wind,CIPB,US
PattersonPass2,WT-Onshore,Wind,CIPV,US
PattersonPass3,WT-Onshore,Wind,CIPV,US
PattersonPass4,WT-Onshore,Wind,CIPV,US
PAUL_SWEET_QF,Bio-ST,Biomass,CIPV,US
PEARBMAP-1,MotorLoad,Other,CISC,US
PEARBMAP-2,MotorLoad,Other,CISC,US
PEARBMAP-3,MotorLoad,Other,CISC,US
PEARBMBP-4,MotorLoad,Other,CISC,US
PEARBMBP-5,MotorLoad,Other,CISC,US
PEARBMBP-6,MotorLoad,Other,CISC,US
PEARBMCP-7,MotorLoad,Other,CISC,US
PEARBMCP-8,MotorLoad,Other,CISC,US
PEARBMCP-9,MotorLoad,Other,CISC,US
PE-BerkeleyCC-Total,CCWhole-NatGas-Industrial,CHP-QF,CIPV,US
Penrose_LF,Bio-ST,Biomass,LDWP,US
Perris_1,Hydro_FixedDispatch,Hydro,CISC,US
PGE_BAY_PVF_30020,Utility Scale PV,PV,CIPB,US
PGE_BAY_PVR_30042,Distributed PV,RPV,CIPV,US
PGE_BAY_PVR_30437,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30520,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30528,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30535,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30540,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30543,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30550,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30554,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30555,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30562,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30565,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30585,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30630,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30685,Distributed PV,RPV,CIPB,US
PGE_BAY_PVR_30695,Distributed PV,RPV,CIPB,US
