name,TypeSpecific,Type,Region,Zone
SecondImp13,Geo-BinaryCycle,Geothermal,IID,CA
SecondImp14,Geo-BinaryCycle,Geothermal,IID,CA
SecondImp2,Geo-BinaryCycle,Geothermal,IID,CA
SecondImp3,Geo-BinaryCycle,Geothermal,IID,CA
SecondImp4,Geo-BinaryCycle,Geothermal,IID,CA
SecondImp5,Geo-BinaryCycle,Geothermal,IID,CA
SecondImp6,Geo-BinaryCycle,Geothermal,IID,CA
SecondImp7,Geo-BinaryCycle,Geothermal,IID,CA
SecondImp8,Geo-BinaryCycle,Geothermal,IID,CA
SecondImp9,Geo-BinaryCycle,Geothermal,IID,CA
SeeGen_1,Bio-ST,Biomass,BCHA,CAN
SEGS_I_GEN1,SolarThermal-CSP0,CSP,CISC,CA
SEGS_II_GEN1,SolarThermal-CSP0,CSP,CISC,CA
SEGS_III_GEN1,SolarThermal-CSP0,CSP,CISC,CA
SEGS_IV_GEN1,SolarThermal-CSP0,CSP,CISC,CA
SEGS_IX_GEN1,SolarThermal-CSP0,CSP,CISC,CA
SEGS_V_GEN1,SolarThermal-CSP0,CSP,CISC,CA
SEGS_VI_GEN1,SolarThermal-CSP0,CSP,CISC,CA
SEGS_VII_GEN1,SolarThermal-CSP0,CSP,CISC,CA
SEGS_VIII_GEN1,SolarThermal-CSP0,CSP,CISC,CA
SEKernRiverCgn1,CT-NatGas-Aero,Gas CT,CIPV,CA
SEKernRiverCgn2,CT-NatGas-Aero,Gas CT,CIPV,CA
SEKernRiverCgn3,CT-NatGas-Aero,Gas CT,CIPV,CA
Seminoe_1,Hydro_FixedDispatch,Hydro,WACM,COWY
Seminoe_2,Hydro_FixedDispatch,Hydro,WACM,COWY
Seminoe_3,Hydro_FixedDispatch,Hydro,WACM,COWY
Seneca,Bio-ST,Biomass,BPAT,PNW
SentinelEnergyCTG1,CT-NatGas-Industrial,Gas CT,CISC,CA
SentinelEnergyCTG2,CT-NatGas-Industrial,Gas CT,CISC,CA
SentinelEnergyCTG3,CT-NatGas-Industrial,Gas CT,CISC,CA
SentinelEnergyCTG4,CT-NatGas-Industrial,Gas CT,CISC,CA
SentinelEnergyCTG5,CT-NatGas-Industrial,Gas CT,CISC,CA
SentinelEnergyCTG6,CT-NatGas-Industrial,Gas CT,CISC,CA
SentinelEnergyCTG7,CT-NatGas-Industrial,Gas CT,CISC,CA
SentinelEnergyCTG8,CT-NatGas-Industrial,Gas CT,CISC,CA
SepulvedaCanyon,Hydro_ZeroK,Hydro,CISC,CA
Seton_1,Hydro,Hydro,BCHA,CAN
Seven_Mile_1,Hydro,Hydro,BCHA,CAN
Seven_Mile_2,Hydro,Hydro,BCHA,CAN
Seven_Mile_3,Hydro,Hydro,BCHA,CAN
Seven_Mile_4,Hydro,Hydro,BCHA,CAN
SevenMileHill1,WT-Onshore,Wind,PAWY,COWY
SevenMileHill2,WT-Onshore,Wind,PAWY,COWY
SevenSisters,SolarPV-NonTracking,PV,PAUT,UT
SGS_Solar_PV1G,SolarPV-NonTracking,PV,TEPC,AZ
SGS_Solar_PV1H,SolarPV-NonTracking,PV,TEPC,AZ
Shasta_1,Hydro,Hydro,CIPV,CA
Shasta_2,Hydro,Hydro,BANC,CA
Shasta_3,Hydro,Hydro,BANC,CA
Shasta_4,Hydro,Hydro,BANC,CA
Shasta_5,Hydro,Hydro,BANC,CA
Shasta_River_1,Hydro_FixedDispatch,Hydro,BANC,CA
Shasta1,Bio-ST,Biomass,CIPV,CA
Shasta2,Bio-ST,Biomass,CIPV,CA
Shasta3,Bio-ST,Biomass,CIPV,CA
Shasta4,Bio-ST,Biomass,CIPV,CA
SHCG1-1,CT-NatGas-Industrial,Gas CT,AESO,CAN
Sheep_Creek1,Hydro_ZeroK,Hydro,BPAT,PNW
Sheerness_2_2,ST-Coal,Coal,AESO,CAN
Sheerness1-1,ST-Coal,Coal,AESO,CAN
ShepardEnrgyCC-Total,CCWhole-NatGas-Industrial,Gas CC,AESO,CAN
Sherritt_2_2,CT-NatGas-Industrial,Gas CT,AESO,CAN
Sherritt_SOLAR3,CT-NatGas-Industrial,Gas CT,AESO,CAN
Sherritt1-1,CT-NatGas-Industrial,Gas CT,AESO,CAN
Shiloh_I,WT-Onshore,Wind,CIPB,CA
Shiloh_III,WT-Onshore,Wind,CIPV,CA
Shiloh_IV,WT-Onshore,Wind,CIPV,CA
Shiloh_Wind2,WT-Onshore,Wind,CIPB,CA
Shingle_Creek_1,Hydro_FixedDispatch,Hydro,IPTV,PNW
ShoshnFalls2,Hydro,Hydro,IPMV,PNW
ShoshnFalls3,Hydro,Hydro,IPMV,PNW
Shoshone_1,Hydro_ZeroK,Hydro,WACM,COWY
Shoshone_A,Hydro_ZeroK,Hydro,PSCO,COWY
Shoshone_B,Hydro_ZeroK,Hydro,PSCO,COWY
Shuswap_1,Hydro,Hydro,BCHA,CAN
Shuswap_2,Hydro,Hydro,BCHA,CAN
Shute_Creek021A,CT-NatGas-Industrial,Gas CT,PAWY,COWY
Shute_Creek021B,CT-NatGas-Industrial,Gas CT,PAWY,COWY
Shute_Creek021C,CT-NatGas-Industrial,Gas CT,PAWY,COWY
Sierra_Pwr,Bio-ST,Biomass,CISC,CA
Sierra_SunTower,SolarThermal-CSP0,CSP,CISC,CA
Sierra1,Hydro_FixedDispatch,Hydro,CIPV,CA
Sierra2,Hydro_FixedDispatch,Hydro,CIPV,CA
Silver_Lake,Hydro_ZeroK,Hydro,PSCO,COWY
Silver_Sage,WT-Onshore,Wind,WACM,COWY
Silver_StatePV1,SolarPV-NonTracking,PV,NEVP,NV
Silver_StatePV2,SolarPV-NonTracking,PV,NEVP,NV
SilverhawkCC-Total,CCWhole-NatGas-Industrial,Gas CC,NEVP,NV
SIMI_VALLEY,Bio-ICE,Biomass,CISC,CA
Simi_Valley1,Bio-ICE,Biomass,CISC,CA
Simi_Valley2,Bio-ICE,Biomass,CISC,CA
Simplot_Leasing,ST-Other,Other,IPFE,PNW
SimpsonTacoma,Bio-ST,Biomass,BPAT,PNW
Siphon1,Hydro_ZeroK,Hydro,PACW,PNW
Siphon2,Hydro_ZeroK,Hydro,PACW,PNW
Site_980_65,Hydro_ZeroK,Hydro,CIPV,CA
Site_C_G1_1,Hydro,Hydro,BCHA,CAN
Site_C_G2_2,Hydro,Hydro,BCHA,CAN
Site_C_G3_3,Hydro,Hydro,BCHA,CAN
Site_C_G4_4,Hydro,Hydro,BCHA,CAN
Site_C_G5_5,Hydro,Hydro,BCHA,CAN
Site_C_G6_6,Hydro,Hydro,BCHA,CAN
Skookum_Crk1,Hydro_ZeroK,Hydro,BCHA,CAN
Skookum_Crk2,Hydro_ZeroK,Hydro,BCHA,CAN
Skookumchuck1,Hydro_ZeroK,Hydro,BPAT,PNW
Sky_Blue,SolarPV-NonTracking,PV,PNM,NM
SLAB_CREEK,Hydro_FixedDispatch,Hydro,BANC,CA
Slab_Creek_1,Hydro_FixedDispatch,Hydro,BANC,CA
Slate_Creek,HydroRPS,Hydro,PACW,PNW
Slide_Creek_1,Hydro,Hydro,PACW,PNW
Sly_Creek_1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Smith_Falls1,Hydro,Hydro,BPAT,PNW
Smith_Falls2,Hydro,Hydro,BPAT,PNW
Smith_Falls3,Hydro,Hydro,BPAT,PNW
SmithCreek,Hydro_FixedDispatch,Hydro,PSEI,PNW
SMUD_PVF_37002,Utility Scale PV,PV,BANC,CA
SMUD_PVF_37005,Utility Scale PV,PV,BANC,CA
SMUD_PVF_37009,Utility Scale PV,PV,BANC,CA
SMUD_PVF_37021,Utility Scale PV,PV,BANC,CA
SMUD_PVF_38257,Utility Scale PV,PV,BANC,CA
SMUD_PVR_37003,Distributed PV,RPV,BANC,CA
SMUD_PVR_37009,Distributed PV,RPV,BANC,CA
SMUD_PVR_37012,Distributed PV,RPV,BANC,CA
SMUD_PVR_37013,Distributed PV,RPV,BANC,CA
SMUD_PVR_37028,Distributed PV,RPV,BANC,CA
SMUD_PVR_37520,Distributed PV,RPV,BANC,CA
SMUD_PVR_37524,Distributed PV,RPV,BANC,CA
SMUD_PVR_37544,Distributed PV,RPV,BANC,CA
SMUD_PVR_37548,Distributed PV,RPV,BANC,CA
SMUD_PVR_37558,Distributed PV,RPV,BANC,CA
Snake_River,Hydro_FixedDispatch,Hydro,IPMV,PNW
SnDiegoStCC-Total,CCWhole-NatGas-Aero,Gas CC,CISD,CA
Snedigar_1,Hydro_FixedDispatch,Hydro,IPMV,PNW
Snoqualmie1-1Repower,Hydro_ZeroK,Hydro,PSEI,PNW
Snoqualmie1-2Repower,Hydro_ZeroK,Hydro,PSEI,PNW
Snoqualmie1-3Repower,Hydro_ZeroK,Hydro,PSEI,PNW
Snoqualmie1-4Repower,Hydro_ZeroK,Hydro,PSEI,PNW
Snoqualmie1-5Repower,Hydro_ZeroK,Hydro,PSEI,PNW
Snoqualmie2-6Repower,Hydro_ZeroK,Hydro,PSEI,PNW
Snoqualmie2-7Repower,Hydro_ZeroK,Hydro,PSEI,PNW
Snowflake,Bio-ST,Biomass,AZPS,AZ
Soda_1,Hydro_ZeroK,Hydro,PAID,PNW
Soda_2,Hydro_ZeroK,Hydro,PAID,PNW
Soda_Springs_1,Hydro_ZeroK,Hydro,PACW,PNW
SODER_W1_1,WT-Onshore,Wind,AESO,CAN
SODER_W2_1,WT-Onshore,Wind,AESO,CAN
Solana1,SolarThermal-CSP6,CSP,AZPS,AZ
Solana2,SolarThermal-CSP6,CSP,AZPS,AZ
SolanoSMUD1,WT-Onshore,Wind,CIPV,CA
SolanoSMUD2,WT-Onshore,Wind,CIPV,CA
SolanoSMUD2B,WT-Onshore,Wind,CIPV,CA
SolanoSMUD3,WT-Onshore,Wind,CIPV,CA
SolanoWind3,WT-Onshore,Wind,CIPV,CA
Solar_(SRP)_1,SolarPV-Tracking,PV,SRP,AZ
Solar_FIT_2013,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2014,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2015,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2016,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2017,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2018,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2019,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2020,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2021,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2022,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2023,SolarPV-NonTracking,PV,LDWP,CA
Solar_FIT_2024,SolarPV-NonTracking,PV,LDWP,CA
Solar_Ormat_1,SolarThermal-CSP0,CSP,IID,CA
Solar_Owens2017,SolarPV-NonTracking,PV,LDWP,CA
Solar_Owens2018,SolarPV-NonTracking,PV,LDWP,CA
Solar_Owens2019,SolarPV-NonTracking,PV,LDWP,CA
Solar_Owens2020,SolarPV-NonTracking,PV,LDWP,CA
Solar_PV#02_S1B,SolarPV-NonTracking,PV,CISC,CA
Solar_Voltaic_1,SolarPV-NonTracking,PV,SRP,AZ
Solar_Voltaic_2,SolarPV-NonTracking,PV,SRP,AZ
Solar_Voltaic_4,SolarPV-Tracking,PV,SRP,AZ
SolarBasin2013,SolarPV-NonTracking,PV,LDWP,CA
SolarBasin2014,SolarPV-NonTracking,PV,LDWP,CA
SolarBasin2015,SolarPV-NonTracking,PV,LDWP,CA
SolarBasin2016,SolarPV-NonTracking,PV,LDWP,CA
SolarBasin2017,SolarPV-NonTracking,PV,LDWP,CA
SolarBasin2018,SolarPV-NonTracking,PV,LDWP,CA
SolarBasin2019,SolarPV-NonTracking,PV,LDWP,CA
SolarBasin2020,SolarPV-NonTracking,PV,LDWP,CA
SolarBasin2021,SolarPV-NonTracking,PV,LDWP,CA
SolarGarden2014,SolarPV-NonTracking,PV,WACM,COWY
SolarGarden2015,SolarPV-NonTracking,PV,WACM,COWY
SolarRooftop_LA,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2013,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2014,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2015,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2016,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2017,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2018,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2019,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2020,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2021,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2022,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2023,SolarPV-NonTracking,PV,LDWP,CA
SolarSB1-2024,SolarPV-NonTracking,PV,LDWP,CA
SolarTurbinesInc,CT-NatGas-Aero,Gas CT,CISD,CA
SolonBMGS,SolarPV-Tracking,PV,TEPC,AZ
SolonPrairieFire,SolarPV-NonTracking,PV,TEPC,AZ
SolOrchard_1,SolarThermal-CSP0,CSP,IID,CA
SonomaCaliforniaGeo,Geo-BinaryCycle,Geothermal,CIPV,CA
SonomaCentralLF1+2,Biomass,Biomass,CIPV,CA
SonomaCountyBio,Bio-ST,Biomass,CIPV,CA
Sonora2,Bio-ST,Biomass,CIPV,CA
SoTreatmentCC-Total,Bio-CCWhole,Biomass,BPAT,PNW
South_1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
South_Hurlburt3,WT-Onshore,Wind,BPAT,PNW
South_Hurlburt4,WT-Onshore,Wind,BPAT,PNW
SouthBelridge1,CT-NatGas-Aero,Gas CT,CIPV,CA
SouthBelridge2,CT-NatGas-Aero,Gas CT,CIPV,CA
SouthBelridge3,CT-NatGas-Aero,Gas CT,CIPV,CA
SouthConsol,Hydro_ZeroK,Hydro,SRP,AZ
SouthDryCreekHydro1,Hydro_ZeroK,Hydro,NWMT,MT
SouthForkTolt,Hydro,Hydro,SCL,PNW
SouthPointCC-Total,CCWhole-NatGas-Industrial,Gas CC,WALC,AZ
SouthWind,WT-Onshore,Wind,CISC,CA
SPACogenCC-Total,CCWhole-NatGas-Aero,Gas CC,BANC,CA
Spaulding_2_1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Spaulding_3_1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Spaulding1-1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Spectrum,SolarPV-NonTracking,PV,NEVP,NV
Spicer_Meadow1,Hydro_ZeroK,Hydro,CIPV,CA
Spicer_Meadow2,Hydro_ZeroK,Hydro,CIPV,CA
Spicer_Meadow3,Hydro_ZeroK,Hydro,CIPV,CA
Spillimacheen_1,Hydro,Hydro,BCHA,CAN
Spillimacheen_2,Hydro,Hydro,BCHA,CAN
Spillimacheen_3,Hydro,Hydro,BCHA,CAN
Spindle_Hill1,CT-NatGas-Industrial,Gas CT,PSCO,COWY
Spindle_Hill2,CT-NatGas-Industrial,Gas CT,PSCO,COWY
Spion_Kop,WT-Onshore,Wind,NWMT,MT
SpiritMountain1,Hydro_ZeroK,Hydro,WACM,COWY
Spokane1,Bio-ST,Biomass,AVA,PNW
SPP_PVF_64054,Utility Scale PV,PV,SPPC,NV
SPP_PVF_64124,Utility Scale PV,PV,SPPC,NV
SPP_PVF_64379,Utility Scale PV,PV,SPPC,NV
SPP_PVF_64460,Utility Scale PV,PV,SPPC,NV
SPP_PVT_64379,Utility Scale PV,PV,SPPC,NV
Spray1_1,Hydro,Hydro,AESO,CAN
Spray2_1,Hydro,Hydro,AESO,CAN
SpreckelsSugarComp,ST-NatGas,Steam,IID,CA
Spring_Canyon_1,WT-Onshore,Wind,PSCO,COWY
Spring_Creek_1,Hydro_FixedDispatch,Hydro,CIPV,CA
Spring_Creek_2,Hydro_FixedDispatch,Hydro,BANC,CA
Spring_Gap_1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Spring_Valley,WT-Onshore,Wind,SPPC,NV
Springerville_1,ST-Coal,Coal,TEPC,AZ
Springerville_2,ST-Coal,Coal,TEPC,AZ
Springerville_3,ST-Coal,Coal,TEPC,AZ
Springerville_4,ST-Coal,Coal,TEPC,AZ
SpringervillePV1,SolarPV-NonTracking,PV,TEPC,AZ
SpringervillePV2,SolarPV-NonTracking,PV,TEPC,AZ
Springs1,CT-NatGas-Aero,Gas CT,CISC,CA
Springs2,CT-NatGas-Aero,Gas CT,CISC,CA
Springs3,CT-NatGas-Aero,Gas CT,CISC,CA
Springs4,CT-NatGas-Aero,Gas CT,CISC,CA
Springville,Hydro_ZeroK,Hydro,CISC,CA
Sprott_FortGT_2,CT-NatGas-Industrial,Gas CT,AESO,CAN
SPVP005Redlands,SolarPV-NonTracking,PV,CISC,CA
SPVP007Redlands,SolarPV-NonTracking,PV,CISC,CA
SPVP010_1,SolarPV-NonTracking,PV,CISC,CA
SPVP015_1,SolarPV-NonTracking,PV,CISC,CA
SPVP023_1,SolarPV-NonTracking,PV,CISC,CA
Squamish,Bio-ST,Biomass,BCHA,CAN
SRI_Int_Cgn,CT-NatGas-Aero,Gas CT,CIPB,CA
SRP_Gas_Peaker1,CT-NatGas-Industrial,Gas CT,SRP,AZ
SRP_Gas_Peaker2,CT-NatGas-Industrial,Gas CT,SRP,AZ
SRP_Gas_Peaker3,CT-NatGas-Industrial,Gas CT,SRP,AZ
SRP_Gas_Peaker4,CT-NatGas-Industrial,Gas CT,SRP,AZ
SS_Creek,Hydro_ZeroK,Hydro,BCHA,CAN
St.Johns,Hydro_FixedDispatch,Hydro,CISC,CA
St_George1,CT-OilDistillate,Other,PAUT,UT
St_George2,CT-OilDistillate,Other,PAUT,UT
St_Marys_Dam,Hydro_FixedDispatch,Hydro,AESO,CAN
Stagecoach,Hydro_FixedDispatch,Hydro,PSCO,COWY
Stampede_1,HydroRPS,Hydro,CIPV,CA
Stampede_2,HydroRPS,Hydro,CIPV,CA
STANDBY_AGG._3,CT-OilDistillate,Other,TPWR,PNW
Stanislaus_HC1,Hydro_FixedDispatch,Hydro,CIPV,CA
StanislausEnrgy,Bio-ST,Biomass,CIPV,CA
Stanton_1,SolarPV-NonTracking,PV,EPE,NM
Star_Point,WT-Onshore,Wind,BPAT,PNW
Starwood1,CT-NatGas-Aero,Gas CT,CIPV,CA
Starwood2,CT-NatGas-Aero,Gas CT,CIPV,CA
Stave_Falls_1,Hydro,Hydro,BCHA,CAN
Stave_Falls_2,Hydro,Hydro,BCHA,CAN
Steamboat2-1,Geo-BinaryCycle,Geothermal,SPPC,NV
Steamboat2-2,Geo-BinaryCycle,Geothermal,SPPC,NV
Steamboat3-1,Geo-BinaryCycle,Geothermal,SPPC,NV
Steamboat3-2,Geo-BinaryCycle,Geothermal,SPPC,NV
StewartMountain,Hydro_ZeroK,Hydro,SRP,AZ
Stillwater1,SolarPV-NonTracking,PV,SPPC,NV
Stillwater1_1,Geo-BinaryCycle,Geothermal,SPPC,NV
Stillwater1-2,Geo-BinaryCycle,Geothermal,SPPC,NV
Stillwater2_1,Geo-BinaryCycle,Geothermal,SPPC,NV
Stillwater2_2,Geo-BinaryCycle,Geothermal,SPPC,NV
Stokke1,Hydro_ZeroK,Hydro,BCHA,CAN
Stokke2,Hydro_ZeroK,Hydro,BCHA,CAN
Stone_Creek_1,Hydro_ZeroK,Hydro,PGE,PNW
Stone_Drop_1,Hydro_FixedDispatch,Hydro,BANC,CA
StonyGorge1,Hydro_ZeroK,Hydro,CIPV,CA
StonyGorge2,Hydro_ZeroK,Hydro,CIPV,CA
Strathcona_1,Hydro,Hydro,BCHA,CAN
Strathcona_2,Hydro,Hydro,BCHA,CAN
StrawberryCreek1,Hydro_ZeroK,Hydro,WAUW,MT
StrawberryCreek2,Hydro_ZeroK,Hydro,WAUW,MT
StrawberryCreek3,Hydro_ZeroK,Hydro,WAUW,MT
Strontia1,Hydro_ZeroK,Hydro,PSCO,COWY
Strontia2,Hydro_ZeroK,Hydro,PSCO,COWY
Stroud,SolarPV-NonTracking,PV,CIPV,CA
Sugarloaf,Hydro_ZeroK,Hydro,PSCO,COWY
Sullivan_1,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_10,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_11,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_12,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_13,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_2,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_3,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_4,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_5,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_6,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_7,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_8,Hydro_ZeroK,Hydro,PGE,PNW
Sullivan_9,Hydro_ZeroK,Hydro,PGE,PNW
SumasPowerCC-Total,CCWhole-NatGas-Industrial,Gas CC,PSEI,PNW
Summer_Falls1,Hydro_ZeroK,Hydro,TPWR,PNW
Summer_Falls2,Hydro_ZeroK,Hydro,TPWR,PNW
SummerviewG1,WT-Onshore,Wind,AESO,CAN
SummerviewG2,WT-Onshore,Wind,AESO,CAN
SummerviewG3,WT-Onshore,Wind,AESO,CAN
SummerviewG4,WT-Onshore,Wind,AESO,CAN
SummitG1,CT-NatGas-Industrial,Gas CT,AESO,CAN
SummitG2,CT-NatGas-Industrial,Gas CT,AESO,CAN
SummitG3,CT-NatGas-Industrial,Gas CT,AESO,CAN
SunCity,SolarPV-NonTracking,PV,CIPV,CA
Suncor1,CT-NatGas-Industrial,Gas CT,AESO,CAN
Suncor2,CT-NatGas-Industrial,Gas CT,AESO,CAN
SundanceAB3,ST-Coal,Coal,AESO,CAN
SundanceAB4,ST-Coal,Coal,AESO,CAN
SundanceAB5,ST-Coal,Coal,AESO,CAN
SundanceAB6,ST-Coal,Coal,AESO,CAN
SundanceAB-CC-Total,CCWhole-NatGas-Industrial,Gas CC,AESO,CAN
SundanceAZ01,CT-NatGas-Aero,Gas CT,AZPS,AZ
SundanceAZ02,CT-NatGas-Aero,Gas CT,AZPS,AZ
SundanceAZ03,CT-NatGas-Aero,Gas CT,AZPS,AZ
SundanceAZ04,CT-NatGas-Aero,Gas CT,AZPS,AZ
SundanceAZ05,CT-NatGas-Aero,Gas CT,AZPS,AZ
SundanceAZ06,CT-NatGas-Aero,Gas CT,AZPS,AZ
SundanceAZ07,CT-NatGas-Aero,Gas CT,AZPS,AZ
SundanceAZ08,CT-NatGas-Aero,Gas CT,AZPS,AZ
SundanceAZ09,CT-NatGas-Aero,Gas CT,AZPS,AZ
SundanceAZ10,CT-NatGas-Aero,Gas CT,AZPS,AZ
SunE_EPE1,SolarPV-Tracking,PV,EPE,NM
SunE_EPE2,SolarPV-Tracking,PV,EPE,NM
Sunnyside_Cgn,ST-Coal,Coal,PAUT,UT
SunPeak_Solar_1,SolarPV-NonTracking,PV,IID,CA
SunPeak5657,CT-NatGas-Industrial,Gas CT,NEVP,NV
SunPeak5658,CT-NatGas-Industrial,Gas CT,NEVP,NV
SunPeak5659,CT-NatGas-Industrial,Gas CT,NEVP,NV
SunriseCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPV,CA
SunsetReservoir,SolarPV-NonTracking,PV,CIPB,CA
SunshineCO,Hydro_FixedDispatch,Hydro,PSCO,COWY
SurpriseLandfil,Bio-CT,Biomass,AZPS,AZ
SutterEnergyCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPV,CA
Swan_Falls_1,Hydro,Hydro,IPTV,PNW
Swan_Falls_2,Hydro,Hydro,IPTV,PNW
SwanHillsSagCC,CCWhole-SynGas,Gas CC,AESO,CAN
SwanHillsSagCT,CT-SynGas,Other,AESO,CAN
SwaukValleyRanchWind,WT-Onshore,Wind,PSEI,PNW
Swift_1_HY11,Hydro_FixedDispatch,Hydro,PACW,PNW
Swift_1_HY12,Hydro_FixedDispatch,Hydro,PACW,PNW
Swift_1_HY13,Hydro_FixedDispatch,Hydro,PACW,PNW
Swift_2_21,Hydro,Hydro,PACW,PNW
Swift_2_22,Hydro,Hydro,PACW,PNW
SWJuniorHigh1,SolarPV-Tracking,PV,AZPS,AZ
Sycamore_CgnAB,CT-NatGas-Industrial,CHP-QF,CISC,CA
Sycamore_CgnBG,CT-NatGas-Industrial,CHP-QF,CISC,CA
Sycamore_CgnCG,CT-NatGas-Industrial,CHP-QF,CISC,CA
Sycamore_CgnDG,CT-NatGas-Industrial,CHP-QF,CISC,CA
Sycamore1,Bio-ICE,Biomass,CISD,CA
Sycamore1-2,Bio-ICE,Biomass,CISD,CA
Sycamore1-2A,Bio-CT,Biomass,CISD,CA
Sycamore1-3,Bio-ICE,Biomass,CISD,CA
Sycamore1A,Bio-CT,Biomass,CISD,CA
SygitowiczCreek,Hydro_FixedDispatch,Hydro,PSEI,PNW
SyncrudeCC-Total,CCWhole-NatGas-Industrial,Gas CC,AESO,CAN
TABER_WG1_1,WT-Onshore,Wind,AESO,CAN
TABER_WG2_2,WT-Onshore,Wind,AESO,CAN
TableMountainQF,Hydro_FixedDispatch,Hydro,CIPV,CA
Tacoma_1,Hydro_ZeroK,Hydro,PSCO,COWY
Tacoma_2,Hydro_ZeroK,Hydro,PSCO,COWY
Taft_Cgn1,CT-NatGas-Aero,Gas CT,CIPV,CA
Taft_Cgn2,CT-NatGas-Aero,Gas CT,CIPV,CA
Taft_Cgn3,CT-NatGas-Aero,Gas CT,CIPV,CA
Taft_Cgn4,CT-NatGas-Aero,Gas CT,CIPV,CA
Tajiguas,Bio-ICE,Biomass,CISC,CA
Tamarack,Bio-ST,Biomass,IPTV,PNW
Taylor_Draw,Hydro_ZeroK,Hydro,PSCO,COWY
TaylorHydro,Hydro_FixedDispatch,Hydro,AESO,CAN
TaylorWind1_1,WT-Onshore,Wind,AESO,CAN
TaylorWind2_2,WT-Onshore,Wind,AESO,CAN
TaylorWind3_3,WT-Onshore,Wind,AESO,CAN
TCC-1,SolarPV-NonTracking,PV,TEPC,AZ
TehachapiWind-1e,WT-Onshore,Wind,CISC,CA
TehachapiWind-2-1,WT-Onshore,Wind,CISC,CA
TehachapiWind-2-2,WT-Onshore,Wind,CISC,CA
TehachapiWind-2p,WT-Onshore,Wind,CISC,CA
Temescal_1,Hydro_FixedDispatch,Hydro,CISC,CA
TEP_Warehouse_1,SolarPV-NonTracking,PV,TEPC,AZ
TermoMexiCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISD,CA
Tesla_1,Hydro_ZeroK,Hydro,WACM,COWY
TESLA_QF,Hydro_FixedDispatch,Hydro,CIPV,CA
TesoroCgn1,CT-NatGas-Industrial,Gas CT,PAUT,UT
TesoroCgn2,CT-NatGas-Industrial,Gas CT,PAUT,UT
TesoroICs,ICE-NatGas,Other,PSEI,PNW
TexacoExplorAgg,CT-NatGas-Aero,Gas CT,CISC,CA
TGP_1,Geo-BinaryCycle,Geothermal,SPPC,NV
The_Dalles_1,Hydro,Hydro,BPAT,PNW
The_Dalles_10,Hydro,Hydro,BPAT,PNW
The_Dalles_11,Hydro,Hydro,BPAT,PNW
The_Dalles_12,Hydro,Hydro,BPAT,PNW
The_Dalles_13,Hydro,Hydro,BPAT,PNW
The_Dalles_14,Hydro,Hydro,BPAT,PNW
The_Dalles_15,Hydro,Hydro,BPAT,PNW
The_Dalles_16,Hydro,Hydro,BPAT,PNW
The_Dalles_17,Hydro,Hydro,BPAT,PNW
The_Dalles_18,Hydro,Hydro,BPAT,PNW
The_Dalles_19,Hydro,Hydro,BPAT,PNW
The_Dalles_2,Hydro,Hydro,BPAT,PNW
The_Dalles_20,Hydro,Hydro,BPAT,PNW
