name,TypeSpecific,Type,Region,Zone
EldoradoResrvr,Hydro_ZeroK,Hydro,BCHA,CAN
Electra_1,Hydro,Hydro,CIPV,CA
Electra_2,Hydro,Hydro,CIPV,CA
Electra_3,Hydro,Hydro,CIPV,CA
Electron_1,Hydro_ZeroK,Hydro,PSEI,PNW
Electron_2,Hydro_ZeroK,Hydro,PSEI,PNW
Electron_3,Hydro_ZeroK,Hydro,PSEI,PNW
Electron_4,Hydro_ZeroK,Hydro,PSEI,PNW
Elk_Creek,Hydro_ZeroK,Hydro,IPTV,PNW
ElkHillsCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPV,CA
ElkHillsCogen1,CT-NatGas-Aero,Gas CT,CIPV,CA
ElkHillsCogen2,CT-NatGas-Aero,Gas CT,CIPV,CA
Elkhorn_Valley,WT-Onshore,Wind,IPTV,PNW
Elko_1,Hydro,Hydro,BCHA,CAN
Elko_2,Hydro,Hydro,BCHA,CAN
Ella_Butte,WT-Onshore,Wind,BPAT,PNW
Ellis_Area_Agg,Bio-ST,Biomass,CISC,CA
Ellwood_1,CT-NatGas-Industrial,Gas CT,CISC,CA
ElmoreCompany,Geo-DoubleFlash,Geothermal,IID,CA
ElmworthG5_5,CT-NatGas-Industrial,Gas CT,AESO,CAN
ElmworthG6_6,CT-NatGas-Industrial,Gas CT,AESO,CAN
ElmworthG7_7,CT-NatGas-Industrial,Gas CT,AESO,CAN
ElmworthG8_8,CT-NatGas-Industrial,Gas CT,AESO,CAN
ElmworthG9_9,CT-NatGas-Industrial,Gas CT,AESO,CAN
ElNidoFacility,Bio-ST,Biomass,CIPV,CA
ElSegndCogCC1-Total,CCWhole-NatGas-Aero,Gas CC,CISC,CA
ElSegndCogCC2-Total,CCWhole-NatGas-Aero,Gas CC,CISC,CA
ElSegndCogCC3-Total,CCWhole-NatGas-Aero,Gas CC,CISC,CA
ElSegndEnrgCC1-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,CA
ElSegndEnrgCC2-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,CA
Eltopia_Branch,Hydro_ZeroK,Hydro,TPWR,PNW
EncanWind,WT-Onshore,Wind,CISC,CA
EncogenCC-Total,CCWhole-NatGas-Industrial,Gas CC,PSEI,PNW
Energetics_PV,SolarPV-NonTracking,PV,BPAT,PNW
EnterprisePeakr,CT-NatGas-Industrial,Gas CT,CISD,CA
EON_Foresight_1,SolarPV-NonTracking,PV,TEPC,AZ
EON_Valencia_1,SolarPV-Tracking,PV,TEPC,AZ
EPCC-1,SolarPV-NonTracking,PV,EPE,NM
Equilon_LA_1,CT-OtherGas,CHP-QF,LDWP,CA
Equilon_LA_2,CT-OtherGas,CHP-QF,LDWP,CA
Equilon_LA_3,ST-OtherGas,CHP-QF,LDWP,CA
Escalante_1,ST-Coal,Coal,PNM,NM
ESJWind,Wind-Onshore,Wind,CISD,CA
EsquatzelCanal,Hydro_ZeroK,Hydro,BPAT,PNW
Estes_1,Hydro_FixedDispatch,Hydro,WACM,COWY
Estes_2,Hydro_FixedDispatch,Hydro,WACM,COWY
Estes_3,Hydro_FixedDispatch,Hydro,WACM,COWY
Etiwanda_Hydro,Hydro_FixedDispatch,Hydro,CISC,CA
EtiwandaAreaAgg,CT-NatGas-Aero,Gas CT,CISC,CA
EurusCombinHill,WT-Onshore,Wind,BPAT,PNW
EvanderAndrews1,CT-NatGas-Aero,Gas CT,IPTV,PNW
EvanderAndrews2,CT-NatGas-Aero,Gas CT,IPTV,PNW
EvanderAndrews3,CT-NatGas-Aero,Gas CT,IPTV,PNW
Evergreen_Pulp,Bio-ST,Biomass,CIPV,CA
Exchequer,Hydro_FixedDispatch,Hydro,CIPV,CA
Fairfield_Wind,WT-Onshore,Wind,NWMT,MT
Fairhaven_Pwr,Bio-ST,Biomass,CIPV,CA
Fall_Creek_1,HydroRPS,Hydro,BPAT,PNW
Fall_Creek_2,HydroRPS,Hydro,BPAT,PNW
Fall_Creek_3,HydroRPS,Hydro,BPAT,PNW
FallsRiver_BC_1,Hydro,Hydro,BCHA,CAN
FallsRiver_BC_2,Hydro,Hydro,BCHA,CAN
FallsRiver_ID1,Hydro_ZeroK,Hydro,IPFE,PNW
FallsRiver_ID2,Hydro_ZeroK,Hydro,IPFE,PNW
Faraday_1,Hydro_ZeroK,Hydro,PGE,PNW
Faraday_2,Hydro_ZeroK,Hydro,PGE,PNW
Faraday_3,Hydro_ZeroK,Hydro,PGE,PNW
Faraday_4,Hydro_ZeroK,Hydro,PGE,PNW
Faraday_5,Hydro_ZeroK,Hydro,PGE,PNW
Faraday_6,Hydro_ZeroK,Hydro,PGE,PNW
FargoDrop,Hydro_FixedDispatch,Hydro,IPTV,PNW
FarmPowerLynden,Bio-ICE,Biomass,PSEI,PNW
FarmPowerMistyMeadow,Bio-ICE,Biomass,BPAT,PNW
FarmPowerRexville,Bio-ICE,Biomass,PSEI,PNW
FarmPowerTillamook,Bio-ICE,Biomass,BPAT,PNW
Faulkner_1,Geo-BinaryCycle,Geothermal,SPPC,NV
Faulkner_Ranch,Hydro_FixedDispatch,Hydro,IPMV,PNW
Feather_River,CT-NatGas-Aero,Gas CT,CIPV,CA
Fellow_QF,ST-Coal,Coal,CIPV,CA
FeltHydro1,Hydro_ZeroK,Hydro,IPFE,PNW
FeltHydro2,Hydro_ZeroK,Hydro,IPFE,PNW
FeltHydro3,Hydro_ZeroK,Hydro,IPFE,PNW
FerndaleCC-Total,CCWhole-NatGas-Industrial,Gas CC,PSEI,PNW
Finley_Bio1,Bio-ICE,Biomass,BPAT,PNW
Finley_Bio2,Bio-ICE,Biomass,BPAT,PNW
Finley_Bio3,Bio-ICE,Biomass,BPAT,PNW
Fire_Kwalsa1,Hydro_ZeroK,Hydro,BCHA,CAN
Fire_Kwalsa2,Hydro_ZeroK,Hydro,BCHA,CAN
Firebag_7,CT-NatGas-Industrial,Gas CT,AESO,CAN
Firebag3-1,CT-NatGas-Industrial,Gas CT,AESO,CAN
Firebag3-2,CT-NatGas-Industrial,Gas CT,AESO,CAN
Firebag4-1,CT-NatGas-Industrial,Gas CT,AESO,CAN
Firebag4-2,CT-NatGas-Industrial,Gas CT,AESO,CAN
Fiscalini_1,Bio-CT,Biomass,CIPV,CA
Fish_Creek_1,Hydro,Hydro,PACW,PNW
Fisheries_Dev,Hydro_FixedDispatch,Hydro,IPMV,PNW
FIT_1,SolarPV-NonTracking,PV,BANC,CA
FitzsimonsCreek,Hydro_ZeroK,Hydro,BCHA,CAN
FivePoints,SolarPV-NonTracking,PV,CIPV,CA
FlamingGorge1,Hydro_FixedDispatch,Hydro,WACM,COWY
FlamingGorge2,Hydro_FixedDispatch,Hydro,WACM,COWY
FlamingGorge3,Hydro_FixedDispatch,Hydro,WACM,COWY
Flatiron_1,Hydro_FixedDispatch,Hydro,WACM,COWY
Flatiron_2,Hydro_FixedDispatch,Hydro,WACM,COWY
Flatiron_3,Hydro_FixedDispatch,Hydro,WACM,COWY
Fleish_1,Hydro_ZeroK,Hydro,SPPC,NV
FlintCreek,Hydro_FixedDispatch,Hydro,NWMT,MT
FloWind,WT-Onshore,Wind,CISC,CA
Folsom_1,Hydro_FixedDispatch,Hydro,BANC,CA
Folsom_2,Hydro_FixedDispatch,Hydro,BANC,CA
Folsom_3,Hydro_FixedDispatch,Hydro,BANC,CA
Fontana_RT1,SolarPV-NonTracking,PV,CISC,CA
Fontana_RT2,SolarPV-NonTracking,PV,CISC,CA
Fontana1,Hydro_ZeroK,Hydro,CISC,CA
Fontana2,Hydro_ZeroK,Hydro,CISC,CA
Fontenelle_1,Hydro_FixedDispatch,Hydro,WACM,COWY
Foote_Creek1,WT-Onshore,Wind,PAWY,COWY
Foote_Creek2,WT-Onshore,Wind,PAWY,COWY
Foote_Creek3,WT-Onshore,Wind,PAWY,COWY
Foote_Creek4,WT-Onshore,Wind,PAWY,COWY
Foothill_Feeder,HydroRPS,Hydro,CISC,CA
Foothill_LA,Hydro_FixedDispatch,Hydro,CISC,CA
FoothillFeeder1,Hydro_ZeroK,Hydro,LDWP,CA
FoothillFeeder2,Hydro_ZeroK,Hydro,LDWP,CA
Foothills_CO,Hydro_ZeroK,Hydro,PSCO,COWY
Forbestown_1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Forks_Butte1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Forks_Butte2,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Forrest_Kerr1,Hydro_ZeroK,Hydro,BCHA,CAN
Forrest_Kerr2,Hydro_ZeroK,Hydro,BCHA,CAN
Forrest_Kerr3,Hydro_ZeroK,Hydro,BCHA,CAN
Forrest_Kerr4,Hydro_ZeroK,Hydro,BCHA,CAN
Forrest_Kerr5,Hydro_ZeroK,Hydro,BCHA,CAN
Forrest_Kerr6,Hydro_ZeroK,Hydro,BCHA,CAN
Forrest_Kerr7,Hydro_ZeroK,Hydro,BCHA,CAN
Forrest_Kerr8,Hydro_ZeroK,Hydro,BCHA,CAN
Forrest_Kerr9,Hydro_ZeroK,Hydro,BCHA,CAN
Fort_Peck_1,Hydro_FixedDispatch,Hydro,WAUW,MT
Fort_Peck_2,Hydro_FixedDispatch,Hydro,WAUW,MT
Fort_St_James,Bio-ST,Biomass,BCHA,CAN
FortNelson1,CT-NatGas-Industrial,Gas CT,AESO,CAN
FortNelson2,CT-NatGas-Industrial,Gas CT,AESO,CAN
FortPeck3,Hydro_FixedDispatch,Hydro,WAUW,MT
FortSeward_QF,Hydro_FixedDispatch,Hydro,CIPV,CA
FortStVrainCC-Total,CCWhole-NatGas-Industrial,Gas CC,PSCO,COWY
FortStVrainGT5,CT-NatGas-Industrial,Gas CT,PSCO,COWY
FortStVrainGT6,CT-NatGas-Industrial,Gas CT,PSCO,COWY
Foster_1,Hydro_FixedDispatch,Hydro,BPAT,PNW
Foster_2,Hydro_FixedDispatch,Hydro,BPAT,PNW
FosterCreek1,CT-NatGas-Industrial,Gas CT,AESO,CAN
FosterCreek2,CT-NatGas-Industrial,Gas CT,AESO,CAN
FosterWhlrCC-Total,CCWhole-NatGas-Aero,CHP-QF,CIPB,CA
FountainValley1,CT-NatGas-Industrial,Gas CT,PSCO,COWY
FountainValley2,CT-NatGas-Industrial,Gas CT,PSCO,COWY
FountainValley3,CT-NatGas-Industrial,Gas CT,PSCO,COWY
FountainValley4,CT-NatGas-Industrial,Gas CT,PSCO,COWY
FountainValley5,CT-NatGas-Industrial,Gas CT,PSCO,COWY
FountainValley6,CT-NatGas-Industrial,Gas CT,PSCO,COWY
FourBrothers,SolarPV-NonTracking,PV,PAUT,UT
FourCorners4-Total,CrossCompoundWhole-Coal,Coal,AZPS,AZ
FourCorners5-Total,CrossCompoundWhole-Coal,Coal,AZPS,AZ
Frank_Knutson1,CT-NatGas-Aero,Gas CT,PSCO,COWY
Frank_Knutson2,CT-NatGas-Aero,Gas CT,PSCO,COWY
Frankenheimer,HydroRPS,Hydro,BANC,CA
Franklin_1,HydroRPS,Hydro,LDWP,CA
FranklinGrays1,CT-NatGas-Aero,Gas CT,BPAT,PNW
FranklinGrays2,CT-NatGas-Aero,Gas CT,BPAT,PNW
FranklinGrays3,CT-NatGas-Aero,Gas CT,BPAT,PNW
FranklinGrays4,CT-NatGas-Aero,Gas CT,BPAT,PNW
FraserLake1,Bio-ST,Biomass,BCHA,CAN
FraserLake2,Bio-ST,Biomass,BCHA,CAN
FraserRichmond,Bio-ST,Biomass,BCHA,CAN
FrazPark,WT-Onshore,Wind,CISC,CA
FredericksonCC-Total,CCWhole-NatGas-Industrial,Gas CC,BPAT,PNW
Fredonia_1,CT-NatGas-Industrial,Gas CT,PSEI,PNW
Fredonia_2,CT-NatGas-Industrial,Gas CT,PSEI,PNW
Fredonia_3,CT-NatGas-Industrial,Gas CT,PSEI,PNW
Fredonia_4,CT-NatGas-Industrial,Gas CT,PSEI,PNW
FremontCanyon1,Hydro_FixedDispatch,Hydro,WACM,COWY
FremontCanyon2,Hydro_FixedDispatch,Hydro,WACM,COWY
French_Meadows,Hydro_FixedDispatch,Hydro,CIPV,CA
FresnoCogenCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPV,CA
FresnoPeakr_CT,CT-NatGas-Aero,Gas CT,CIPV,CA
FriantFR1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
FriantM1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
FriantRO1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
FriantRO2,HydroRPS_FixedDispatch,Hydro,CIPV,CA
FrickWind1,WT-Onshore,Wind,CIPB,CA
FrickWind2,WT-Onshore,Wind,CIPB,CA
Fries_Creek_1,Hydro_ZeroK,Hydro,BCHA,CAN
Frito_Lay_Cogen,CT-NatGas-Aero,Gas CT,CIPV,CA
FrontRangeCC-Total,CCWhole-NatGas-Industrial,Gas CC,WACM,COWY
FRV-SunEdison,SolarPV-Tracking,PV,TEPC,AZ
Ft_James_Cogen,ST-WasteHeat,Other,PACW,PNW
FtJames1,Biomass,Biomass,PACW,PNW
Fulton_QF,Hydro_ZeroK,Hydro,CIPV,CA
Furry_Creek,Hydro_ZeroK,Hydro,BCHA,CAN
Gadsby_4,CT-NatGas-Aero,Gas CT,PAUT,UT
Gadsby_5,CT-NatGas-Aero,Gas CT,PAUT,UT
Gadsby_6,CT-NatGas-Aero,Gas CT,PAUT,UT
Galena2_1,Geo-BinaryCycle,Geothermal,SPPC,NV
Galena3_1,Geo-BinaryCycle,Geothermal,SPPC,NV
Galena3_2,Geo-BinaryCycle,Geothermal,SPPC,NV
GAP_Cholla-2REPL,Gas CT,Gas CT,SRP,AZ
GAP_NavajoREPL,Gas CT,Gas CT,AZPS,AZ
GAP_ReidGardner1REPL,Gas CT,Gas CT,NEVP,NV
GAP_ReidGardner2REPL,Gas CT,Gas CT,NEVP,NV
GarnetWind-G3,WT-Onshore,Wind,CISC,CA
GatesPeaker_CT,CT-NatGas-Aero,Gas CT,CIPV,CA
GatesSolarStation1,SolarPV-NonTracking,PV,CIPV,CA
GatewayCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPB,CA
GaviotaOil1,CT-NatGas-Aero,Gas CT,CISC,CA
GaviotaOil2,CT-NatGas-Aero,Gas CT,CISC,CA
GaviotaOil3,CT-NatGas-Aero,Gas CT,CISC,CA
GaviotaOil4,CT-NatGas-Aero,Gas CT,CISC,CA
GaviotaOil5,CT-NatGas-Aero,Gas CT,CISC,CA
Gem_State_1,Hydro,Hydro,PAID,PNW
GenePump1,MotorLoad,Other,CISC,CA
GenePump2,MotorLoad,Other,CISC,CA
GenePump3,MotorLoad,Other,CISC,CA
GenePump4,MotorLoad,Other,CISC,CA
GenePump5,MotorLoad,Other,CISC,CA
GenePump6,MotorLoad,Other,CISC,CA
GenePump7,MotorLoad,Other,CISC,CA
GenePump8,MotorLoad,Other,CISC,CA
Genesee_2_2,ST-Coal,Coal,AESO,CAN
Genesee_3_3,ST-Coal,Coal,AESO,CAN
Genesee1-1,ST-Coal,Coal,AESO,CAN
GenesisSolarEnergy1,SolarThermal-CSP6,CSP,CISC,CA
GenesisSolarEnergy2,SolarThermal-CSP6,CSP,CISC,CA
GeoEastMesa2-1,Geo-DoubleFlash,Geothermal,IID,CA
GeoEastMesa3_1,Geo-BinaryCycle,Geothermal,IID,CA
GeoEastMesa3_2,Geo-DoubleFlash,Geothermal,IID,CA
GeoEnrgyPart,Geo-BinaryCycle,Geothermal,BANC,CA
GeorgeBirdsall1,ST-NatGas,Other,WACM,COWY
GeorgeBirdsall2,ST-NatGas,Other,WACM,COWY
GeorgeBirdsall3,ST-NatGas,Other,WACM,COWY
Georgetown_1,Hydro_ZeroK,Hydro,PSCO,COWY
Georgetown_2,Hydro_ZeroK,Hydro,PSCO,COWY
Geothermal_2_3,Geo-BinaryCycle,Geothermal,CIPV,CA
Geothermal_2_4,Geo-BinaryCycle,Geothermal,CIPV,CA
Geothermal1-1,Geo-BinaryCycle,Geothermal,CIPV,CA
Geothermal1-2,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers05,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers06,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers07,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers08,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers11,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers12,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers13,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers14,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers16,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers17,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers18,Geo-BinaryCycle,Geothermal,CIPV,CA
Geysers20,Geo-BinaryCycle,Geothermal,CIPV,CA
Ghost_Pine_G1_1,WT-Onshore,Wind,AESO,CAN
Ghost_Pine_G2_2,WT-Onshore,Wind,AESO,CAN
Ghost_Pine_G3_3,WT-Onshore,Wind,AESO,CAN
Ghost_Pine_G4_4,WT-Onshore,Wind,AESO,CAN
Ghost_Pine_G5_5,WT-Onshore,Wind,AESO,CAN
GHOST1_1,Hydro,Hydro,AESO,CAN
GHOST2_2,Hydro,Hydro,AESO,CAN
GHOST3_3,Hydro,Hydro,AESO,CAN
GHOST4_4,Hydro,Hydro,AESO,CAN
Gianera_1,CT-NatGas-Aero,Gas CT,CIPB,CA
Gianera_2,CT-NatGas-Aero,Gas CT,CIPB,CA
Giffen_1,SolarPV-NonTracking,PV,CIPV,CA
GilaBendCC-Total,CCWhole-NatGas-Industrial,Gas CC,AZPS,AZ
GilaRiverCC1-Total,CCWhole-NatGas-Industrial,Gas CC,AZPS,AZ
GilaRiverCC2-Total,CCWhole-NatGas-Industrial,Gas CC,AZPS,AZ
GilaRiverCC3-Total,CCWhole-NatGas-Industrial,Gas CC,AZPS,AZ
GilaRiverCC4-Total,CCWhole-NatGas-Industrial,Gas CC,AZPS,AZ
Gillespie_Solar,SolarPV-Tracking,PV,AZPS,AZ
GilroyCC-Total,CCWhole-NatGas-Industrial,CHP-QF,CIPB,CA
GilroyEnergyPeaking1,CT-NatGas-Aero,Gas CT,CIPB,CA
GilroyEnergyPeaking2,CT-NatGas-Aero,Gas CT,CIPB,CA
GilroyEnergyPeaking3,CT-NatGas-Aero,Gas CT,CIPB,CA
GlacierWind1,WT-Onshore,Wind,NWMT,MT
GlacierWind2,WT-Onshore,Wind,NWMT,MT
Glen_Canyon1,Hydro_FixedDispatch,Hydro,WALC,AZ
Glen_Canyon2,Hydro_FixedDispatch,Hydro,WALC,AZ
Glen_Canyon3,Hydro_FixedDispatch,Hydro,WALC,AZ
Glen_Canyon4,Hydro_FixedDispatch,Hydro,WALC,AZ
Glen_Canyon5,Hydro_FixedDispatch,Hydro,WALC,AZ
Glen_Canyon6,Hydro_FixedDispatch,Hydro,WALC,AZ
Glen_Canyon7,Hydro_FixedDispatch,Hydro,WALC,AZ
Glen_Canyon8,Hydro_FixedDispatch,Hydro,WALC,AZ
Glen_Solar,SolarPV-NonTracking,PV,LDWP,CA
Glenarm_GT1,CT-NatGas-Aero,Gas CT,CISC,CA
Glenarm_GT2,CT-NatGas-Aero,Gas CT,CISC,CA
Glenarm_GT3,CT-NatGas-Aero,Gas CT,CISC,CA
Glenarm_GT4,CT-NatGas-Aero,Gas CT,CISC,CA
Glendale_LF,Bio-CT,Biomass,AZPS,AZ
Glendo_1,Hydro_FixedDispatch,Hydro,WACM,COWY
Glendo_2,Hydro_FixedDispatch,Hydro,WACM,COWY
Glenrock_1,WT-Onshore,Wind,PAWY,COWY
Glenrock_2,WT-Onshore,Wind,PAWY,COWY
GoalLineCC-Total,CCWhole-NatGas-Industrial,CHP-QF,CISD,CA
Gold_Creek1-1,CT-NatGas-Industrial,Gas CT,AESO,CAN
Golden_Biomass,Bio-ST,Biomass,BCHA,CAN
Golden_Hills,WT-Onshore,Wind,BPAT,PNW
Golden_Valley,WT-Onshore,Wind,IPMV,PNW
GoldendaleCC-Total,CCWhole-NatGas-Industrial,Gas CC,PSEI,PNW
GoldenSpringsC,SolarPV-NonTracking,PV,CISC,CA
GoldenSpringsD,SolarPV-NonTracking,PV,CISC,CA
Goldtown,WT-Onshore,Wind,CISC,CA
Goodnoe_Hills1,WT-Onshore,Wind,PACW,PNW
Goodnoe_Hills2,WT-Onshore,Wind,BPAT,PNW
Goose_Haven,CT-NatGas-Aero,Gas CT,CIPV,CA
GordonButte,WT-Onshore,Wind,NWMT,MT
GordonMShrum01,Hydro,Hydro,BCHA,CAN
GordonMShrum02,Hydro,Hydro,BCHA,CAN
GordonMShrum03,Hydro,Hydro,BCHA,CAN
GordonMShrum04,Hydro,Hydro,BCHA,CAN
GordonMShrum05,Hydro,Hydro,BCHA,CAN
GordonMShrum06,Hydro,Hydro,BCHA,CAN
GordonMShrum07,Hydro,Hydro,BCHA,CAN
GordonMShrum08,Hydro,Hydro,BCHA,CAN
GordonMShrum09,Hydro,Hydro,BCHA,CAN
GordonMShrum10,Hydro,Hydro,BCHA,CAN
Gorge21,Hydro,Hydro,SCL,PNW
Gorge22,Hydro,Hydro,SCL,PNW
Gorge23,Hydro,Hydro,SCL,PNW
Gorge24,Hydro,Hydro,SCL,PNW
Goshen_Phase2,WT-Onshore,Wind,PAID,PNW
GosselinHydroGEN1,Hydro_ZeroK,Hydro,CIPV,CA
GosselinHydroGEN2,Hydro_ZeroK,Hydro,CIPV,CA
GP_CHP1_1,Bio-ST,Biomass,AESO,CAN
Grace_3,Hydro_ZeroK,Hydro,PAID,PNW
Grace_4,Hydro_ZeroK,Hydro,PAID,PNW
Grace_5,Hydro_ZeroK,Hydro,PAID,PNW
Grand_Valley1,Hydro_ZeroK,Hydro,PSCO,COWY
Grand_Valley2,Hydro_ZeroK,Hydro,PSCO,COWY
GrandCoulee01,Hydro,Hydro,BPAT,PNW
GrandCoulee02,Hydro,Hydro,BPAT,PNW
GrandCoulee03,Hydro,Hydro,BPAT,PNW
GrandCoulee04,Hydro,Hydro,BPAT,PNW
GrandCoulee05,Hydro,Hydro,BPAT,PNW
GrandCoulee06,Hydro,Hydro,BPAT,PNW
GrandCoulee07,Hydro,Hydro,BPAT,PNW
GrandCoulee08,Hydro,Hydro,BPAT,PNW
GrandCoulee09,Hydro,Hydro,BPAT,PNW
GrandCoulee10,Hydro,Hydro,BPAT,PNW
GrandCoulee11,Hydro,Hydro,BPAT,PNW
GrandCoulee12,Hydro,Hydro,BPAT,PNW
GrandCoulee13,Hydro,Hydro,BPAT,PNW
GrandCoulee14,Hydro,Hydro,BPAT,PNW
GrandCoulee15,Hydro,Hydro,BPAT,PNW
GrandCoulee16,Hydro,Hydro,BPAT,PNW
GrandCoulee17,Hydro,Hydro,BPAT,PNW
GrandCoulee18,Hydro,Hydro,BPAT,PNW
GrandCoulee19,Hydro,Hydro,BPAT,PNW
GrandCoulee20,Hydro,Hydro,BPAT,PNW
GrandCoulee21,Hydro,Hydro,BPAT,PNW
GrandCoulee22,Hydro,Hydro,BPAT,PNW
GrandCoulee23,Hydro,Hydro,BPAT,PNW
GrandCoulee24,Hydro,Hydro,BPAT,PNW
GrandCouleePG07,PS-Hydro,Other,BPAT,PNW
GrandCouleePG08,PS-Hydro,Other,BPAT,PNW
GrandCouleePG09,PS-Hydro,Other,BPAT,PNW
GrandCouleePG10,PS-Hydro,Other,BPAT,PNW
GrandCouleePG11,PS-Hydro,Other,BPAT,PNW
GrandCouleePG12,PS-Hydro,Other,BPAT,PNW
GrandPrairie,CT-NatGas-Industrial,Gas CT,AESO,CAN
GrapelandPeaker,CT-NatGas-Aero,Gas CT,CISC,CA
GraysHarborCC-Total,CCWhole-NatGas-Industrial,Gas CC,BPAT,PNW
Grayson_3,ST-NatGas,Other,LDWP,CA
Grayson_4,ST-NatGas,Other,LDWP,CA
Grayson_5,ST-NatGas,Other,LDWP,CA
Grayson_9,CT-NatGas-Aero,Gas CT,LDWP,CA
GraysonCC-Total,CCWhole-NatGas-Industrial,Gas CC,LDWP,CA
Great_Basin_1,WT-Onshore,Wind,SPPC,NV
Greater_Nanaimo,Bio-ST,Biomass,BCHA,CAN
GreaterSandhill1,SolarPV-NonTracking,PV,PSCO,COWY
GreaterSandhill2Alam,SolarPV-NonTracking,PV,PSCO,COWY
Green_Holdings1,WT-Onshore,Wind,PSCO,COWY
Green_Holdings2,WT-Onshore,Wind,PSCO,COWY
Green_Peter_1,Hydro_FixedDispatch,Hydro,BPAT,PNW
Green_Peter_2,Hydro_FixedDispatch,Hydro,BPAT,PNW
Green_Springs,Hydro_ZeroK,Hydro,BPAT,PNW
Greenleaf2,CT-NatGas-Aero,CHP-QF,CIPV,CA
GreenleafCC-Total,CCWhole-NatGas-Aero,CHP-QF,CIPV,CA
GreenMountain1,Hydro_FixedDispatch,Hydro,WACM,COWY
GreenMountain2,Hydro_FixedDispatch,Hydro,WACM,COWY
GreenPowerWind1,WT-Onshore,Wind,CISC,CA
GreenPowerWind2,WT-Onshore,Wind,CISC,CA
GreenPowerWind3,WT-Onshore,Wind,CISC,CA
GregAvenue1,Hydro_ZeroK,Hydro,CISC,CA
GridleyMain2,SolarPV-NonTracking,PV,CIPV,CA
GriffithCC-Total,CCWhole-NatGas-Industrial,Gas CC,WALC,AZ
Grizzly_NA1,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Gross_Hydro,Hydro_FixedDispatch,Hydro,PSCO,COWY
GrossmontHospital,CT-NatGas-Aero,Gas CT,CISD,CA
Guadalupe1,Bio-ICE,Biomass,CIPB,CA
Guadalupe2,Bio-ICE,Biomass,CIPB,CA
Guadalupe3,Bio-ICE,Biomass,CIPB,CA
Guadalupe4,Bio-ICE,Biomass,CIPB,CA
Guernsey_1,Hydro_ZeroK,Hydro,WACM,COWY
Guernsey_2,Hydro_ZeroK,Hydro,WACM,COWY
H._Gonzales_G1,CT-NatGas-Aero,Gas CT,CISC,CA
H._Gonzales_G2,CT-NatGas-Aero,Gas CT,CISC,CA
H_M_Jackson_1,Hydro,Hydro,BPAT,PNW
H_M_Jackson_2,Hydro,Hydro,BPAT,PNW
H_M_Jackson_3,Hydro,Hydro,BPAT,PNW
H_M_Jackson_4,Hydro,Hydro,BPAT,PNW
Haas1,Hydro,Hydro,CIPV,CA
Haas2,Hydro,Hydro,CIPV,CA
Hailey_Cspp_1,Hydro_FixedDispatch,Hydro,IPMV,PNW
Haiwee_1,Hydro_ZeroK,Hydro,CISC,CA
Haiwee_2,Hydro_ZeroK,Hydro,CISC,CA
Halkirk1,WT-Onshore,Wind,AESO,CAN
Halkirk2,WT-Onshore,Wind,AESO,CAN
Halsey_1,Hydro_FixedDispatch,Hydro,CIPV,CA
HamiltonBranch1,Hydro_FixedDispatch,Hydro,CIPV,CA
HamiltonBranch2,Hydro_FixedDispatch,Hydro,CIPV,CA
Hammett_Hill,WT-Onshore,Wind,IPTV,PNW
HanfordEnergy1,CT-NatGas-Aero,Gas CT,CIPV,CA
HanfordEnergy2,CT-NatGas-Aero,Gas CT,CIPV,CA
HappyJack,WT-Onshore,Wind,WACM,COWY
Harbor_GT10,CT-NatGas-Aero,Gas CT,LDWP,CA
Harbor_GT11,CT-NatGas-Aero,Gas CT,LDWP,CA
Harbor_GT12,CT-NatGas-Aero,Gas CT,LDWP,CA
Harbor_GT13,CT-NatGas-Aero,Gas CT,LDWP,CA
Harbor_GT14,CT-NatGas-Aero,Gas CT,LDWP,CA
HarborCC-Total,CCWhole-NatGas-Industrial,Gas CC,LDWP,CA
HarborCgnCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,CA
Hardin,ST-Coal,Coal,NWMT,MT
Harmac_Biomass,Bio-ST,Biomass,BCHA,CAN
